序号,代码,名称,涨跌幅,最新价,涨停价,成交额,流通市值,总市值,换手率,涨速,是否新高,量比,涨停统计,入选理由,所属行业
150,002687,乔治白,3.673469305038452,5.08,5.39,287979616,2100039167.96,2564279799.04,13.417708396911621,-0.1964636594057083,是,5.930141925811768,0/0,60日新高,服装家纺
152,001313,粤海饲料,3.5626535415649414,8.43,8.95,210118352,5893630923.929999,5901000000.0,3.5461854934692383,0.2378121316432953,是,1.6850452423095703,0/0,60日新高,饲料
153,003023,彩虹集团,3.5534818172454834,28.85,30.65,177056386,3032195988.9,3039105160.0,6.002971649169922,0.034674063324928284,是,1.351474642753601,0/0,60日新高,小家电
154,603409,汇通控股,3.543400764465332,43.54,46.26,207102875,1574593970.32,5487346200.0,13.244942665100098,0.0,是,1.4262617826461792,0/0,60日新高,汽车零部
155,603010,万盛股份,3.542673110961914,12.86,13.66,233408225,7523489567.98,7523489503.679999,3.143310546875,0.0,是,1.2149922847747803,0/0,60日新高,化学制品
158,600666,奥瑞德,3.5036497116088867,7.09,7.54,5916884224,17740977073.94,19507762009.28,33.81391143798828,-0.14084506034851074,是,1.5620369911193848,2/1,60日新高,光学光电
160,002463,沪电股份,3.453389883041382,97.66,103.84,9022508032,187781672062.75998,187933342925.75998,4.837749481201172,0.05122426152229309,是,0.9930770397186279,0/0,60日新高,元件
161,603819,神力股份,3.4458510875701904,14.71,15.64,146638911,3202811050.77,3202811050.77,4.649169921875,-0.2035278081893921,是,1.0785012245178223,0/0,60日新高,电机Ⅱ
162,002635,安洁科技,3.3834588527679443,16.5,17.56,618151760,6526296298.5,10884831936.0,9.436569213867188,0.0,是,1.1432287693023682,0/0,60日新高,消费电子
165,603991,至正股份,3.3214285373687744,115.72,123.2,321697584,8625189968.56,17671567641.2,3.7776856422424316,0.008642295375466347,是,1.1826857328414917,0/0,60日新高,塑料
169,603032,德新科技,2.753950357437134,22.76,24.37,622001872,5272650790.400001,5308255624.0,11.793381690979004,-0.08779631555080414,是,1.6056324243545532,2/1,60日新高,电池
170,002132,恒星科技,2.7149322032928467,4.54,4.86,866595088,6353648988.24,6363012956.16,13.775554656982422,-0.21978023648262024,是,1.4598439931869507,0/0,60日新高,通用设备
175,002066,瑞泰科技,2.495621681213379,23.41,25.12,147222236,5407710000.0,5499172870.0,2.7568068504333496,-0.17057569324970245,是,0.8060361742973328,0/0,60日新高,装修建材
179,000593,德龙汇能,2.3458809852600098,18.76,20.16,728923808,6725144250.440001,6727917710.080001,10.792081832885742,0.3745318353176117,是,1.502435326576233,2/1,60日新高,燃气Ⅱ
