代码,60日最高,当前价,跌幅,符合跌幅>19%,7日横盘,3日量能,3日趋势
sh600556,9.0,6.2,31.11,True,True,0.78,下跌
sz002639,25.39,19.38,23.67,True,False,0.66,上涨
sz002134,28.57,22.7,20.55,True,True,1.8,下跌
sh600423,4.31,2.71,37.12,True,False,1.46,下跌
sz002219,2.97,2.3,22.56,True,True,1.42,下跌
sh600879,31.46,23.42,25.56,True,True,1.36,上涨
sh601212,15.19,8.06,46.94,True,True,1.04,上涨
sh600249,7.71,5.99,22.31,True,True,0.48,上涨
sz000852,9.58,6.73,29.75,True,True,0.72,下跌
sh601698,43.0,33.98,20.98,True,True,1.33,上涨
sh600778,8.72,6.39,26.72,True,True,0.77,上涨
sh600651,9.26,6.85,26.03,True,True,0.59,上涨
sh603728,77.9,59.66,23.41,True,True,1.25,上涨
sh600506,29.08,21.02,27.72,True,True,0.57,下跌
sz002195,12.19,9.15,24.94,True,True,0.95,平盘
sh603667,96.69,70.55,27.03,True,True,1.27,下跌
sz002861,21.49,15.88,26.11,True,True,0.64,下跌
sz002721,4.25,3.01,29.18,True,True,2.0,上涨
sh603496,37.83,29.9,20.96,True,True,1.26,上涨
sz000555,20.08,15.84,21.12,True,True,3.12,上涨
sh603068,41.2,32.97,19.98,True,True,0.94,下跌
sz002828,17.9,11.81,34.02,True,True,0.5,下跌
sz002104,19.86,15.2,23.46,True,True,0.7,下跌
sh603917,16.13,12.97,19.59,True,True,1.03,下跌
sz002851,140.39,106.13,24.4,True,True,1.26,下跌
sz002857,27.39,21.36,22.02,True,True,0.84,上涨
sz002873,13.09,9.63,26.43,True,False,0.55,下跌
sh603663,56.9,45.61,19.84,True,True,1.24,上涨
sh601366,5.78,3.97,31.31,True,True,1.37,下跌
sh603657,32.8,25.95,20.88,True,True,0.48,上涨
sz000912,6.7,4.84,27.76,True,True,0.71,下跌
sz002045,15.85,11.86,25.17,True,True,1.03,下跌
sz002892,13.77,11.09,19.46,True,True,0.93,上涨
sz002427,8.27,6.46,21.89,True,True,0.62,下跌
sz002927,25.23,17.64,30.08,True,True,1.12,上涨
sz000410,8.62,6.73,21.93,True,True,1.12,下跌
sz002677,10.05,7.7,23.38,True,True,1.06,上涨
sh600693,17.5,11.91,31.94,True,True,2.51,上涨
sz002549,24.8,19.42,21.69,True,True,0.85,上涨
sh600824,4.95,3.98,19.6,True,True,1.06,下跌
sh601700,7.18,5.28,26.46,True,True,1.06,上涨
sh600391,58.31,40.18,31.09,True,True,1.05,下跌
sh603171,90.6,56.93,37.16,True,True,3.91,上涨
sz002265,27.57,22.26,19.26,True,True,0.49,下跌
sh601616,6.69,4.81,28.1,True,True,1.28,上涨
sh600327,5.26,3.9,25.86,True,True,1.02,下跌
sz002759,46.57,35.17,24.48,True,False,1.15,下跌
sz002254,14.11,10.3,27.0,True,True,1.57,下跌
sz000837,13.62,11.0,19.24,True,True,0.99,上涨
sz002869,26.79,21.56,19.52,True,True,0.41,下跌
sz002077,20.39,16.16,20.75,True,True,0.67,下跌
sh600893,63.78,49.77,21.97,True,True,0.79,下跌
sh605598,72.38,54.09,25.27,True,True,2.99,上涨
sh600822,12.28,9.82,20.03,True,True,1.47,下跌
sh603898,18.36,13.25,27.83,True,True,0.62,下跌
sh600610,13.49,9.19,31.88,True,True,0.66,下跌
sh600678,13.65,10.47,23.3,True,True,1.03,下跌
sh600722,20.02,13.5,32.57,True,False,0.49,下跌
sh600435,19.22,15.03,21.8,True,True,1.03,下跌
sh600986,16.48,10.78,34.59,True,False,1.66,上涨
sz000036,7.2,5.17,28.19,True,True,1.38,上涨
sh600495,5.42,4.37,19.37,True,True,0.32,下跌
sz000825,5.65,4.51,20.18,True,True,1.1,上涨
sh603169,13.5,9.9,26.67,True,True,0.96,上涨
sz000681,35.11,21.02,40.13,True,True,1.07,上涨
sz002182,23.14,16.63,28.13,True,True,0.9,下跌
sh600375,6.55,5.22,20.31,True,True,1.12,上涨
sh600593,52.4,36.34,30.65,True,True,1.29,上涨
sz002400,13.9,8.93,35.76,True,True,0.79,上涨
sz002651,12.15,9.6,20.99,True,True,0.89,下跌
sz002679,14.47,10.56,27.02,True,True,0.57,上涨
sh600865,15.8,11.45,27.53,True,True,1.18,上涨
sz003007,56.7,43.85,22.66,True,True,0.93,下跌
sh600714,27.18,18.08,33.48,True,False,1.05,上涨
sh605339,20.17,16.09,20.23,True,True,0.95,下跌
sz002969,33.54,22.57,32.71,True,False,0.78,下跌
sh603466,14.0,9.55,31.79,True,True,1.16,上涨
sh600396,9.49,7.14,24.76,True,False,1.21,下跌
sz002664,28.37,22.07,22.21,True,True,1.24,上涨
sz000970,15.55,12.19,21.61,True,True,0.86,下跌
sh600201,19.0,14.68,22.74,True,True,0.74,下跌
sz002279,11.31,8.18,27.67,True,True,1.08,下跌
sh600198,12.48,8.5,31.89,True,True,1.17,上涨
sh600313,9.8,7.34,25.1,True,True,0.62,下跌
sz001258,12.33,9.06,26.52,True,True,0.84,上涨
sh600187,2.81,1.81,35.59,True,True,1.09,下跌
sz002493,16.38,11.66,28.82,True,True,1.07,下跌
sh600530,7.3,5.2,28.77,True,True,1.15,下跌
sz000901,30.08,23.12,23.14,True,True,1.36,上涨
sh600611,6.6,4.72,28.48,True,True,0.92,平盘
sz002196,19.6,14.36,26.73,True,True,1.21,下跌
sz002607,3.3,2.6,21.21,True,True,0.88,下跌
sh600230,27.24,19.4,28.78,True,True,0.57,下跌
sz002615,9.8,7.87,19.69,True,True,1.72,下跌
sh603988,39.97,26.55,33.58,True,True,0.77,下跌
sh600825,7.43,5.93,20.19,True,True,0.59,下跌
sh605336,19.3,15.12,21.66,True,False,1.92,上涨
sz002165,14.99,9.73,35.09,True,True,0.54,下跌
sz000058,10.21,8.04,21.25,True,True,0.83,下跌
sh600250,14.7,11.51,21.7,True,False,0.62,上涨
sh600702,61.07,45.96,24.74,True,True,1.46,上涨
sh600113,64.02,47.19,26.29,True,True,1.14,上涨
sh605288,148.0,85.6,42.16,True,True,1.14,上涨
sz000751,7.82,5.77,26.21,True,True,2.5,上涨
sh600149,7.66,5.76,24.8,True,False,0.46,下跌
sz002378,48.42,32.55,32.78,True,True,2.13,上涨
sz000601,9.0,6.63,26.33,True,True,0.65,上涨
sh600515,4.81,3.63,24.53,True,True,0.91,下跌
sz002230,67.5,48.24,28.53,True,True,1.12,下跌
sh600962,25.89,20.71,20.01,True,True,2.12,上涨
sz000862,9.44,6.39,32.31,True,True,0.69,上涨
sz002707,9.09,6.6,27.39,True,True,1.86,下跌
sz002905,15.04,10.05,33.18,True,True,0.67,上涨
sh600550,19.58,15.7,19.82,True,True,1.92,上涨
sz002510,9.09,7.09,22.0,True,True,1.04,下跌
sh601615,26.9,16.93,37.06,True,True,1.06,上涨
sz000930,8.14,6.44,20.88,True,True,0.56,下跌
sz000631,4.54,3.2,29.52,True,True,0.31,下跌
sz001298,35.4,21.98,37.91,True,True,2.44,下跌
sh600157,2.1,1.68,20.0,True,True,0.79,下跌
sz002935,25.25,18.92,25.07,True,True,1.27,上涨
sz000050,10.65,8.34,21.69,True,True,0.89,上涨
sh600758,6.29,3.82,39.27,True,True,0.47,下跌
sh600029,8.46,5.71,32.51,True,True,0.99,下跌
sz002625,52.99,39.87,24.76,True,True,1.11,下跌
sh603000,30.83,19.73,36.0,True,True,0.99,下跌
sz002564,8.27,6.38,22.85,True,True,1.75,上涨
sz000017,8.74,6.77,22.54,True,True,1.25,下跌
sz002094,8.99,6.32,29.7,True,True,0.82,下跌
sz002067,6.18,4.81,22.17,True,True,0.9,下跌
sz002339,13.55,10.5,22.51,True,True,1.06,上涨
sz002356,4.86,3.45,29.01,True,True,0.83,下跌
sz002530,11.39,9.21,19.14,True,True,2.13,上涨
sz002397,5.03,4.04,19.68,True,True,1.04,下跌
sz002131,10.4,7.96,23.46,True,True,0.96,下跌
sz002320,11.22,8.5,24.24,True,True,0.72,下跌
sz002301,8.86,6.78,23.48,True,True,0.93,下跌
sh603602,17.16,13.32,22.38,True,True,1.04,上涨
sh603396,55.58,35.83,35.53,True,True,0.69,上涨
sh603015,16.27,12.39,23.85,True,True,1.18,平盘
sz002445,4.77,3.38,29.14,True,True,0.53,下跌
sz003021,137.2,101.71,25.87,True,True,1.22,上涨
sz002160,7.45,5.2,30.2,True,True,0.47,上涨
sz002885,33.77,26.64,21.11,True,True,2.68,下跌
sh600592,26.56,20.24,23.8,True,True,0.98,下跌
sh600318,10.23,7.9,22.78,True,True,0.96,上涨
sz001209,34.99,20.45,41.55,True,True,0.77,上涨
sz001322,9.77,7.31,25.18,True,True,0.93,下跌
sh603200,91.0,67.0,26.37,True,True,1.92,上涨
sh605033,34.69,22.68,34.62,True,True,0.63,下跌
sh603119,124.35,78.73,36.69,True,True,2.01,上涨
sh603901,16.38,12.45,23.99,True,True,2.1,下跌
sz000020,25.66,15.78,38.5,True,True,0.59,下跌
sz002201,16.28,12.22,24.94,True,True,1.19,上涨
sz000533,21.84,15.04,31.14,True,True,2.18,上涨
sh603191,27.69,21.28,23.15,True,True,1.22,上涨
sz002779,116.98,94.18,19.49,True,True,0.83,下跌
sz000524,13.68,10.47,23.46,True,True,0.97,下跌
sz002716,21.3,12.08,43.29,True,True,1.18,平盘
sz000657,71.5,56.12,21.51,True,True,2.39,上涨
sz001280,104.87,82.45,21.38,True,True,1.49,上涨
sh603078,31.78,23.28,26.75,True,True,1.09,上涨
sz001225,88.6,50.6,42.89,True,True,0.6,上涨
sh601118,8.53,6.49,23.92,True,True,0.84,下跌
sh603103,40.45,24.09,40.44,True,True,2.32,上涨
sz000962,59.95,46.73,22.05,True,False,1.32,上涨
sz000993,17.27,12.18,29.47,True,True,0.54,下跌
sz003038,19.42,15.11,22.19,True,True,3.67,下跌
sz002743,6.61,5.32,19.52,True,True,0.98,下跌
sz002038,9.4,7.6,19.15,True,False,0.83,上涨
sh601595,37.16,25.34,31.81,True,True,1.0,上涨
sh603696,23.68,15.91,32.81,True,True,0.67,上涨
sh605168,47.19,37.99,19.5,True,True,1.22,上涨
sz002268,22.75,17.38,23.6,True,True,0.9,上涨
sh600108,7.17,4.52,36.96,True,True,0.78,上涨
sz002278,16.5,11.36,31.15,True,True,0.8,下跌
sh605108,20.7,16.65,19.57,True,True,1.48,上涨
sh600783,32.75,21.33,34.87,True,True,1.11,上涨
sz002703,28.59,20.16,29.49,True,True,1.2,上涨
sh603061,349.0,243.9,30.11,True,False,1.59,下跌
sh603090,99.01,74.25,25.01,True,False,1.21,上涨
sz002609,12.29,8.4,31.65,True,True,1.04,下跌
sz000716,6.88,5.1,25.87,True,True,1.31,下跌
sz000409,14.38,10.87,24.41,True,True,1.99,上涨
sh600838,14.66,10.08,31.24,True,True,1.16,下跌
sz000045,14.91,11.97,19.72,True,True,0.53,下跌
sh603216,58.84,30.3,48.5,True,True,2.01,上涨
sh600882,24.95,19.25,22.85,True,True,0.59,上涨
sz002777,23.97,16.54,31.0,True,True,0.85,下跌
sh603017,17.95,12.92,28.02,True,True,0.52,下跌
sz002644,11.02,8.43,23.5,True,True,0.5,下跌
sh603360,38.98,26.69,31.53,True,True,0.96,下跌
sz001360,30.98,21.88,29.37,True,True,1.1,上涨
sz003035,11.0,7.94,27.82,True,True,1.44,上涨
sz000722,19.69,13.41,31.89,True,True,0.56,上涨
sz002414,18.62,13.78,25.99,True,True,2.08,上涨
sh605299,23.98,18.66,22.19,True,False,0.8,上涨
sh603219,20.11,16.27,19.09,True,True,0.58,下跌
sz000738,30.15,21.65,28.19,True,True,1.46,上涨
sz000636,27.5,21.99,20.04,True,True,1.56,上涨
sz002881,50.86,40.0,21.35,True,True,1.16,上涨
sh600509,10.26,7.9,23.0,True,True,0.77,下跌
sh600721,11.23,8.92,20.57,True,False,0.58,下跌
sz000917,12.68,9.9,21.92,True,True,0.63,下跌
sz002922,49.38,39.74,19.52,True,True,0.98,上涨
sz000525,7.5,5.77,23.07,True,True,0.74,下跌
sz002945,21.22,15.69,26.06,True,True,0.65,下跌
sh600171,35.49,27.87,21.47,True,True,1.03,上涨
sh600460,34.98,26.94,22.98,True,True,1.15,上涨
sh600857,14.86,12.03,19.04,True,True,0.94,平盘
sz002300,12.45,9.47,23.94,True,True,1.54,下跌
sz000905,14.68,10.95,25.41,True,True,0.51,下跌
sh600498,61.78,49.27,20.25,True,False,0.68,下跌
sh600416,16.88,12.33,26.95,True,True,1.02,下跌
sz000801,17.58,14.19,19.28,True,True,1.01,上涨
sh600353,19.96,15.6,21.84,True,True,1.04,下跌
sh603098,18.66,14.19,23.95,True,True,0.53,下跌
sz002097,12.75,10.03,21.33,True,True,0.6,下跌
sh600363,72.08,53.85,25.29,True,True,1.45,上涨
sh600111,63.57,49.22,22.57,True,True,1.3,下跌
sz000159,8.26,6.23,24.58,True,True,0.79,下跌
sz001979,11.1,8.85,20.27,True,True,1.09,上涨
sh605488,48.68,34.2,29.75,True,True,1.18,下跌
sz002842,48.5,33.64,30.64,True,False,1.71,上涨
sh601608,8.48,6.27,26.06,True,True,1.1,上涨
sz002112,28.55,21.42,24.97,True,True,1.85,上涨
sh600871,4.42,2.65,40.05,True,True,0.76,下跌
sz000925,9.66,7.36,23.81,True,True,0.99,上涨
sh603099,52.2,36.04,30.96,True,True,2.21,上涨
sh603980,8.96,6.24,30.36,True,True,0.89,下跌
sz000523,4.41,3.22,26.98,True,True,0.92,下跌
sz002918,17.78,11.8,33.63,True,True,1.06,上涨
sh600764,30.26,24.32,19.63,True,True,1.24,下跌
sh600490,12.07,8.48,29.74,True,True,1.2,上涨
sh603992,48.18,34.14,29.14,True,True,0.83,上涨
sh603163,149.85,113.5,24.26,True,False,0.92,上涨
sh600744,9.77,7.5,23.23,True,True,1.35,上涨
sz000421,7.73,6.01,22.25,True,True,0.74,下跌
sh601226,12.73,9.59,24.67,True,True,1.28,上涨
sz002048,36.49,28.0,23.27,True,True,1.44,上涨
sz002830,35.74,21.45,39.98,True,True,1.05,上涨
sz002398,6.56,5.09,22.41,True,True,1.01,下跌
sh600628,9.34,7.15,23.45,True,True,0.89,平盘
sh600728,7.33,5.63,23.19,True,True,1.44,下跌
sh600770,7.29,5.78,20.71,True,True,1.66,上涨
sz001215,48.98,39.49,19.38,True,True,1.19,上涨
sz001382,26.26,20.23,22.96,True,True,0.82,上涨
sh600637,15.4,10.0,35.06,True,True,1.55,上涨
sz002358,9.5,7.47,21.37,True,True,1.74,上涨
sz002324,20.18,15.74,22.0,True,True,1.31,上涨
sz002728,14.47,10.7,26.05,True,True,0.87,下跌
sz002044,8.88,5.3,40.32,True,True,1.56,上涨
sh601399,5.95,4.23,28.91,True,True,1.73,下跌
sh603072,47.88,37.15,22.41,True,True,0.9,下跌
sz002090,13.4,10.79,19.48,True,True,1.25,下跌
sz002912,34.95,26.56,24.01,True,True,1.0,下跌
sh601069,50.5,33.07,34.51,True,True,1.13,下跌
sh600409,9.5,6.97,26.63,True,True,1.09,下跌
sh600571,18.04,13.63,24.45,True,True,0.91,上涨
sz002676,9.14,7.0,23.41,True,True,0.65,下跌
sh600560,17.97,14.48,19.42,True,True,1.02,下跌
sh600477,4.49,3.08,31.4,True,True,1.01,下跌
sh603505,23.09,17.85,22.69,True,True,0.97,上涨
sz000969,29.0,21.55,25.69,True,True,1.32,上涨
sh603248,36.5,26.72,26.79,True,False,0.54,下跌
sz002562,8.02,5.91,26.31,True,True,0.97,下跌
sz002225,7.0,5.66,19.14,True,True,0.63,平盘
sz002985,46.97,36.98,21.27,True,True,1.47,下跌
sz003001,21.46,17.08,20.41,True,True,1.5,上涨
sh600339,5.54,3.9,29.6,True,False,0.51,下跌
sz002017,27.9,19.25,31.0,True,True,0.78,上涨
sz002627,10.29,7.63,25.85,True,True,1.42,上涨
sh600626,5.45,3.9,28.44,True,True,1.05,下跌
sz002243,11.49,8.8,23.41,True,True,0.74,下跌
sh603381,32.22,23.26,27.81,True,True,0.83,上涨
sh600372,16.89,13.24,21.61,True,True,1.19,平盘
sz000712,13.35,10.6,20.6,True,True,0.74,平盘
sz000768,31.96,24.67,22.81,True,True,0.99,下跌
sh600966,8.98,6.59,26.61,True,True,0.86,上涨
sh603927,21.81,16.91,22.47,True,True,1.06,上涨
sh601026,23.16,18.71,19.21,True,True,1.14,上涨
sz002185,16.0,12.74,20.38,True,True,1.06,上涨
sz002745,11.05,8.69,21.36,True,True,1.44,上涨
sz002368,27.61,20.98,24.01,True,True,1.56,上涨
sh600895,46.31,37.04,20.02,True,True,0.81,下跌
sh600095,11.87,9.43,20.56,True,True,0.67,下跌
sz002518,60.2,48.09,20.12,True,True,1.09,平盘
sh603665,40.78,28.31,30.58,True,True,1.06,上涨
sh601116,22.97,14.13,38.48,True,True,1.16,上涨
sz002065,10.9,8.45,22.48,True,True,1.0,上涨
sz002671,6.11,4.77,21.93,True,True,0.5,下跌
sz002614,7.98,6.13,23.18,True,True,1.05,下跌
sz000603,73.59,41.04,44.23,True,True,1.08,下跌
sh600128,13.1,10.53,19.62,True,True,0.68,下跌
sz000676,10.55,7.7,27.01,True,True,1.01,下跌
sh603686,26.98,18.88,30.02,True,True,1.11,上涨
sz000880,40.38,28.31,29.89,True,True,1.24,上涨
sz002617,9.99,7.71,22.82,True,True,0.8,下跌
sz002649,15.65,11.99,23.39,True,True,1.12,上涨
sz001260,26.98,21.03,22.05,True,True,0.79,上涨
sh603097,42.61,33.19,22.11,True,True,2.36,上涨
sh603155,22.16,16.11,27.3,True,True,0.82,上涨
sh600580,49.18,38.81,21.09,True,True,1.02,上涨
sh603037,20.48,14.77,27.88,True,True,2.41,上涨
sh603130,64.58,40.44,37.38,True,True,1.56,上涨
sh601969,14.35,11.41,20.49,True,True,1.18,上涨
sh603079,22.0,17.03,22.59,True,True,0.79,上涨
sz002380,43.0,33.72,21.58,True,True,1.29,上涨
sh600367,29.0,21.36,26.34,True,True,0.99,上涨
sh600301,77.77,50.51,35.05,True,True,1.24,平盘
sz000559,20.88,16.29,21.98,True,True,1.15,下跌
sz000875,8.37,6.74,19.47,True,True,0.8,上涨
sz002836,18.09,12.92,28.58,True,True,0.82,上涨
sh603678,44.2,34.82,21.22,True,True,1.18,上涨
sh600759,9.09,5.17,43.12,True,False,0.58,下跌
sz000048,24.24,14.86,38.7,True,False,0.63,下跌
sh600776,23.49,16.74,28.74,True,True,2.42,上涨
sh605086,47.29,34.52,27.0,True,True,1.14,上涨
sz002476,7.5,5.91,21.2,True,True,0.75,下跌
sh600392,33.68,26.18,22.27,True,True,1.05,上涨
sh603106,11.84,9.11,23.06,True,True,0.83,上涨
sz003010,40.2,31.54,21.54,True,True,0.68,上涨
sh600819,9.0,7.0,22.22,True,True,0.75,下跌
sh600584,54.63,43.98,19.49,True,True,1.21,下跌
sz000539,8.14,5.71,29.85,True,True,0.7,上涨
sh600650,18.05,12.8,29.09,True,True,0.91,上涨
sh603662,73.3,57.33,21.79,True,True,1.19,上涨
sh603172,31.13,20.83,33.09,True,True,1.01,下跌
sh603787,17.11,12.59,26.42,True,True,0.35,下跌
sz002498,10.95,8.83,19.36,True,True,2.06,上涨
sh600858,7.76,5.63,27.45,True,True,0.87,下跌
sz000426,74.8,44.28,40.8,True,True,1.14,上涨
sz000803,11.27,8.18,27.42,True,True,0.81,下跌
sh605003,37.66,29.17,22.54,True,True,0.82,上涨
sh603888,31.5,20.44,35.11,True,True,0.95,上涨
sz002161,9.36,7.23,22.76,True,True,1.01,下跌
sh603067,48.35,35.69,26.18,True,False,1.33,下跌
sh601155,18.35,14.71,19.84,True,True,1.29,上涨
sh600967,20.51,14.91,27.3,True,True,0.8,上涨
sh603708,14.16,11.39,19.56,True,True,0.79,上涨
sh605123,130.9,101.26,22.64,True,True,1.27,上涨
sh603267,68.58,52.3,23.74,True,True,1.18,上涨
sz002334,10.44,8.39,19.64,True,True,2.77,下跌
sh605089,33.37,25.36,24.0,True,True,0.91,上涨
sh600354,8.34,6.28,24.7,True,True,0.66,下跌
sz001257,30.0,23.12,22.93,True,False,0.54,上涨
sz002402,40.94,31.71,22.55,True,True,1.05,平盘
sh600577,16.41,13.25,19.26,True,True,1.56,上涨
sh601112,31.0,20.08,35.23,True,True,0.69,下跌
sz000530,7.48,5.98,20.05,True,True,1.1,下跌
sz002410,16.36,11.61,29.03,True,True,0.95,上涨
sz002050,60.77,45.54,25.06,True,True,1.22,平盘
sz002988,42.46,34.1,19.69,True,True,0.87,下跌
sh600452,16.8,11.95,28.87,True,True,1.19,下跌
sh603293,85.2,64.71,24.05,True,False,1.0,数据不足
sz000630,9.19,6.43,30.03,True,True,1.19,上涨
sz002015,22.99,18.53,19.4,True,True,1.25,上涨
sz002440,16.45,11.9,27.66,True,True,0.7,上涨
sh603999,8.89,6.87,22.72,True,True,0.91,下跌
sh603511,18.01,14.09,21.77,True,True,0.98,下跌
sh603926,28.2,20.02,29.01,True,True,1.6,上涨
sz002516,7.32,5.77,21.17,True,True,0.89,上涨
sz000099,23.04,18.32,20.49,True,True,1.68,上涨
sz000911,8.77,5.78,34.09,True,False,1.11,下跌
sh603931,36.97,29.35,20.61,True,True,1.76,上涨
sz000025,19.99,16.18,19.06,True,True,0.85,下跌
sh600789,10.77,8.25,23.4,True,True,1.18,下跌
sh603638,25.85,20.8,19.54,True,True,1.23,上涨
sz002981,31.18,24.41,21.71,True,True,0.65,下跌
sh603057,35.99,25.95,27.9,True,True,1.2,上涨
sz000506,28.52,17.03,40.29,True,False,0.8,下跌
sh603280,44.48,34.81,21.74,True,True,0.77,下跌
sh603040,124.58,85.65,31.25,True,True,1.59,上涨
sz002093,12.51,9.7,22.46,True,True,1.08,平盘
sh603305,21.75,15.25,29.89,True,True,1.14,上涨
sz000798,12.88,10.24,20.5,True,True,0.73,下跌
sz002537,9.76,7.81,19.98,True,True,0.57,下跌
sh601218,8.21,6.21,24.36,True,True,0.87,上涨
sz000021,35.97,29.0,19.38,True,True,0.94,下跌
sz000096,13.27,9.62,27.51,True,True,0.82,下跌
sz002053,14.3,11.3,20.98,True,True,0.44,上涨
sz002987,22.11,16.66,24.65,True,True,0.76,下跌
sz002052,13.19,10.48,20.55,True,True,0.97,下跌
sh600032,14.1,9.75,30.85,True,False,0.95,下跌
sh603370,57.83,44.29,23.41,True,True,0.92,下跌
sz002006,23.75,18.25,23.16,True,True,0.91,上涨
sh603949,24.32,18.51,23.89,True,True,0.75,下跌
sh600549,81.56,62.85,22.94,True,True,1.85,上涨
sh603331,21.78,15.23,30.07,True,True,0.82,下跌
sz002049,91.99,72.89,20.76,True,True,1.28,上涨
sh600497,11.93,8.85,25.82,True,True,1.5,上涨
sh600682,8.99,7.07,21.36,True,True,0.48,下跌
sz001337,73.55,47.82,34.98,True,True,0.61,下跌
sh603257,73.68,59.5,19.25,True,True,1.49,上涨
sh603900,11.39,7.42,34.86,True,True,1.3,下跌
sz001282,26.24,21.05,19.78,True,True,1.2,下跌
sz001376,25.22,16.08,36.24,True,True,0.7,下跌
sh600765,22.04,16.58,24.77,True,True,0.99,下跌
sh600736,8.0,6.29,21.38,True,True,1.29,上涨
sh600366,16.2,12.61,22.16,True,True,0.87,上涨
sh600829,13.16,9.85,25.15,True,False,0.64,上涨
sh603179,108.41,66.66,38.51,True,True,1.58,上涨
sh600685,38.55,29.63,23.14,True,True,1.11,上涨
sz002145,5.79,4.68,19.17,True,True,0.91,上涨
sh600570,35.84,26.63,25.7,True,True,0.96,下跌
sh600760,62.99,50.93,19.15,True,True,0.99,下跌
sh605580,30.0,22.65,24.5,True,True,2.14,上涨
sh603859,55.2,39.69,28.1,True,True,1.31,上涨
sh603861,22.63,16.51,27.04,True,True,1.05,下跌
sz000061,10.29,7.43,27.79,True,True,0.91,上涨
sh603120,50.38,39.45,21.7,True,True,1.07,上涨
sh603823,20.18,16.16,19.92,True,True,2.17,上涨
sh600456,45.4,34.78,23.39,True,True,1.01,上涨
sh601096,7.36,5.54,24.73,True,True,1.04,上涨
sh603983,35.5,24.59,30.73,True,True,0.66,平盘
sh605111,50.88,37.71,25.88,True,True,1.25,下跌
sh603358,55.8,35.37,36.61,True,True,0.73,上涨
sz002150,39.51,30.55,22.68,True,False,0.68,下跌
sz002167,16.6,13.14,20.84,True,True,1.1,上涨
sz002570,6.54,5.04,22.94,True,True,0.73,下跌
sh603628,17.47,13.24,24.21,True,True,0.45,下跌
sz001335,58.68,43.09,26.57,True,True,1.54,上涨
sh603366,11.13,8.76,21.29,True,True,0.82,上涨
sz001202,24.38,16.96,30.43,True,True,0.8,下跌
sh603039,74.51,43.82,41.19,True,True,0.82,下跌
sz000777,29.11,22.84,21.54,True,True,1.22,上涨
sh601888,99.81,66.79,33.08,True,True,1.29,下跌
sz002202,33.3,25.39,23.75,True,False,0.86,上涨
sh603160,86.24,69.3,19.64,True,True,0.92,上涨
sh603758,16.89,13.16,22.08,True,True,1.19,上涨
sh603607,28.79,23.22,19.35,True,True,1.28,上涨
sh600635,7.38,5.38,27.1,True,True,0.61,下跌
sh600649,5.78,4.42,23.53,True,True,1.02,上涨
sz002782,28.78,23.06,19.87,True,False,0.99,上涨
sh601689,85.5,60.97,28.69,True,True,1.29,上涨
sz002110,4.79,3.71,22.55,True,True,1.11,下跌
sz002062,10.99,8.48,22.84,True,True,3.21,上涨
sh600143,22.01,17.29,21.44,True,True,0.97,上涨
sh600979,5.99,4.4,26.54,True,True,0.5,下跌
sz002085,18.17,14.56,19.87,True,True,1.3,上涨
sz001396,61.44,46.79,23.84,True,True,1.33,上涨
sz002237,23.56,16.82,28.61,True,True,2.62,上涨
sh603915,19.4,15.46,20.31,True,True,1.25,上涨
sh600916,14.85,9.1,38.72,True,True,0.74,下跌
sh600547,65.55,38.44,41.36,True,True,1.01,下跌
sh603916,14.31,10.61,25.86,True,True,1.12,下跌
sh603352,80.0,38.32,52.1,True,True,1.06,上涨
sz002462,19.69,14.25,27.63,True,True,1.0,下跌
