时间,代码,名称,板块,相关信息
09:31:27,688009,中国通号,60日新低,"5.200000,5.21000,-0.013258"
09:31:27,000011,深物业A,60日新低,"8.010000,8.03000,-0.004957"
09:31:26,605259,绿田机械,60日新低,"20.160000,20.16000,-0.040000"
09:31:25,601567,三星电气,60日新低,"20.580000,20.59000,-0.007232"
09:31:16,600517,国网英大,60日新低,"6.110000,6.12000,-0.046729"
09:31:07,600039,四川路桥,60日新低,"8.590000,8.59000,-0.017162"
09:31:01,688582,XD芯动联,60日新低,"50.650000,50.68000,-0.007442"
09:30:40,603583,捷昌驱动,60日新低,"29.270000,29.27000,-0.001705"
09:30:39,600298,安琪酵母,60日新低,"38.200000,38.20000,-0.005985"
09:30:35,603282,亚光股份,60日新低,"18.680000,18.73000,-0.048272"
09:30:33,002096,易普力,60日新低,"11.200000,11.24000,-0.031869"
09:30:27,002624,完美世界,60日新低,"15.990000,16.00000,-0.038462"
09:30:24,002933,新兴装备,60日新低,"30.300000,30.33000,-0.040190"
09:30:21,688439,振华风光,60日新低,"47.640000,47.75000,-0.042702"
09:30:18,000932,华菱钢铁,60日新低,"4.750000,4.75000,-0.036511"
09:30:15,000892,欢瑞世纪,60日新低,"4.880000,4.89000,0.000000"
09:30:09,600850,电科数字,60日新低,"19.300000,19.35000,-0.027638"
09:30:07,601390,中国中铁,60日新低,"5.110000,5.14000,-0.019084"
09:30:06,002626,金达威,60日新低,"15.530000,15.53000,-0.018951"
09:30:05,920263,中航泰达,60日新低,"9.930000,9.93000,-0.049761"
09:30:05,603535,嘉诚国际,60日新低,"7.940000,7.96000,-0.019704"
09:30:02,300775,三角防务,60日新低,"29.150000,29.18000,-0.003075"
09:30:01,300279,和晶科技,60日新低,"7.730000,7.83000,-0.006345"
09:30:01,002736,国信证券,60日新低,"10.800000,10.81000,-0.027878"
09:30:00,002572,索菲亚,60日新低,"12.220000,12.40000,-0.032761"
09:25:04,603391,力聚热能,60日新低,"59.000000,59.00000,-0.067194"
09:25:04,603313,梦百合,60日新低,"6.800000,6.80000,-0.025788"
09:25:03,920961,创远信科,60日新低,"19.070000,19.07000,-0.031980"
09:25:03,920943,优机股份,60日新低,"18.500000,18.50000,-0.056122"
09:25:03,920925,锦好医疗,60日新低,"15.700000,15.70000,-0.037990"
09:25:03,920879,DR基康技,60日新低,"16.980000,16.98000,0.004734"
09:25:03,920718,合肥高科,60日新低,"12.250000,12.25000,-0.039216"
09:25:03,920496,许昌智能,60日新低,"8.800000,8.80000,-0.017857"
09:25:03,920469,富恒新材,60日新低,"7.200000,7.20000,-0.161816"
09:25:03,920262,DR太湖雪,60日新低,"17.000000,17.00000,0.030303"
09:25:03,920106,林泰新材,60日新低,"59.960000,59.96000,-0.048103"
09:25:03,688776,国光电气,60日新低,"76.000000,76.00000,-0.028506"
09:25:03,688496,ST清越,60日新低,"4.460000,4.46000,-0.199282"
09:25:03,603656,泰禾智能,60日新低,"19.840000,19.84000,-0.004516"
09:25:03,920023,*ST田野,60日新低,"2.510000,2.51000,-0.030888"
09:25:03,603008,ST喜临门,60日新低,"10.320000,10.32000,-0.049724"
09:25:03,688326,经纬恒润-W,60日新低,"90.700000,90.70000,-0.004609"
09:25:03,600818,ST中路,60日新低,"7.770000,7.77000,-0.050122"
09:25:03,605116,奥锐特,60日新低,"22.990000,22.99000,-0.000435"
09:25:03,688789,宏华数科,60日新低,"58.000000,58.00000,-0.134974"
09:25:02,688121,卓然股份,60日新低,"6.180000,6.18000,-0.199482"
09:25:02,603828,*ST利达,60日新低,"4.330000,4.33000,-0.050439"
09:25:02,600084,*ST尼雅,60日新低,"5.350000,5.35000,-0.049734"
09:25:02,603359,*ST东珠,60日新低,"4.320000,4.32000,-0.050549"
09:25:02,603959,ST百利,60日新低,"4.550000,4.55000,-0.050104"
09:25:02,600053,*ST九鼎,60日新低,"10.860000,10.86000,-0.049869"
09:25:02,600080,ST金花,60日新低,"7.620000,7.62000,-0.049875"
09:25:02,601818,光大银行,60日新低,"3.130000,3.13000,-0.009494"
09:25:01,300940,南极光,60日新低,"20.100000,20.10000,-0.010827"
09:25:01,300594,ST朗进,60日新低,"18.300000,18.30000,-0.200175"
09:25:01,601717,中创智领,60日新低,"19.450000,19.45000,-0.062199"
09:25:01,300245,ST天玑,60日新低,"8.330000,8.33000,-0.143004"
09:25:01,300068,ST南都,60日新低,"8.850000,8.85000,-0.199819"
09:25:01,300212,*ST易录,60日新低,"6.710000,6.71000,-0.180708"
09:25:01,002898,*ST赛隆,60日新低,"8.300000,8.30000,-0.050343"
09:25:01,002431,ST棕榈,60日新低,"2.080000,2.08000,-0.050228"
09:25:01,688280,精进电动-W,60日新低,"7.860000,7.86000,-0.048426"
09:25:01,002779,中坚科技,60日新低,"75.230000,75.23000,-0.005552"
09:25:01,002726,ST龙大,60日新低,"2.860000,2.86000,-0.049834"
09:25:01,600866,星湖科技,60日新低,"5.890000,5.89000,-0.062102"
09:25:00,002719,ST麦趣,60日新低,"7.650000,7.65000,-0.049689"
09:25:00,002808,*ST恒久,60日新低,"2.830000,2.83000,-0.050336"
09:25:00,688709,成都华微,60日新低,"34.450000,34.45000,-0.151269"
09:25:00,002731,ST萃华,60日新低,"4.350000,4.35000,-0.050218"
09:25:00,002368,太极股份,60日新低,"17.240000,17.24000,-0.100209"
09:25:00,001233,海安集团,60日新低,"58.500000,58.50000,-0.016972"
09:25:00,000909,*ST数源,60日新低,"4.660000,4.66000,-0.050916"
09:25:00,002501,*ST利源,60日新低,"1.480000,1.48000,-0.051282"
09:25:00,002052,同洲电子,60日新低,"9.090000,9.09000,-0.043158"
09:25:00,000010,*ST美丽,60日新低,"2.890000,2.89000,-0.049342"
09:25:00,002724,海洋王,60日新低,"6.340000,6.34000,-0.015528"
09:25:00,002553,南方精工,60日新低,"21.880000,21.88000,-0.079512"
09:25:00,000903,ST云动,60日新低,"2.160000,2.16000,-0.048458"
09:25:00,000401,金隅冀东,60日新低,"4.550000,4.55000,-0.015152"
09:25:00,688201,ST信安,60日新低,"8.030000,8.03000,-0.116612"
