序号,股票代码,股票简称,涨跌幅,最新价,成交量,基准日成交量,缩量天数,阶段涨跌幅,所属行业
83,001229,魅视科技,0.08,37.01,153.99万,213.44万(04月24日),4,-3.24,计算机设备
84,001230,劲旅环境,-0.3,26.9,228.15万,337.94万(04月24日),4,-1.97,环境治理
85,001314,亿道信息,1.24,50.72,658.29万,1242.12万(04月24日),4,4.66,消费电子
86,001395,亚联机械,0.6,40.1,66.89万,133.09万(04月24日),4,-0.2,专用设备
87,002092,中泰化学,-0.14,6.92,5407.53万,1.38亿(04月24日),4,3.75,化学原料
88,002116,中国海诚,-0.51,9.73,554.11万,1764.03万(04月24日),4,0.1,建筑装饰
89,002177,御银股份,0.4,7.47,3270.38万,5235.04万(04月24日),4,-0.53,零售
90,002232,启明信息,1.14,17.68,367.20万,654.82万(04月24日),4,0.4,IT服务
91,002262,恩华药业,0.04,22.42,980.36万,1445.51万(04月24日),4,3.13,化学制药
92,002272,川润股份,-0.63,17.3,4130.29万,9050.53万(04月24日),4,-10.64,通用设备
93,002322,理工能科,-0.25,12.09,580.33万,2254.79万(04月24日),4,-5.32,软件开发
94,002448,中原内配,-0.98,15.11,2780.75万,7182.35万(04月24日),4,-6.61,汽车零部件
95,002449,国星光电,0.76,7.93,1047.23万,1853.69万(04月24日),4,0.38,光学光电子
96,002481,双塔食品,0.0,4.56,1514.09万,3978.40万(04月24日),4,-1.51,农产品加工
97,002523,天桥起重,1.04,3.88,1727.43万,4226.63万(04月24日),4,1.31,专用设备
98,002562,兄弟科技,0.17,5.87,2456.95万,4852.04万(04月24日),4,5.39,化学制品
99,002658,雪迪龙,-2.18,8.51,1411.66万,3775.38万(04月24日),4,-4.92,环保设备
100,002752,昇兴股份,0.27,7.4,4660.63万,9056.36万(04月24日),4,-0.4,包装印刷
101,002767,先锋电子,1.67,20.72,226.37万,698.23万(04月24日),4,3.6,通用设备
102,002769,普路通,-1.2,9.88,647.80万,1121.95万(04月24日),4,-4.45,物流
103,002951,金时科技,0.13,14.94,556.16万,1212.44万(04月24日),4,-2.29,其他电源设备
104,002953,日丰股份,-0.5,11.84,474.45万,649.88万(04月24日),4,-0.5,电网设备
105,002971,和远气体,-1.98,31.74,1083.53万,2027.42万(04月24日),4,-4.68,化学制品
153,600256,广汇能源,1.66,6.75,1.97亿,4.37亿(04月24日),4,12.5,煤炭开采加工
154,600599,*ST熊猫,0.0,0.0,155.04万,578.45万(04月24日),4,-100.0,家居用品
155,600662,外服控股,0.0,5.07,1273.35万,2047.28万(04月24日),4,-0.59,其他社会服务
156,600694,大商股份,-0.27,18.2,410.70万,1272.30万(04月24日),4,0.94,零售
157,600722,金牛化工,0.52,13.61,6545.69万,1.29亿(04月24日),4,-2.72,化学原料
158,600749,西藏旅游,-2.81,16.24,1433.33万,3098.82万(04月24日),4,-11.26,旅游及酒店
159,600880,博瑞传播,0.39,5.13,2412.17万,4417.02万(04月24日),4,-1.72,软件开发
160,600927,永安期货,0.89,14.82,652.93万,1305.50万(04月24日),4,5.11,多元金融
161,600963,岳阳林纸,-0.85,4.64,2726.59万,7941.00万(04月24日),4,3.57,造纸
162,600981,苏豪汇鸿,-0.35,2.85,1653.82万,3413.24万(04月24日),4,2.15,贸易
163,600987,航民股份,-0.56,7.12,829.63万,2444.42万(04月24日),4,-1.79,纺织制造
164,601016,节能风电,-6.58,4.26,5.75亿,10.49亿(04月24日),4,-4.91,电力
165,601199,江南水务,-0.75,5.31,732.44万,2305.24万(04月24日),4,-0.38,环境治理
166,601921,浙版传媒,-1.43,7.6,1027.29万,3939.42万(04月24日),4,-7.2,文化传媒
167,603006,联明股份,0.0,13.46,471.56万,1010.86万(04月24日),4,-1.32,物流
168,603059,倍加洁,-2.04,34.58,169.43万,280.40万(04月24日),4,3.69,美容护理
169,603079,圣达生物,-0.81,15.96,380.99万,960.55万(04月24日),4,-6.99,化学制品
170,603158,腾龙股份,-1.39,12.76,2977.36万,6512.19万(04月24日),4,-7.4,汽车零部件
171,603169,兰石重装,1.08,8.43,1986.54万,6837.13万(04月24日),4,2.43,专用设备
172,603297,永新光学,0.72,114.76,156.94万,364.88万(04月24日),4,-0.33,光学光电子
173,603298,杭叉集团,-1.2,27.17,635.81万,1222.24万(04月24日),4,2.72,工程机械
174,603309,维力医疗,-0.36,13.67,371.92万,1232.24万(04月24日),4,-1.87,医疗器械
175,603315,福鞍股份,-4.6,16.81,1804.71万,4880.71万(04月24日),4,-8.14,环境治理
176,603325,博隆技术,-0.69,64.65,79.70万,249.37万(04月24日),4,-6.71,专用设备
177,603390,通达电气,-1.98,13.35,2686.05万,5100.47万(04月24日),4,-8.56,汽车零部件
178,603529,爱玛科技,-0.51,23.41,1058.58万,2152.44万(04月24日),4,-6.92,汽车服务及其他
179,603585,苏利股份,-0.41,19.33,665.63万,1785.96万(04月24日),4,-3.49,农化制品
180,603595,ST东尼,-2.69,18.08,444.23万,740.96万(04月24日),4,-2.69,消费电子
181,603599,广信股份,-1.66,14.85,1668.22万,3803.04万(04月24日),4,-2.11,农化制品
182,603703,盛洋科技,1.71,13.68,1000.22万,1260.50万(04月24日),4,2.63,光学光电子
183,603811,诚意药业,-1.0,11.86,578.42万,1408.67万(04月24日),4,-1.9,化学制药
184,603843,*ST正平,5.04,8.97,1177.27万,3904.46万(04月24日),4,11.01,建筑装饰
185,603991,至正股份,-0.86,112.63,214.58万,545.73万(04月24日),4,4.11,半导体
186,605299,舒华体育,9.99,25.98,3291.30万,5941.19万(04月24日),4,24.13,家居用品
196,000001,平安银行,-0.26,11.49,1.38亿,3.40亿(04月27日),3,0.97,银行
197,000423,东阿阿胶,0.36,55.0,657.67万,1102.08万(04月27日),3,2.69,中药
198,000597,东北制药,-0.6,4.93,1312.92万,1448.42万(04月27日),3,-1.2,化学制药
199,000610,*ST西旅,-0.77,7.75,1556.97万,4193.59万(04月27日),3,-3.61,旅游及酒店
200,000615,*ST美谷,-0.89,3.33,863.00万,1673.59万(04月27日),3,-2.63,美容护理
201,000629,钒钛股份,-1.35,3.64,1.41亿,3.04亿(04月27日),3,-2.67,钢铁
202,000633,合金投资,0.15,6.83,1060.64万,1219.74万(04月27日),3,2.4,金属新材料
203,000677,恒天海龙,0.0,0.0,4602.62万,7795.34万(04月27日),3,-100.0,化学纤维
204,000690,宝新能源,-1.12,5.28,1.22亿,1.72亿(04月27日),3,-3.3,电力
205,000736,*ST中地,0.36,5.5,665.15万,1096.59万(04月27日),3,0.0,房地产
206,000755,山西高速,-0.2,5.03,938.09万,2159.92万(04月27日),3,1.21,公路铁路运输
207,000757,浩物股份,0.41,4.89,1428.93万,2071.86万(04月27日),3,2.52,汽车服务及其他
208,000782,恒申新材,3.94,7.38,4077.30万,7810.05万(04月27日),3,8.85,化学纤维
209,000802,北京文化,0.47,4.31,2234.20万,3806.76万(04月27日),3,0.23,影视院线
210,000813,德展健康,0.55,3.64,3792.94万,5828.04万(04月27日),3,2.82,化学制药
211,000828,东莞控股,-0.38,10.38,613.30万,945.60万(04月27日),3,2.06,公路铁路运输
212,000906,浙商中拓,0.47,6.34,2920.94万,7391.39万(04月27日),3,-1.55,物流
213,000931,中关村,0.21,4.75,1032.08万,3002.50万(04月27日),3,1.06,化学制药
214,000985,大庆华科,-0.3,20.23,181.91万,210.99万(04月27日),3,2.64,石油加工贸易
215,000989,九芝堂,-0.92,9.65,1921.82万,2747.82万(04月27日),3,-2.82,中药
216,000990,诚志股份,-2.63,12.6,8046.25万,9834.41万(04月27日),3,0.56,化学原料
217,000997,新大陆,-0.85,19.89,1204.13万,2750.99万(04月27日),3,-0.95,计算机设备
218,001210,金房能源,0.56,21.35,386.70万,641.35万(04月27日),3,5.8,电力
219,001269,欧晶科技,0.75,21.56,166.39万,248.52万(04月27日),3,0.14,光伏设备
220,001270,*ST铖昌,5.0,140.35,622.89万,742.13万(04月27日),3,-5.23,军工电子
221,001306,夏厦精密,0.87,69.63,84.26万,108.95万(04月27日),3,-0.54,通用设备
222,001356,富岭股份,-0.46,10.9,256.94万,376.13万(04月27日),3,-1.18,家居用品
223,001373,翔腾新材,1.85,37.51,151.22万,195.12万(04月27日),3,3.33,光学光电子
224,001376,百通能源,-0.53,15.17,876.89万,999.76万(04月27日),3,-2.32,电力
225,001696,宗申动力,0.06,17.36,1816.08万,5811.83万(04月27日),3,-2.14,通用设备
226,002005,ST德豪,-1.03,2.89,1602.82万,2245.17万(04月27日),3,-4.62,小家电
227,002017,东信和平,0.53,18.93,717.53万,1645.46万(04月27日),3,-1.66,通信设备
228,002045,国光电器,-1.05,11.28,2453.58万,4877.55万(04月27日),3,-4.08,消费电子
229,002069,獐子岛,-0.26,3.89,1113.89万,1403.89万(04月27日),3,1.3,养殖业
230,002104,恒宝股份,0.14,14.23,1516.78万,3699.66万(04月27日),3,-1.25,通信设备
231,002117,东港股份,1.19,10.2,985.44万,1331.82万(04月27日),3,-1.45,包装印刷
232,002121,科陆电子,-1.42,6.95,3110.67万,6925.03万(04月27日),3,-0.29,电网设备
233,002122,ST汇洲,-0.33,2.98,1705.67万,3093.46万(04月27日),3,-0.67,通用设备
234,002127,南极电商,0.0,3.03,5650.79万,1.32亿(04月27日),3,-2.57,互联网电商
235,002142,宁波银行,-1.04,33.2,2785.82万,6518.80万(04月27日),3,1.1,银行
236,002144,宏达高科,-0.21,14.25,447.75万,908.33万(04月27日),3,0.85,纺织制造
237,002152,广电运通,-0.26,11.66,1747.82万,2420.49万(04月27日),3,-1.85,计算机设备
238,002167,东方锆业,-1.97,12.91,2883.14万,3222.49万(04月27日),3,-2.86,小金属
239,002187,广百股份,0.32,6.19,994.38万,1452.12万(04月27日),3,1.64,零售
240,002216,三全食品,-1.37,14.38,1752.38万,2562.02万(04月27日),3,-0.35,食品加工制造
241,002223,鱼跃医疗,-0.41,29.28,1155.17万,3384.63万(04月27日),3,0.48,医疗器械
242,002228,合兴包装,1.04,3.9,2583.75万,4662.42万(04月27日),3,0.78,包装印刷
243,002241,歌尔股份,-0.81,24.5,8703.43万,1.34亿(04月27日),3,-2.31,消费电子
244,002270,华明装备,-3.16,24.49,2352.66万,3559.74万(04月27日),3,-8.24,电网设备
245,002306,*ST云网,-1.24,2.39,1185.68万,1764.16万(04月27日),3,0.42,旅游及酒店
246,002307,北新路桥,-0.69,4.32,1551.29万,2015.67万(04月27日),3,-1.59,建筑装饰
247,002327,富安娜,0.41,7.37,949.05万,2544.79万(04月27日),3,-1.07,服装家纺
248,002331,皖通科技,-0.21,9.27,2635.97万,6158.85万(04月27日),3,0.0,IT服务
249,002366,融发核电,0.54,7.49,5554.60万,8682.30万(04月27日),3,1.77,其他电源设备
250,002369,卓翼科技,0.55,7.34,1093.41万,1887.76万(04月27日),3,0.96,消费电子
251,002391,长青股份,0.61,6.64,1155.57万,2305.17万(04月27日),3,-0.6,农化制品
252,002406,远东传动,-0.99,7.96,4994.23万,1.26亿(04月27日),3,-5.69,汽车零部件
253,002420,毅昌科技,-0.54,7.32,1466.53万,3160.82万(04月27日),3,-0.95,汽车零部件
254,002429,兆驰股份,-1.86,11.05,1.39亿,3.58亿(04月27日),3,-7.14,黑色家电
255,002443,金洲管道,0.09,11.84,3358.33万,5913.48万(04月27日),3,0.34,钢铁
256,002445,中南文化,-4.71,3.64,2.12亿,2.98亿(04月27日),3,-3.96,通用设备
257,002456,欧菲光,-0.23,8.71,5270.97万,1.65亿(04月27日),3,-2.13,光学光电子
258,002475,立讯精密,-2.39,67.0,2.10亿,3.27亿(04月27日),3,-6.91,消费电子
259,002476,宝莫股份,-0.51,5.84,914.80万,1047.73万(04月27日),3,-1.18,石油加工贸易
260,002480,新筑股份,0.3,6.6,1300.69万,3981.05万(04月27日),3,-1.93,电力
261,002510,天汽模,1.04,6.79,1737.46万,2540.04万(04月27日),3,0.3,汽车零部件
262,002513,蓝丰生化,1.09,6.51,940.13万,1087.95万(04月27日),3,4.33,光伏设备
263,002514,宝馨科技,0.0,0.0,615.51万,1843.43万(04月27日),3,-100.0,通用设备
264,002521,齐峰新材,0.24,8.35,598.25万,913.99万(04月27日),3,-2.91,造纸
265,002533,金杯电工,-1.26,13.3,1132.01万,1512.60万(04月27日),3,-1.55,电网设备
266,002544,普天科技,1.43,25.52,1200.46万,1828.63万(04月27日),3,-0.78,通信服务
267,002546,新联电子,-0.12,8.22,1510.22万,2069.54万(04月27日),3,-0.24,电网设备
268,002566,益盛药业,0.48,8.33,934.09万,1942.43万(04月27日),3,1.96,中药
269,002578,闽发铝业,-0.72,4.16,5032.95万,8432.09万(04月27日),3,1.22,工业金属
270,002580,圣阳股份,-3.92,27.48,1.27亿,1.59亿(04月27日),3,-4.65,电池
271,002659,凯文教育,1.71,5.34,1738.81万,2829.46万(04月27日),3,0.38,教育
272,002669,康达新材,-0.59,13.47,1339.94万,1706.97万(04月27日),3,-6.13,化学制品
273,002672,东江环保,-0.9,4.42,827.28万,1332.44万(04月27日),3,0.91,环境治理
274,002703,浙江世宝,-2.07,17.03,3908.74万,5385.55万(04月27日),3,-13.9,汽车零部件
275,002729,好利科技,1.32,18.42,690.00万,966.00万(04月27日),3,-0.11,其他电子
276,002774,快意电梯,1.33,12.16,1707.93万,2255.88万(04月27日),3,-0.57,专用设备
277,002809,红墙股份,0.57,10.66,785.30万,1222.10万(04月27日),3,2.21,化学制品
278,002819,东方中科,0.34,26.37,170.39万,443.51万(04月27日),3,-2.41,通用设备
279,002861,瀛通通讯,0.62,16.34,518.37万,1181.62万(04月27日),3,-0.18,消费电子
280,002862,实丰文化,0.54,18.53,373.56万,1317.68万(04月27日),3,-2.63,家居用品
281,002882,金龙羽,-1.53,26.94,358.56万,540.72万(04月27日),3,-1.68,电网设备
282,002888,惠威科技,0.85,19.08,298.22万,389.16万(04月27日),3,2.25,消费电子
283,002908,德生科技,-0.59,8.43,668.21万,1603.62万(04月27日),3,-1.06,IT服务
284,002915,中欣氟材,-1.28,18.47,859.48万,2276.69万(04月27日),3,-4.6,化学制品
285,002919,名臣健康,2.04,23.98,765.38万,1232.97万(04月27日),3,2.17,游戏
286,002940,昂利康,-3.19,33.08,1537.96万,3644.22万(04月27日),3,-8.95,化学制药
287,002949,华阳国际,0.0,14.39,434.65万,786.86万(04月27日),3,-3.55,建筑装饰
288,002952,亚世光电,-2.2,27.6,941.24万,1947.73万(04月27日),3,-4.4,光学光电子
289,002955,鸿合科技,1.06,25.83,193.79万,332.66万(04月27日),3,0.27,光学光电子
290,002957,科瑞技术,-0.93,43.62,2174.88万,2968.95万(04月27日),3,-4.78,自动化设备
291,002978,安宁股份,-1.49,31.11,416.62万,760.73万(04月27日),3,-2.23,小金属
292,002985,北摩高科,0.08,35.63,803.08万,1571.46万(04月27日),3,-4.32,军工装备
293,002996,顺博合金,0.27,7.53,1570.27万,2008.82万(04月27日),3,1.62,工业金属
294,003005,竞业达,-0.11,17.94,222.53万,285.75万(04月27日),3,-2.45,IT服务
295,003007,直真科技,0.79,44.72,330.41万,587.15万(04月27日),3,-0.69,软件开发
296,003008,开普检测,2.49,23.5,217.37万,276.33万(04月27日),3,4.21,其他社会服务
297,003016,欣贺股份,0.83,8.55,534.72万,609.42万(04月27日),3,3.01,服装家纺
298,003040,楚天龙,0.54,14.79,481.44万,1584.33万(04月27日),3,-0.27,通信设备
418,600095,湘财股份,0.34,8.88,2302.90万,5234.01万(04月27日),3,2.42,证券
419,600131,国网信通,-0.93,17.14,1518.52万,3518.30万(04月27日),3,1.3,IT服务
420,600148,长春一东,0.32,19.13,384.96万,829.23万(04月27日),3,0.68,汽车零部件
421,600203,福日电子,0.58,12.21,1997.71万,4987.94万(04月27日),3,-3.4,消费电子
422,600208,衢州发展,9.9,4.55,2.25亿,4.27亿(04月27日),3,6.81,房地产
423,600237,铜峰电子,-2.42,8.88,1712.90万,2880.41万(04月27日),3,-4.1,元件
424,600255,鑫科材料,0.55,3.65,3518.64万,3905.15万(04月27日),3,-0.27,金属新材料
425,600302,标准股份,0.0,0.0,797.38万,1432.53万(04月27日),3,-100.0,专用设备
426,600361,创新新材,-0.67,4.47,4692.05万,7914.31万(04月27日),3,-3.04,工业金属
427,600368,五洲交通,-0.26,3.89,842.20万,1141.15万(04月27日),3,0.78,公路铁路运输
428,600381,*ST春天,4.97,3.59,310.01万,1828.36万(04月27日),3,15.81,食品加工制造
429,600415,小商品城,-1.85,13.25,1.30亿,1.82亿(04月27日),3,-4.54,零售
430,600418,江淮汽车,-1.66,47.34,4954.69万,9254.39万(04月27日),3,-3.27,汽车整车
431,600449,宁夏建材,0.31,12.91,381.22万,624.47万(04月27日),3,0.62,建筑材料
432,600490,鹏欣资源,-1.44,8.19,4233.18万,6623.33万(04月27日),3,-3.76,工业金属
433,600491,龙元建设,0.0,0.0,8926.78万,1.10亿(04月27日),3,-100.0,建筑装饰
434,600502,安徽建工,-1.46,5.39,3902.84万,8226.89万(04月27日),3,-1.28,建筑装饰
435,600535,天士力,-0.4,15.13,1553.05万,3594.52万(04月27日),3,1.0,中药
436,600538,国发股份,-1.9,6.72,1440.37万,3208.01万(04月27日),3,-5.62,医疗器械
437,600552,凯盛科技,0.84,15.54,5762.30万,8598.81万(04月27日),3,-3.48,光学光电子
438,600578,京能电力,-1.01,4.88,5128.03万,1.12亿(04月27日),3,-2.59,电力
439,600603,广汇物流,0.34,5.86,1543.32万,3287.88万(04月27日),3,-3.93,物流
440,600633,浙数文化,-2.53,13.12,6174.12万,1.61亿(04月27日),3,-3.39,游戏
441,600644,乐山电力,-1.86,11.58,2835.23万,4057.31万(04月27日),3,-1.36,电力
442,600696,*ST岩石,0.0,0.0,93.59万,1830.55万(04月27日),3,-100.0,白酒
443,600721,百花医药,-1.06,8.43,876.16万,1453.59万(04月27日),3,-0.71,医疗服务
444,600726,华电能源,-7.18,6.59,5.33亿,5.72亿(04月27日),3,3.29,煤炭开采加工
445,600731,湖南海利,-0.87,6.84,837.37万,953.64万(04月27日),3,-0.58,农化制品
446,600745,闻泰科技,0.0,0.0,2580.95万,4622.27万(04月27日),3,-100.0,半导体
447,600750,华润江中,-0.25,23.92,533.00万,1420.25万(04月27日),3,-4.01,中药
448,600761,安徽合力,-1.26,18.03,1608.87万,2376.03万(04月27日),3,1.41,工程机械
449,600794,保税科技,0.0,3.58,1292.42万,1530.89万(04月27日),3,-0.56,物流
450,600802,福建水泥,0.89,5.66,704.67万,1019.31万(04月27日),3,1.8,建筑材料
451,600838,上海九百,-0.1,9.59,751.52万,996.17万(04月27日),3,-2.94,零售
452,600860,京城股份,0.28,10.79,719.00万,1108.21万(04月27日),3,-1.46,通用设备
453,600863,华能蒙电,-1.07,4.64,6016.13万,9507.13万(04月27日),3,1.75,电力
454,600864,哈投股份,-2.24,6.11,9782.17万,1.29亿(04月27日),3,-4.08,证券
455,600869,远东股份,-2.36,16.99,9743.27万,1.24亿(04月27日),3,-1.45,电网设备
456,600959,江苏有线,-0.26,3.88,4035.26万,6653.97万(04月27日),3,-1.52,文化传媒
457,600979,广安爱众,-2.92,4.99,9641.69万,1.52亿(04月27日),3,-4.22,电力
458,601225,陕西煤业,0.0,26.13,5373.29万,7077.03万(04月27日),3,2.96,煤炭开采加工
459,601515,衢州东峰,-0.44,4.54,3160.67万,4323.14万(04月27日),3,-2.16,包装印刷
460,601718,际华集团,0.0,0.0,3173.03万,5282.04万(04月27日),3,-100.0,服装家纺
461,601949,中国出版,0.0,5.87,1072.27万,3339.61万(04月27日),3,0.86,文化传媒
462,601968,宝钢包装,0.0,5.15,1595.82万,2089.35万(04月27日),3,-1.15,包装印刷
463,601996,丰林集团,0.0,2.72,4158.56万,9605.84万(04月27日),3,-2.16,种植业与林业
464,603015,弘讯科技,0.94,11.79,548.57万,858.54万(04月27日),3,-2.96,自动化设备
465,603060,国检集团,-1.76,6.68,3327.19万,6631.21万(04月27日),3,-4.71,其他社会服务
466,603061,金海通,0.89,254.85,339.42万,434.44万(04月27日),3,-0.2,半导体
467,603086,先达股份,-0.27,7.35,384.91万,644.25万(04月27日),3,-0.94,农化制品
468,603109,神驰机电,0.36,22.4,619.90万,1735.43万(04月27日),3,-10.33,汽车零部件
469,603112,华翔股份,-0.53,20.75,978.38万,1352.54万(04月27日),3,-2.17,白色家电
470,603176,汇通集团,1.96,5.71,701.19万,1130.70万(04月27日),3,4.01,建筑装饰
471,603194,中力股份,-0.68,34.87,253.31万,423.37万(04月27日),3,-2.32,工程机械
472,603202,天有为,-0.4,79.48,108.20万,366.37万(04月27日),3,-1.61,汽车零部件
473,603203,快克智能,0.06,46.88,592.62万,1032.93万(04月27日),3,-2.84,自动化设备
474,603216,梦天家居,0.07,29.6,199.85万,346.77万(04月27日),3,-1.3,家居用品
475,603230,内蒙新华,0.47,10.76,296.94万,443.75万(04月27日),3,0.19,文化传媒
476,603268,松发股份,4.04,149.5,907.46万,2487.04万(04月27日),3,7.62,军工装备
477,603284,林平发展,-0.66,47.02,198.60万,364.92万(04月27日),3,-3.05,造纸
478,603312,西典新能,-1.4,39.49,133.77万,324.61万(04月27日),3,0.84,电网设备
479,603322,超讯通信,1.06,32.5,827.48万,1438.65万(04月27日),3,0.93,IT服务
480,603365,水星家纺,2.99,22.37,576.57万,1202.15万(04月27日),3,-1.63,服装家纺
481,603378,亚士创能,0.0,0.0,220.76万,790.03万(04月27日),3,-100.0,建筑材料
482,603379,三美股份,-1.63,65.27,900.70万,1199.51万(04月27日),3,0.49,化学制品
483,603408,建霖家居,-0.67,11.83,208.29万,381.62万(04月27日),3,1.55,家居用品
484,603439,三力制药,0.63,11.25,261.80万,514.80万(04月27日),3,0.27,中药
485,603456,九洲药业,-1.22,13.79,2015.24万,4175.08万(04月27日),3,-1.64,医疗服务
486,603459,红板科技,0.02,61.73,1677.67万,2277.79万(04月27日),3,-2.85,元件
487,603580,*ST艾艾,5.0,21.21,153.46万,279.45万(04月27日),3,7.45,塑料制品
488,603600,永艺股份,0.84,12.0,748.22万,2567.93万(04月27日),3,1.61,家居用品
489,603648,畅联股份,0.2,10.16,317.12万,763.00万(04月27日),3,-0.2,物流
490,603656,泰禾智能,0.15,19.96,252.56万,412.30万(04月27日),3,-2.3,专用设备
491,603680,今创集团,0.77,14.36,964.48万,2544.79万(04月27日),3,-1.03,轨交设备
492,603682,锦和商管,2.12,8.65,2130.26万,4218.74万(04月27日),3,10.19,零售
493,603688,石英股份,-0.88,55.18,2985.27万,3424.76万(04月27日),3,4.31,非金属材料
494,603739,蔚蓝生物,0.47,15.05,448.57万,696.82万(04月27日),3,-0.59,化学制品
495,603787,新日股份,0.67,11.96,464.67万,943.16万(04月27日),3,0.17,汽车服务及其他
496,603790,雅运股份,0.61,24.54,308.51万,723.18万(04月27日),3,1.24,化学制品
497,603806,福斯特,0.27,18.74,4723.70万,9720.46万(04月27日),3,-0.85,光伏设备
498,603838,*ST四通,0.79,8.97,202.92万,244.35万(04月27日),3,-0.33,家居用品
499,603882,金域医学,-0.8,27.3,492.21万,846.74万(04月27日),3,-3.19,医疗服务
500,603886,元祖股份,1.43,12.77,495.87万,1547.82万(04月27日),3,3.48,食品加工制造
501,603949,雪龙集团,0.28,17.81,282.31万,409.63万(04月27日),3,-0.39,汽车零部件
502,603958,哈森股份,-0.25,24.26,782.18万,1593.57万(04月27日),3,2.8,服装家纺
503,603967,中创物流,0.58,13.93,834.96万,2004.37万(04月27日),3,-0.5,物流
504,603970,中农立华,-1.12,13.21,321.78万,486.69万(04月27日),3,0.69,农化制品
505,603976,正川股份,-0.1,21.15,281.02万,336.87万(04月27日),3,-1.17,医疗器械
506,603982,泉峰汽车,0.4,7.6,1164.04万,2485.47万(04月27日),3,1.47,汽车零部件
