时间,代码,名称,板块,相关信息
09:31:43,600261,阳光照明,60日大幅下跌,"-0.053299,3.75000,-0.048223"
09:31:42,603231,索宝蛋白,60日大幅下跌,"-0.040268,17.25000,-0.035235"
09:31:42,000713,国投丰乐,60日大幅下跌,"-0.043413,6.41000,-0.040419"
09:31:39,002933,新兴装备,60日大幅下跌,"-0.048101,30.10000,-0.047468"
09:31:36,600992,贵绳股份,60日大幅下跌,"-0.046550,11.47000,-0.046550"
09:31:34,300966,共同药业,60日大幅下跌,"-0.053579,23.69000,-0.052779"
09:31:33,603507,振江股份,60日大幅下跌,"-0.057592,47.20000,-0.049537"
09:31:32,603070,万控智造,60日大幅下跌,"-0.052214,14.35000,-0.051553"
09:31:29,688357,建龙微纳,60日大幅下跌,"-0.052270,35.90000,-0.052270"
09:31:29,688236,春立医疗,60日大幅下跌,"-0.067422,18.87000,-0.028821"
09:31:28,603661,恒林股份,60日大幅下跌,"-0.043614,30.70000,-0.043614"
09:31:21,002736,国信证券,60日大幅下跌,"-0.040468,10.71000,-0.036871"
09:31:21,002454,松芝股份,60日大幅下跌,"-0.051257,9.83000,-0.049323"
09:31:18,002233,塔牌集团,60日大幅下跌,"-0.045204,8.68000,-0.042999"
09:31:15,002096,易普力,60日大幅下跌,"-0.043928,11.13000,-0.041344"
09:31:13,600517,国网英大,60日大幅下跌,"-0.046729,6.13000,-0.045171"
09:31:07,688182,灿勤科技,60日大幅下跌,"-0.063046,30.02000,-0.063046"
09:30:59,920718,合肥高科,60日大幅下跌,"-0.040000,12.24000,-0.040000"
09:30:57,601985,中国核电,60日大幅下跌,"-0.020022,8.82000,-0.018910"
09:30:56,603535,嘉诚国际,60日大幅下跌,"-0.035714,7.86000,-0.032020"
09:30:55,603317,天味食品,60日大幅下跌,"-0.053241,16.39000,-0.051505"
09:30:50,600265,*ST景谷,60日大幅下跌,"-0.038549,21.25000,-0.036281"
09:30:47,920719,宁新新材,60日大幅下跌,"-0.067722,10.65000,-0.063325"
09:30:41,603282,亚光股份,60日大幅下跌,"-0.052846,18.67000,-0.051321"
09:30:32,600067,冠城新材,60日大幅下跌,"-0.049628,3.83000,-0.049628"
09:30:24,000401,金隅冀东,60日大幅下跌,"-0.036797,4.46000,-0.034632"
09:30:21,002602,世纪华通,60日大幅下跌,"-0.054608,16.67000,-0.051763"
09:30:20,603357,设计总院,60日大幅下跌,"-0.035583,7.87000,-0.034356"
09:30:17,688005,容百科技,60日大幅下跌,"-0.057143,36.53000,-0.051169"
09:30:15,000050,深天马Ａ,60日大幅下跌,"-0.056235,7.73000,-0.055012"
09:30:12,000009,中国宝安,60日大幅下跌,"-0.040948,8.91000,-0.039871"
09:30:08,601006,大秦铁路,60日大幅下跌,"-0.018519,5.30000,-0.018519"
09:30:07,600015,华夏银行,60日大幅下跌,"-0.020747,7.10000,-0.017981"
09:30:06,605108,同庆楼,60日大幅下跌,"-0.039022,16.53000,-0.037274"
09:30:06,002212,天融信,60日大幅下跌,"-0.051613,7.36000,-0.050323"
09:30:06,600004,白云机场,60日大幅下跌,"-0.022222,8.82000,-0.020000"
09:30:06,603237,五芳斋,60日大幅下跌,"-0.029277,17.00000,-0.024110"
09:30:04,601236,红塔证券,60日大幅下跌,"-0.023316,7.54000,-0.023316"
09:30:03,920925,锦好医疗,60日大幅下跌,"-0.056373,15.60000,-0.044118"
09:30:02,920106,林泰新材,60日大幅下跌,"-0.063343,59.13000,-0.061280"
09:30:02,920015,锦华新材,60日大幅下跌,"-0.068210,37.53000,-0.055374"
09:30:01,688371,菲沃泰,60日大幅下跌,"-0.063348,20.70000,-0.063348"
09:30:01,002981,朝阳科技,60日大幅下跌,"-0.051650,24.80000,-0.036893"
09:30:01,002959,小熊电器,60日大幅下跌,"-0.038615,41.20000,-0.035806"
09:30:00,002572,索菲亚,60日大幅下跌,"-0.046802,12.40000,-0.032761"
09:25:04,603391,力聚热能,60日大幅下跌,"-0.067194,59.00000,-0.067194"
09:25:04,688772,珠海冠宇,60日大幅下跌,"-0.055459,16.35000,-0.055459"
09:25:03,603027,千禾味业,60日大幅下跌,"-0.053465,9.56000,-0.053465"
09:25:03,603917,合力科技,60日大幅下跌,"-0.076169,12.25000,-0.076169"
09:25:03,688398,赛特新材,60日大幅下跌,"-0.069117,29.63000,-0.069117"
09:25:03,603290,斯达半导,60日大幅下跌,"-0.068153,102.41000,-0.068153"
09:25:03,600818,ST中路,60日大幅下跌,"-0.050122,7.77000,-0.050122"
09:25:03,600239,ST云城,60日大幅下跌,"-0.049261,1.93000,-0.049261"
09:25:02,603326,我乐家居,60日大幅下跌,"-0.065628,8.40000,-0.065628"
09:25:02,600793,宜宾纸业,60日大幅下跌,"-0.044843,17.04000,-0.044843"
09:25:02,603205,健尔康,60日大幅下跌,"-0.048762,25.36000,-0.048762"
09:25:01,601010,ST文峰,60日大幅下跌,"-0.051502,2.21000,-0.051502"
09:25:01,601717,中创智领,60日大幅下跌,"-0.062199,19.45000,-0.062199"
09:25:01,600363,联创光电,60日大幅下跌,"-0.065825,48.11000,-0.065825"
09:25:01,002209,达 意 隆,60日大幅下跌,"-0.073521,15.50000,-0.073521"
09:25:01,000498,山东路桥,60日大幅下跌,"-0.034423,5.61000,-0.034423"
09:25:01,600866,星湖科技,60日大幅下跌,"-0.062102,5.89000,-0.062102"
09:25:00,002091,江苏国泰,60日大幅下跌,"-0.041540,9.46000,-0.041540"
09:25:00,002581,*ST未名,60日大幅下跌,"-0.050633,6.75000,-0.050633"
09:25:00,002553,南方精工,60日大幅下跌,"-0.079512,21.88000,-0.079512"
09:25:00,000903,ST云动,60日大幅下跌,"-0.048458,2.16000,-0.048458"
