序号,股票代码,股票简称,涨跌幅,最新价,成交量,基准日成交量,放量天数,阶段涨跌幅,所属行业
36,002816,*ST和科,-1.74,24.9,538.69万,371.63万(04月17日),4,-4.52,专用设备
37,002839,张家港行,1.28,4.76,3463.60万,1848.04万(04月17日),4,5.54,银行
38,002920,德赛西威,2.44,109.25,969.96万,627.54万(04月17日),4,1.34,汽车零部件
39,002926,华西证券,1.54,8.55,2450.97万,998.88万(04月17日),4,-0.58,证券
56,600060,海信视像,2.61,24.34,1479.63万,582.80万(04月17日),4,6.2,黑色家电
57,600109,国金证券,-0.93,8.55,2059.80万,1555.17万(04月17日),4,-1.16,证券
58,600133,东湖高新,1.57,9.05,3370.43万,1712.92万(04月17日),4,3.43,环境治理
59,600188,兖矿能源,3.77,20.63,6403.66万,4216.50万(04月17日),4,8.58,煤炭开采加工
60,600446,金证股份,2.1,13.59,4603.91万,1055.20万(04月17日),4,6.5,IT服务
61,600777,*ST新潮,-3.43,5.91,4212.36万,1813.51万(04月17日),4,0.85,油气开采及服务
62,600809,山西汾酒,4.0,142.38,691.23万,411.39万(04月17日),4,2.06,白酒
63,600815,厦工股份,-9.96,4.07,2.66亿,6785.16万(04月17日),4,0.25,工程机械
64,600908,无锡银行,2.27,5.87,1544.78万,729.24万(04月17日),4,3.89,银行
65,600928,西安银行,3.5,3.85,2082.97万,974.46万(04月17日),4,6.35,银行
66,601088,中国神华,2.42,46.98,3566.76万,2147.83万(04月17日),4,3.14,煤炭开采加工
67,601101,昊华能源,9.99,9.36,1648.71万,999.95万(04月17日),4,14.43,煤炭开采加工
68,601512,中新集团,9.98,11.35,3252.51万,275.64万(04月17日),4,27.67,房地产
69,601665,齐鲁银行,2.07,6.4,6399.27万,3650.03万(04月17日),4,4.23,银行
70,603095,越剑智能,-4.11,17.52,440.74万,248.09万(04月17日),4,-4.0,专用设备
71,603217,元利科技,3.61,30.13,937.21万,284.23万(04月17日),4,13.91,化学制品
72,603248,锡华科技,-5.75,25.08,804.67万,708.96万(04月17日),4,-6.14,风电设备
73,603323,苏农银行,1.21,5.03,2375.72万,1577.89万(04月17日),4,3.71,银行
74,603496,恒为科技,1.14,31.86,2736.90万,1405.06万(04月17日),4,6.56,计算机设备
75,603839,安正时尚,-0.13,7.58,301.51万,217.66万(04月17日),4,1.34,服装家纺
76,605086,龙高股份,-6.02,32.01,250.48万,122.23万(04月17日),4,-7.27,非金属材料
77,605108,同庆楼,3.0,17.19,311.41万,248.61万(04月17日),4,3.24,旅游及酒店
86,000166,申万宏源,-0.85,4.65,8096.75万,5206.93万(04月20日),3,-1.9,证券
87,000501,武商集团,-0.24,8.26,625.86万,476.99万(04月20日),3,-2.36,零售
88,000534,万泽股份,3.09,44.01,3077.19万,2047.44万(04月20日),3,-1.15,生物制品
89,000539,粤电力A,9.16,7.15,2.70亿,8138.42万(04月20日),3,23.06,电力
90,000723,美锦能源,1.58,4.51,5282.57万,4487.81万(04月20日),3,0.22,煤炭开采加工
91,000757,浩物股份,-1.47,4.68,934.72万,699.13万(04月20日),3,-1.06,汽车服务及其他
92,000779,甘咨询,0.82,8.65,608.00万,483.55万(04月20日),3,-1.48,建筑装饰
93,000813,德展健康,1.2,3.37,2406.06万,2067.98万(04月20日),3,0.9,化学制药
94,000900,现代投资,0.49,4.11,1004.49万,622.24万(04月20日),3,0.74,公路铁路运输
95,001282,三联锻造,2.88,22.12,464.07万,308.20万(04月20日),3,5.58,汽车零部件
96,001395,亚联机械,-3.03,39.32,120.75万,34.98万(04月20日),3,-0.71,专用设备
97,002053,云南能投,2.57,11.99,1438.32万,699.73万(04月20日),3,6.11,电力
98,002056,横店东磁,-3.24,19.1,3101.06万,2505.82万(04月20日),3,-2.75,光伏设备
99,002097,山河智能,-1.59,9.92,1623.18万,1157.81万(04月20日),3,-1.29,工程机械
100,002105,信隆健康,-1.12,6.16,584.28万,426.91万(04月20日),3,-3.6,汽车服务及其他
101,002146,荣盛发展,-2.29,1.28,9980.41万,5553.17万(04月20日),3,-5.19,房地产
102,002155,湖南黄金,-4.66,29.89,5736.52万,5343.28万(04月20日),3,-1.65,贵金属
103,002160,常铝股份,-2.77,4.91,2360.04万,2100.06万(04月20日),3,-4.84,工业金属
104,002194,武汉凡谷,4.22,12.36,1508.79万,972.79万(04月20日),3,13.6,通信设备
105,002238,天威视讯,-0.56,7.04,618.45万,458.91万(04月20日),3,-3.69,文化传媒
106,002243,力合科创,0.55,9.11,1406.54万,879.00万(04月20日),3,2.13,美容护理
107,002252,上海莱士,-0.89,5.58,2304.74万,1767.95万(04月20日),3,-1.93,生物制品
108,002317,众生药业,0.55,18.45,2485.09万,1934.62万(04月20日),3,1.43,中药
109,002326,永太科技,1.36,25.31,5463.07万,2881.67万(04月20日),3,3.18,化学制品
110,002340,格林美,-2.92,8.32,1.64亿,1.28亿(04月20日),3,-1.65,电池
111,002357,富临运业,-1.28,10.8,996.55万,915.30万(04月20日),3,-2.35,公路铁路运输
112,002481,双塔食品,-0.23,4.41,1127.43万,744.85万(04月20日),3,-1.12,农产品加工
113,002538,ST司特,-1.25,7.1,1240.45万,1100.18万(04月20日),3,1.28,农化制品
114,002568,百润股份,0.29,17.13,524.30万,460.66万(04月20日),3,-0.23,饮料制造
115,002571,德力股份,-5.45,11.62,737.66万,443.08万(04月20日),3,-3.81,家居用品
116,002590,万安科技,-1.51,12.43,633.57万,571.95万(04月20日),3,-2.13,汽车零部件
117,002598,ST章鼓,-1.23,8.06,763.05万,620.43万(04月20日),3,-0.49,通用设备
118,002614,奥佳华,-1.31,6.01,616.95万,567.55万(04月20日),3,-2.75,小家电
119,002643,万润股份,-1.35,16.78,1282.53万,1203.28万(04月20日),3,0.18,电子化学品
120,002646,天佑德酒,0.89,7.9,340.49万,295.27万(04月20日),3,-0.88,白酒
121,002737,葵花药业,-0.33,12.12,223.44万,216.72万(04月20日),3,-1.54,中药
122,002793,罗欣药业,9.96,5.63,2068.04万,1568.77万(04月20日),3,11.49,化学制药
123,002807,江阴银行,1.05,4.79,3591.01万,2432.53万(04月20日),3,2.57,银行
124,002863,今飞凯达,-2.34,5.43,1009.14万,782.51万(04月20日),3,-2.16,汽车零部件
125,002875,安奈儿,-1.69,22.72,1665.49万,1372.30万(04月20日),3,0.04,服装家纺
126,002898,*ST赛隆,-4.96,10.73,37.24万,17.84万(04月20日),3,-14.23,化学制药
127,003035,南网能源,8.64,9.18,1.63亿,9380.68万(04月20日),3,14.89,电力
128,003036,泰坦股份,5.75,30.54,1709.46万,1004.05万(04月20日),3,10.25,专用设备
186,600017,日照港,1.01,3.0,2719.42万,2109.98万(04月20日),3,1.01,港口航运
187,600052,东望时代,10.1,4.58,3993.30万,972.62万(04月20日),3,20.53,电力
188,600066,宇通客车,0.63,36.97,2079.98万,1312.15万(04月20日),3,2.75,汽车整车
189,600113,浙江东日,2.52,45.97,361.17万,333.42万(04月20日),3,-1.16,零售
190,600136,ST明诚,-4.28,1.79,3203.14万,1904.98万(04月20日),3,-2.72,房地产
191,600182,S佳通,-0.07,14.65,189.17万,138.65万(04月20日),3,0.0,汽车零部件
192,600186,莲花控股,10.01,9.45,3.18亿,1.68亿(04月20日),3,20.08,食品加工制造
193,600227,赤天化,3.37,3.68,1.51亿,9954.18万(04月20日),3,4.84,农化制品
194,600265,ST景谷,4.99,21.25,56.28万,44.55万(04月20日),3,3.66,种植业与林业
195,600305,恒顺醋业,0.81,7.46,630.13万,484.78万(04月20日),3,0.67,食品加工制造
196,600336,澳柯玛,0.28,7.06,658.60万,530.15万(04月20日),3,-0.98,白色家电
197,600395,盘江股份,0.34,5.84,2393.11万,1772.75万(04月20日),3,2.64,煤炭开采加工
198,600405,动力源,-1.74,5.08,1010.36万,991.56万(04月20日),3,-2.87,其他电源设备
199,600429,三元股份,2.54,5.65,1645.14万,905.22万(04月20日),3,-2.42,饮料制造
200,600467,好当家,-0.84,2.36,2255.44万,2068.92万(04月20日),3,-2.48,养殖业
201,600589,大位科技,1.22,10.76,1.68亿,1.18亿(04月20日),3,-3.32,IT服务
202,600608,*ST沪科,5.05,2.29,458.13万,424.02万(04月20日),3,0.0,贸易
203,600662,外服控股,0.0,5.14,1170.60万,1015.80万(04月20日),3,0.19,其他社会服务
204,600761,安徽合力,-2.19,16.96,1052.27万,828.50万(04月20日),3,-2.53,工程机械
205,600771,广誉远,-4.84,17.11,1173.19万,439.04万(04月20日),3,-1.38,中药
206,600792,云煤能源,2.43,4.22,3428.23万,1929.34万(04月20日),3,6.57,煤炭开采加工
207,600901,江苏金租,0.14,7.18,3679.26万,2355.03万(04月20日),3,3.91,多元金融
208,600903,贵州燃气,0.95,6.35,679.46万,479.34万(04月20日),3,1.6,燃气
209,600925,苏能股份,1.29,4.7,2061.53万,697.63万(04月20日),3,3.52,煤炭开采加工
210,601006,大秦铁路,0.76,5.29,8493.26万,5756.13万(04月20日),3,0.95,公路铁路运输
211,601008,连云港,0.42,4.81,797.93万,605.48万(04月20日),3,-0.21,港口航运
212,601126,四方股份,-2.1,52.28,4062.00万,2945.25万(04月20日),3,7.07,电网设备
213,601238,广汽集团,-0.84,7.1,1470.39万,1059.19万(04月20日),3,-1.53,汽车整车
214,601500,通用股份,0.47,4.27,916.74万,818.39万(04月20日),3,1.18,汽车零部件
215,601678,滨化股份,0.78,5.16,5299.47万,3338.19万(04月20日),3,2.38,化学原料
216,601789,宁波建工,2.51,5.72,9265.50万,5925.14万(04月20日),3,0.35,建筑装饰
217,601827,三峰环境,1.13,8.04,510.00万,485.55万(04月20日),3,1.52,环境治理
218,601858,中国科传,5.72,23.84,1200.22万,917.38万(04月20日),3,7.97,文化传媒
219,601860,紫金银行,2.24,2.74,3670.41万,2138.86万(04月20日),3,2.62,银行
220,601995,中金公司,0.2,34.17,1752.61万,1106.05万(04月20日),3,0.95,证券
221,603039,泛微网络,3.55,46.91,1850.24万,602.45万(04月20日),3,7.03,软件开发
222,603062,麦加芯彩,4.15,51.5,159.69万,82.85万(04月20日),3,2.88,化学制品
223,603066,音飞储存,0.7,10.11,243.39万,150.09万(04月20日),3,1.0,物流
224,603076,乐惠国际,4.64,30.19,516.08万,285.07万(04月20日),3,3.53,专用设备
225,603087,甘李药业,-9.44,59.48,695.61万,397.40万(04月20日),3,-8.49,生物制品
226,603116,红蜻蜓,4.2,5.96,597.14万,457.17万(04月20日),3,6.05,服装家纺
227,603181,皇马科技,3.66,15.58,553.04万,351.58万(04月20日),3,3.18,化学制品
228,603221,爱丽家居,1.15,11.41,170.01万,128.40万(04月20日),3,0.09,家居用品
229,603324,盛剑科技,1.09,26.91,211.59万,190.39万(04月20日),3,2.24,环保设备
230,603408,建霖家居,-3.37,11.47,220.64万,155.40万(04月20日),3,-4.58,家居用品
231,603538,美诺华,10.0,55.55,5730.53万,4881.99万(04月20日),3,8.05,化学制药
232,603602,纵横通信,-3.05,13.03,435.58万,216.49万(04月20日),3,-2.54,文化传媒
233,603668,天马科技,-7.63,13.43,1405.20万,913.31万(04月20日),3,-3.24,农产品加工
234,603767,中马传动,-1.9,18.58,421.57万,277.68万(04月20日),3,-1.54,汽车零部件
235,603810,丰山集团,-3.04,15.31,235.04万,179.16万(04月20日),3,-1.35,农化制品
236,603866,桃李面包,0.2,5.06,737.93万,583.22万(04月20日),3,0.2,食品加工制造
237,603868,飞科电器,1.01,33.0,179.50万,101.72万(04月20日),3,3.9,小家电
238,605138,盛泰集团,0.88,6.9,263.48万,184.48万(04月20日),3,0.88,服装家纺
239,605588,冠石科技,-6.91,58.37,265.15万,131.71万(04月20日),3,3.62,光学光电子
