序号,股票代码,股票简称,涨跌幅,最新价,成交量,基准日成交量,缩量天数,阶段涨跌幅,所属行业
47,000423,东阿阿胶,-0.4,52.21,770.12万,1165.65万(04月17日),4,-3.37,中药
48,000518,*ST四环,-2.04,2.88,1199.50万,4076.14万(04月17日),4,-4.95,生物制品
49,000571,新大洲A,-3.92,5.89,2178.33万,4141.34万(04月17日),4,1.73,煤炭开采加工
50,000608,*ST阳光,-0.26,3.86,1334.03万,2217.93万(04月17日),4,-2.77,房地产
51,000668,*ST荣控,-0.34,14.78,162.48万,419.43万(04月17日),4,0.75,房地产
52,000719,中原传媒,-0.07,14.49,1035.58万,1895.80万(04月17日),4,1.9,文化传媒
53,000782,恒申新材,0.64,6.27,2577.49万,6380.57万(04月17日),4,4.67,化学纤维
54,001211,双枪科技,-1.75,31.41,399.14万,642.50万(04月17日),4,-1.23,家居用品
55,001230,劲旅环境,-0.39,27.92,334.01万,734.19万(04月17日),4,-0.25,环境治理
56,001979,招商蛇口,-0.35,8.62,3876.63万,8484.72万(04月17日),4,-2.6,房地产
57,002022,科华生物,-1.56,5.69,568.01万,1161.57万(04月17日),4,-0.87,医疗器械
58,002206,海利得,-0.32,6.2,1248.11万,1896.64万(04月17日),4,-0.8,化学纤维
59,002271,东方雨虹,-1.72,15.42,4162.69万,1.24亿(04月17日),4,-5.34,建筑材料
60,002272,川润股份,-3.22,18.95,6523.79万,1.10亿(04月17日),4,-6.47,通用设备
61,002314,南山控股,-1.6,2.46,4570.51万,1.30亿(04月17日),4,-9.23,房地产
62,002333,罗普斯金,-2.78,5.59,3328.41万,7630.72万(04月17日),4,-5.73,建筑材料
63,002334,英威腾,-2.45,7.96,3708.90万,1.06亿(04月17日),4,-5.13,自动化设备
64,002421,达实智能,-0.36,2.8,6151.93万,1.81亿(04月17日),4,-2.44,IT服务
65,002555,三七互娱,-1.53,21.3,3450.76万,7685.26万(04月17日),4,-4.1,游戏
66,002566,益盛药业,-1.05,7.57,420.01万,1199.88万(04月17日),4,0.53,中药
67,002613,北玻股份,-1.78,3.87,2936.19万,9904.72万(04月17日),4,-4.91,建筑材料
68,002655,共达电声,1.02,24.71,3330.96万,5224.74万(04月17日),4,7.86,消费电子
69,002687,乔治白,-0.41,4.83,1669.35万,5546.79万(04月17日),4,-4.92,服装家纺
70,002694,顾地科技,0.7,2.86,1203.24万,2093.14万(04月17日),4,2.51,建筑材料
71,002723,小崧股份,-1.76,10.05,1286.35万,2787.42万(04月17日),4,-6.07,光学光电子
72,002779,中坚科技,-2.96,92.56,191.25万,291.96万(04月17日),4,-1.72,专用设备
73,002850,科达利,-1.77,205.87,590.03万,757.56万(04月17日),4,3.89,电池
74,002882,金龙羽,-2.63,27.81,906.98万,1990.09万(04月17日),4,-9.3,电网设备
75,002962,五方光电,-4.64,17.05,3404.88万,4922.15万(04月17日),4,-1.73,光学光电子
95,600048,保利发展,-1.01,5.87,6722.55万,1.41亿(04月17日),4,-3.29,房地产
96,600173,卧龙新能,-1.05,7.5,2252.57万,7133.59万(04月17日),4,-6.13,电力
97,600521,华海药业,-0.92,16.14,1749.58万,5795.14万(04月17日),4,-4.38,化学制药
98,600525,ST长园,-2.07,5.21,1173.76万,2507.76万(04月17日),4,-1.33,电网设备
99,600645,中源协和,-1.35,27.78,860.54万,960.26万(04月17日),4,-1.91,医疗器械
100,600655,豫园股份,-0.2,4.97,1507.06万,4570.16万(04月17日),4,-3.12,零售
101,600666,奥瑞德,-3.81,6.56,5.04亿,8.46亿(04月17日),4,-7.48,IT服务
102,600732,爱旭股份,-1.46,15.56,3156.21万,4436.59万(04月17日),4,-2.63,光伏设备
103,600749,西藏旅游,-3.71,20.0,3813.97万,4266.28万(04月17日),4,-1.48,旅游及酒店
104,600847,万里股份,-1.78,14.35,298.82万,1057.97万(04月17日),4,-2.97,电池
105,600996,贵广网络,-0.92,8.58,3025.77万,5954.32万(04月17日),4,-8.72,文化传媒
106,601233,桐昆股份,0.95,20.28,2569.69万,3796.28万(04月17日),4,3.36,化学纤维
107,603029,天鹅股份,-1.55,18.43,154.75万,211.37万(04月17日),4,-2.23,专用设备
108,603121,华培动力,-1.46,20.99,541.56万,1038.47万(04月17日),4,-6.46,汽车零部件
109,603227,雪峰科技,-0.45,8.82,2187.47万,7109.44万(04月17日),4,-3.4,化学制品
110,603312,西典新能,-2.45,41.02,118.54万,136.31万(04月17日),4,-2.33,电网设备
111,603315,福鞍股份,10.03,19.53,3583.48万,6714.03万(04月17日),4,5.45,环境治理
112,603322,超讯通信,-2.34,35.05,1290.66万,3284.39万(04月17日),4,-7.98,IT服务
113,603700,宁水集团,-1.32,12.71,452.43万,893.56万(04月17日),4,-0.55,通用设备
114,603758,秦安股份,-0.63,12.55,305.79万,710.89万(04月17日),4,-4.64,汽车零部件
115,603897,长城科技,0.17,51.84,1380.21万,2400.06万(04月17日),4,0.33,电网设备
116,605255,天普股份,-3.99,111.29,172.11万,319.16万(04月17日),4,-7.17,汽车零部件
125,000007,全新好,-1.16,13.68,446.81万,795.87万(04月20日),3,-1.08,零售
126,000509,华塑控股,-2.23,3.51,1957.07万,3939.93万(04月20日),3,-3.84,光学光电子
127,000520,凤凰航运,-1.51,3.91,1139.12万,2963.26万(04月20日),3,-2.98,港口航运
128,000547,航天发展,-3.6,26.22,1.84亿,3.14亿(04月20日),3,-8.8,军工电子
129,000576,甘化科工,-2.57,9.47,772.06万,1057.75万(04月20日),3,-3.37,军工装备
130,000595,*ST宝实,-0.76,6.56,1258.19万,3237.46万(04月20日),3,-2.96,电力
131,000615,*ST美谷,-1.48,3.34,740.93万,1187.01万(04月20日),3,-3.47,美容护理
132,000679,大连友谊,-1.03,6.73,448.18万,624.48万(04月20日),3,-1.03,零售
133,000702,正虹科技,-1.18,6.73,1214.84万,1984.84万(04月20日),3,-3.3,农产品加工
134,000735,罗牛山,-1.87,6.81,2111.98万,4048.25万(04月20日),3,-4.76,养殖业
135,000778,新兴铸管,-1.5,4.61,7026.84万,1.63亿(04月20日),3,-2.95,钢铁
136,000796,凯撒旅业,-1.92,5.12,3564.75万,5818.99万(04月20日),3,-5.71,旅游及酒店
137,000803,山高环能,0.9,7.83,2182.70万,4917.96万(04月20日),3,-10.1,环境治理
138,000929,*ST兰黄,2.4,10.66,372.51万,503.02万(04月20日),3,0.85,饮料制造
139,000933,神火股份,-1.18,32.78,3499.42万,4648.69万(04月20日),3,-2.7,工业金属
140,000977,浪潮信息,-0.5,73.83,1.02亿,1.49亿(04月20日),3,0.97,计算机设备
141,001228,永泰运,-1.78,33.62,144.91万,183.64万(04月20日),3,-2.24,物流
142,001231,农心科技,-2.06,23.34,209.32万,395.15万(04月20日),3,-3.59,农化制品
143,001330,博纳影业,3.18,8.44,1.84亿,2.23亿(04月20日),3,0.6,影视院线
144,001332,锡装股份,-1.02,57.33,159.40万,260.57万(04月20日),3,-0.95,专用设备
145,001368,通达创智,-0.53,28.4,254.32万,352.80万(04月20日),3,-3.01,家居用品
146,001396,誉帆科技,-3.91,45.66,256.78万,502.52万(04月20日),3,-4.74,其他社会服务
147,002016,世荣兆业,-2.16,5.43,1629.70万,2819.48万(04月20日),3,-2.16,房地产
148,002035,华帝股份,-0.65,6.16,1314.30万,1690.02万(04月20日),3,-2.99,厨卫电器
149,002058,*ST威尔,-0.13,23.05,226.25万,392.40万(04月20日),3,0.35,电池
150,002088,鲁阳节能,-0.68,10.3,379.67万,869.50万(04月20日),3,-3.38,建筑材料
151,002108,沧州明珠,-2.61,5.96,2.91亿,3.92亿(04月20日),3,2.23,塑料制品
152,002131,利欧股份,-1.5,7.86,4.01亿,7.97亿(04月20日),3,-5.42,通用设备
153,002163,海南发展,-3.03,12.18,3448.16万,5652.48万(04月20日),3,-7.66,建筑装饰
154,002202,金风科技,-2.02,25.7,1.59亿,2.80亿(04月20日),3,-3.35,风电设备
155,002246,北化股份,-2.7,25.91,2499.73万,3737.80万(04月20日),3,-4.21,化学制品
156,002248,华东数控,-2.19,12.08,1116.22万,2082.23万(04月20日),3,-4.43,通用设备
157,002253,*ST智胜,-0.98,11.09,330.00万,582.99万(04月20日),3,-3.06,软件开发
158,002262,恩华药业,-0.56,21.37,1352.39万,3947.20万(04月20日),3,1.76,化学制药
159,002264,新华都,-0.61,8.16,1318.68万,1894.49万(04月20日),3,-2.51,文化传媒
160,002294,信立泰,-1.96,55.97,1608.78万,2020.25万(04月20日),3,-0.41,化学制药
161,002306,*ST云网,-0.43,2.33,936.10万,2068.57万(04月20日),3,-1.27,旅游及酒店
162,002356,赫美集团,-1.76,3.34,2873.84万,3073.24万(04月20日),3,-4.02,零售
163,002364,中恒电气,-0.48,43.53,9480.03万,1.19亿(04月20日),3,-0.39,其他电源设备
164,002373,千方科技,-0.7,9.88,2605.66万,2830.17万(04月20日),3,-0.7,IT服务
165,002439,启明星辰,-0.79,15.07,3916.62万,6716.59万(04月20日),3,-3.58,软件开发
166,002457,青龙管业,-1.42,11.11,1431.01万,3220.67万(04月20日),3,-3.56,建筑材料
167,002465,海格通信,-1.89,16.58,9424.59万,1.74亿(04月20日),3,-1.31,军工电子
168,002475,立讯精密,-0.38,67.77,2.37亿,3.93亿(04月20日),3,3.1,消费电子
169,002484,江海股份,-0.83,34.59,3822.47万,5341.33万(04月20日),3,-0.49,元件
170,002494,华斯股份,-1.26,5.5,1121.30万,1461.89万(04月20日),3,-0.36,服装家纺
171,002501,利源股份,-2.29,1.71,1.14亿,2.65亿(04月20日),3,-12.76,工业金属
172,002528,ST英飞拓,-3.56,4.87,4043.11万,7600.71万(04月20日),3,-11.62,计算机设备
173,002606,大连电瓷,9.97,13.34,2439.34万,3759.13万(04月20日),3,7.06,电网设备
174,002622,皓宸医疗,-0.4,2.5,1662.84万,2562.40万(04月20日),3,-1.96,医疗服务
175,002628,成都路桥,-1.42,5.56,3796.45万,1.08亿(04月20日),3,-2.46,建筑装饰
176,002706,良信股份,-1.3,10.6,5313.68万,9492.05万(04月20日),3,-4.42,电网设备
177,002708,光洋股份,-2.58,13.22,1941.66万,6031.66万(04月20日),3,-3.43,汽车零部件
178,002736,国信证券,-1.5,11.14,3969.91万,1.05亿(04月20日),3,-2.88,证券
179,002739,儒意电影,0.49,10.15,4094.42万,6433.78万(04月20日),3,-1.46,影视院线
180,002792,通宇通讯,-5.81,49.1,5400.60万,7850.49万(04月20日),3,-7.15,通信设备
181,002808,*ST恒久,-4.95,3.65,234.53万,1287.30万(04月20日),3,-12.89,光学光电子
182,002813,路畅科技,1.69,27.08,318.69万,613.86万(04月20日),3,4.76,汽车零部件
183,002879,长缆科技,-0.97,21.46,969.69万,1223.93万(04月20日),3,-6.17,电网设备
184,002884,凌霄泵业,-0.48,18.78,319.83万,457.75万(04月20日),3,-1.42,通用设备
185,002899,英派斯,-1.29,32.99,456.50万,696.57万(04月20日),3,-3.9,家居用品
186,002909,集泰股份,-1.71,6.33,837.38万,1460.13万(04月20日),3,-3.51,化学制品
187,002928,华夏航空,-1.27,8.54,1807.31万,3013.57万(04月20日),3,-1.27,机场航运
188,002940,昂利康,-1.46,39.2,2758.85万,6057.39万(04月20日),3,-1.51,化学制药
189,002951,金时科技,-1.88,16.22,822.12万,1466.60万(04月20日),3,0.43,其他电源设备
190,002963,豪尔赛,-2.58,14.72,351.40万,824.31万(04月20日),3,-7.3,建筑装饰
191,002970,锐明技术,-3.04,63.22,846.64万,925.39万(04月20日),3,1.72,计算机设备
192,003004,*ST声迅,0.22,31.89,77.30万,151.61万(04月20日),3,-4.78,计算机设备
253,600099,林海股份,-1.49,11.26,327.26万,458.18万(04月20日),3,-2.09,汽车服务及其他
254,600167,联美控股,1.05,6.75,1152.88万,1834.57万(04月20日),3,-0.59,电力
255,600192,长城电工,-0.73,8.15,600.72万,640.31万(04月20日),3,-3.55,电网设备
256,600212,绿能慧充,-1.4,7.74,2115.21万,3424.61万(04月20日),3,-0.77,其他电源设备
257,600266,城建发展,-1.24,4.79,3498.29万,7202.66万(04月20日),3,-2.04,房地产
258,600299,安迪苏,1.0,14.09,1710.29万,2828.41万(04月20日),3,6.82,化学制品
259,600358,国旅联合,-2.45,5.97,1722.31万,2427.60万(04月20日),3,-4.17,文化传媒
260,600373,中文传媒,-0.48,8.21,837.37万,1618.66万(04月20日),3,-1.68,文化传媒
261,600421,*ST华嵘,-4.93,5.01,69.27万,825.73万(04月20日),3,-5.29,通用设备
262,600501,航天晨光,-2.09,23.39,685.79万,1403.45万(04月20日),3,-4.3,专用设备
263,600561,江西长运,-0.45,6.67,553.02万,1005.03万(04月20日),3,-1.48,公路铁路运输
264,600636,*ST国化,-5.02,5.49,2526.83万,3067.68万(04月20日),3,-5.18,教育
265,600671,天目药业,-0.84,18.85,176.80万,301.59万(04月20日),3,-4.7,中药
266,600674,川投能源,0.0,15.0,2826.62万,6867.45万(04月20日),3,-0.33,电力
267,600689,上海三毛,-1.34,13.25,229.80万,411.22万(04月20日),3,-3.14,综合
268,600724,宁波富达,-0.14,7.28,1058.64万,1580.76万(04月20日),3,1.82,房地产
269,600756,浪潮软件,-1.36,16.0,871.84万,1739.78万(04月20日),3,-4.65,IT服务
270,600797,浙大网新,-0.43,9.15,3134.18万,5793.03万(04月20日),3,-3.58,IT服务
271,600848,上海临港,-1.08,9.19,950.40万,2390.94万(04月20日),3,-1.5,房地产
272,600855,航天长峰,-3.74,19.3,3094.17万,5900.49万(04月20日),3,-10.77,军工电子
273,600880,博瑞传播,-1.54,5.12,5095.26万,7648.52万(04月20日),3,-5.54,软件开发
274,600882,妙可蓝多,0.58,20.72,880.24万,1649.56万(04月20日),3,1.82,饮料制造
275,600886,国投电力,0.0,13.51,2493.54万,3797.60万(04月20日),3,0.75,电力
276,600936,北投科技,0.5,4.02,1795.44万,3641.20万(04月20日),3,-1.47,IT服务
277,601002,晋亿实业,-3.02,6.43,5287.97万,1.23亿(04月20日),3,-3.74,通用设备
278,601003,柳钢股份,0.0,0.0,786.56万,1438.07万(04月20日),3,-100.0,钢铁
279,601083,锦江航运,-1.22,12.91,840.47万,1354.30万(04月20日),3,-0.54,港口航运
280,601113,华鼎股份,-1.29,4.58,2463.66万,5012.69万(04月20日),3,-2.76,化学纤维
281,601136,首创证券,-0.92,16.23,729.40万,1180.84万(04月20日),3,-1.87,证券
282,601369,陕鼓动力,0.77,9.16,1322.84万,4182.83万(04月20日),3,-0.43,专用设备
283,601598,中国外运,-0.16,6.11,1155.63万,1607.67万(04月20日),3,-0.33,物流
284,601658,邮储银行,0.58,5.19,1.12亿,2.33亿(04月20日),3,0.19,银行
285,601668,中国建筑,0.0,4.85,1.86亿,3.26亿(04月20日),3,-0.61,建筑装饰
286,601811,新华文轩,0.36,13.74,548.37万,1137.10万(04月20日),3,-0.72,文化传媒
287,601919,中远海控,-0.07,14.45,6022.12万,7270.77万(04月20日),3,-0.89,港口航运
288,601939,建设银行,-0.61,9.73,6608.26万,1.31亿(04月20日),3,0.0,银行
289,601988,中国银行,-0.34,5.82,1.62亿,2.58亿(04月20日),3,-1.36,银行
290,603018,华设集团,-0.55,7.28,567.63万,654.56万(04月20日),3,-3.45,建筑装饰
291,603021,ST华鹏,-2.92,7.66,595.08万,1284.39万(04月20日),3,-4.49,家居用品
292,603063,禾望电气,0.05,41.79,3688.74万,7193.17万(04月20日),3,2.1,风电设备
293,603069,海汽集团,-1.48,16.65,497.35万,889.16万(04月20日),3,-6.3,公路铁路运输
294,603088,宁波精达,-2.23,13.56,2666.16万,4144.90万(04月20日),3,-2.24,通用设备
295,603108,润达医疗,-1.94,13.62,2446.38万,4270.32万(04月20日),3,-3.4,医药商业
296,603136,天目湖,-0.65,10.67,432.96万,684.83万(04月20日),3,-3.09,旅游及酒店
297,603271,永杰新材,-4.85,49.29,439.24万,799.67万(04月20日),3,-3.37,工业金属
298,603377,ST东时,-0.82,3.62,467.81万,1293.50万(04月20日),3,-2.69,教育
299,603381,永臻股份,-1.49,23.84,721.62万,875.90万(04月20日),3,-0.08,光伏设备
300,603398,*ST沐邦,0.34,11.9,914.17万,1417.70万(04月20日),3,3.48,光伏设备
301,603520,司太立,-1.85,10.58,1444.13万,1777.62万(04月20日),3,-3.47,化学制药
302,603578,三星新材,-2.16,13.13,827.75万,1011.36万(04月20日),3,-3.6,白色家电
303,603580,*ST艾艾,-2.27,18.98,196.19万,293.37万(04月20日),3,-5.24,塑料制品
304,603608,天创时尚,-2.05,12.89,2480.02万,3482.75万(04月20日),3,6.0,服装家纺
305,603708,家家悦,0.28,10.9,553.74万,1074.99万(04月20日),3,-4.13,零售
306,603716,塞力医疗,-1.09,21.86,1025.18万,1906.17万(04月20日),3,-4.62,医药商业
307,603725,天安新材,0.31,9.67,725.93万,1231.67万(04月20日),3,5.22,家居用品
308,603739,蔚蓝生物,-1.47,14.8,300.94万,336.10万(04月20日),3,-1.14,化学制品
309,603757,大元泵业,-2.03,52.58,1723.59万,2446.46万(04月20日),3,-10.27,通用设备
310,603790,雅运股份,0.0,23.28,294.77万,373.83万(04月20日),3,3.15,化学制品
311,603829,洛凯股份,-1.97,27.81,902.49万,1588.04万(04月20日),3,-6.11,电网设备
312,603859,能科科技,-1.55,41.15,550.67万,773.95万(04月20日),3,0.73,IT服务
313,603877,太平鸟,-1.5,14.5,226.82万,497.92万(04月20日),3,-3.2,服装家纺
314,605118,力鼎光电,-4.88,44.09,553.50万,921.73万(04月20日),3,-5.18,计算机设备
315,605198,安德利,0.99,47.09,275.04万,620.90万(04月20日),3,2.82,饮料制造
316,605288,凯迪股份,-2.42,83.74,99.06万,206.01万(04月20日),3,-3.35,自动化设备
317,605303,园林股份,0.62,22.75,612.08万,1203.79万(04月20日),3,-0.04,建筑装饰
318,605388,均瑶健康,-7.1,7.46,6713.97万,8206.20万(04月20日),3,-10.23,饮料制造
