序号,股票代码,股票简称,收盘价,最高价,最低价,连涨天数,连续涨跌幅,累计换手率,所属行业
1,003035,南网能源,9.18,9.2,7.42,10,23.22,27.05,电力
2,601665,齐鲁银行,6.4,6.44,5.78,9,10.34,9.05,银行
3,603701,德宏股份,25.73,25.85,23.54,9,7.97,17.71,汽车零部件
4,600039,四川路桥,10.04,10.28,9.21,8,8.66,1.74,建筑装饰
5,601128,常熟银行,7.36,7.39,7.01,8,4.99,9.44,银行
8,002289,*ST宇顺,31.66,32.0,25.59,7,21.91,7.66,通信服务
9,600191,华资实业,13.25,13.44,11.7,7,12.67,12.72,农产品加工
10,600350,山东高速,10.95,10.96,9.87,7,10.83,0.76,公路铁路运输
11,000531,穗恒运A,7.19,7.2,6.56,6,8.61,19.25,电力
12,000539,粤电力A,7.15,7.21,5.44,6,29.29,35.91,电力
13,000690,宝新能源,5.48,5.58,4.67,6,16.84,46.33,电力
14,000722,湖南发展,15.63,15.98,13.01,6,18.77,54.9,电力
15,000782,恒申新材,6.27,6.38,5.32,6,18.75,38.16,化学纤维
16,000862,银星能源,7.03,7.09,6.18,6,12.48,50.29,电力
17,001268,联合精密,37.71,38.75,28.64,6,32.36,63.7,白色家电
18,002008,大族激光,103.6,103.6,77.81,6,31.49,31.51,自动化设备
19,002254,泰和新材,10.89,11.15,9.98,6,8.25,17.23,化学纤维
20,002375,亚厦股份,4.24,4.35,3.85,6,9.56,10.86,建筑装饰
21,002463,沪电股份,106.62,109.26,91.91,6,14.92,25.6,元件
22,002741,光华科技,20.27,20.69,18.68,6,8.11,26.32,电子化学品
23,002885,京泉华,31.08,33.05,25.68,6,19.26,78.28,其他电子
24,003018,金富科技,54.77,57.42,34.33,6,53.89,44.9,包装印刷
38,600101,明星电力,9.97,10.03,9.16,6,7.9,29.2,电力
39,600150,中国船舶,38.6,38.91,32.24,6,18.01,10.36,军工装备
40,600208,衢州发展,4.3,4.37,3.22,6,33.13,17.83,房地产
41,600409,三友化工,7.35,7.38,6.8,6,7.46,12.19,化学原料
42,600510,黑牡丹,11.19,11.5,8.59,6,28.33,15.05,房地产
43,601858,中国科传,23.84,24.65,20.92,6,11.98,9.19,文化传媒
44,603130,云中马,48.23,49.25,36.99,6,30.52,22.21,纺织制造
45,603165,荣晟环保,17.19,17.82,15.52,6,9.14,25.27,造纸
46,603217,元利科技,30.13,30.8,25.45,6,17.6,17.13,化学制品
47,603318,水发燃气,10.35,10.35,7.33,6,36.9,60.45,燃气
48,603330,天洋新材,7.24,7.43,6.63,6,8.22,10.71,塑料制品
49,603618,杭电股份,31.41,31.41,21.4,6,45.28,78.2,电网设备
50,603693,江苏新能,16.43,16.7,13.75,6,17.53,20.04,电力
51,603738,泰晶科技,37.0,37.55,26.8,6,36.28,97.62,元件
52,605389,长龄液压,85.84,86.95,70.85,6,20.88,7.15,工程机械
63,000890,法尔胜,16.76,16.76,12.2,5,35.27,109.24,环保设备
64,002081,金螳螂,5.43,5.43,3.45,5,61.13,29.43,建筑装饰
65,002149,西部材料,64.33,66.91,53.09,5,19.93,97.61,小金属
66,002281,光迅科技,131.68,134.99,110.11,5,23.98,49.61,通信设备
67,002428,云南锗业,76.88,82.76,59.07,5,36.41,87.69,小金属
68,002429,兆驰股份,13.1,13.1,10.14,5,28.81,22.57,黑色家电
69,002647,仁东控股,12.62,13.4,9.96,5,24.7,34.93,多元金融
70,002667,威领股份,31.59,31.85,27.8,5,9.88,50.02,能源金属
74,600696,*ST岩石,1.31,1.31,0.98,5,27.18,12.36,白酒
75,601991,大唐发电,4.21,4.22,3.85,5,8.79,7.74,电力
76,603063,禾望电气,41.79,42.97,36.12,5,13.13,55.16,风电设备
77,603336,宏辉果蔬,10.83,10.99,9.2,5,16.2,14.71,种植业与林业
78,603938,三孚股份,30.54,30.96,26.01,5,15.55,31.52,化学原料
81,000027,深圳能源,7.07,7.08,6.68,4,5.84,4.32,电力
82,000404,长虹华意,8.64,8.9,7.61,4,22.03,36.49,白色家电
83,000537,绿发电力,11.65,11.65,9.96,4,15.69,16.62,电力
84,000551,创元科技,14.98,15.46,14.16,4,5.2,14.23,环保设备
85,000601,韶能股份,7.51,7.63,6.59,4,13.27,63.19,电力
86,000685,中山公用,11.64,11.71,11.08,4,4.21,4.03,环境治理
87,000811,冰轮环境,22.43,22.97,18.93,4,16.46,22.17,通用设备
88,000906,浙商中拓,5.78,5.78,5.66,4,1.94,2.87,物流
89,000957,中通客车,12.52,12.78,11.87,4,3.81,14.27,汽车整车
90,001270,*ST铖昌,159.3,160.98,136.11,4,17.13,14.85,军工电子
91,001289,龙源电力,16.36,16.41,15.3,4,6.51,0.94,电力
92,001323,慕思股份,24.43,24.63,23.45,4,3.56,1.14,家居用品
93,001965,招商公路,9.45,9.47,9.03,4,3.62,0.59,公路铁路运输
94,002212,天融信,7.77,7.83,7.45,4,3.74,9.55,软件开发
95,002221,东华能源,8.25,8.39,7.91,4,3.51,5.47,石油加工贸易
96,002233,塔牌集团,9.51,9.7,9.03,4,4.62,3.36,建筑材料
97,002243,力合科创,9.11,9.22,8.72,4,3.52,3.97,美容护理
98,002273,水晶光电,33.48,34.99,29.33,4,15.29,31.56,光学光电子
99,002327,富安娜,7.22,7.26,6.92,4,3.59,5.84,服装家纺
100,002350,北京科锐,14.25,14.9,13.52,4,3.86,18.06,电网设备
101,002392,北京利尔,8.67,8.74,7.13,4,21.26,20.63,建筑材料
102,002588,史丹利,11.81,12.1,10.2,4,13.01,19.59,农化制品
103,002620,ST瑞和,10.45,10.8,8.72,4,17.42,23.43,建筑装饰
104,002752,昇兴股份,7.25,7.59,6.17,4,16.94,25.18,包装印刷
105,002839,张家港行,4.76,4.78,4.49,4,5.54,5.06,银行
106,002841,视源股份,38.79,39.65,35.0,4,10.45,6.76,消费电子
107,002893,京能热力,10.78,10.92,10.2,4,5.58,24.18,电力
108,002911,佛燃能源,14.03,14.08,13.54,4,3.24,2.08,燃气
109,002919,名臣健康,20.7,20.74,19.76,4,4.12,5.81,游戏
110,002947,恒铭达,78.6,80.27,70.03,4,10.21,35.13,消费电子
111,002956,西麦食品,27.95,28.78,27.24,4,1.75,3.37,食品加工制造
112,003816,中国广核,4.66,4.69,4.36,4,6.15,1.48,电力
130,600012,皖通高速,16.18,16.2,15.3,4,5.06,1.7,公路铁路运输
131,600023,浙能电力,5.8,5.83,5.48,4,5.26,2.17,电力
132,600027,华电国际,4.89,4.9,4.64,4,5.39,5.47,电力
133,600032,浙江新能,12.04,12.4,9.51,4,23.49,21.59,电力
134,600141,兴发集团,32.72,33.82,31.0,4,3.38,9.09,农化制品
135,600163,中闽能源,6.68,6.73,6.01,4,10.6,14.37,电力
136,600177,雅戈尔,7.49,7.55,7.27,4,2.6,1.8,服装家纺
137,600227,赤天化,3.68,3.89,3.34,4,6.36,50.93,农化制品
138,600292,电投水电,15.81,16.3,15.09,4,4.84,16.02,电力
139,600310,广西能源,5.28,5.28,4.39,4,19.73,49.94,电力
140,600333,长春燃气,5.35,5.37,5.15,4,3.48,6.11,燃气
141,600377,宁沪高速,12.2,12.22,11.68,4,3.83,1.0,公路铁路运输
142,600381,*ST春天,3.41,3.41,2.83,4,21.35,7.63,食品加工制造
143,600396,华电辽能,9.83,9.83,6.9,4,37.68,81.99,电力
144,600423,柳化股份,2.81,2.9,2.66,4,3.69,21.01,化学原料
145,600508,上海能源,13.38,13.39,12.6,4,5.69,4.37,煤炭开采加工
146,600573,惠泉啤酒,12.86,13.23,12.1,4,5.76,20.67,饮料制造
147,600578,京能电力,5.53,5.57,5.26,4,4.34,2.13,电力
148,600611,大众交通,4.8,4.92,4.68,4,1.69,4.91,公路铁路运输
149,600617,国新能源,3.33,3.34,3.15,4,4.39,9.83,燃气
150,600642,申能股份,9.39,9.52,9.1,4,2.51,1.97,电力
151,600691,潞化科技,3.25,3.3,3.06,4,4.5,11.01,农化制品
152,600726,华电能源,5.27,5.27,4.41,4,17.37,15.41,煤炭开采加工
153,600758,辽宁能源,4.14,4.17,3.8,4,8.38,26.78,煤炭开采加工
154,600792,云煤能源,4.22,4.22,3.88,4,7.65,10.38,煤炭开采加工
155,600874,创业环保,6.22,6.23,6.03,4,2.47,3.67,环境治理
156,600908,无锡银行,5.87,5.89,5.64,4,3.89,3.24,银行
157,600925,苏能股份,4.7,4.71,4.5,4,3.98,3.86,煤炭开采加工
158,600928,西安银行,3.85,3.9,3.61,4,6.35,2.81,银行
159,600956,新天绿能,9.19,9.31,7.96,4,13.88,6.19,电力
160,600985,淮北矿业,14.18,14.29,12.96,4,7.02,2.78,煤炭开采加工
161,601077,渝农商行,7.45,7.51,7.17,4,3.47,1.12,银行
162,601101,昊华能源,9.36,9.36,8.09,4,14.43,7.21,煤炭开采加工
163,601118,海南橡胶,6.85,7.09,6.47,4,5.55,3.65,种植业与林业
164,601330,绿色动力,9.19,9.33,7.79,4,17.37,22.34,环境治理
165,601777,千里科技,10.84,11.18,9.91,4,8.4,3.32,汽车整车
166,601952,苏垦农发,10.26,10.37,9.67,4,5.45,6.81,种植业与林业
167,601985,中国核电,9.09,9.11,8.66,4,4.6,3.31,电力
168,603075,热威股份,23.61,23.72,22.62,4,3.78,17.57,白色家电
169,603092,德力佳,74.8,77.0,68.03,4,8.72,34.09,风电设备
170,603116,红蜻蜓,5.96,5.98,5.52,4,7.19,5.09,服装家纺
171,603153,上海建科,16.81,16.92,16.41,4,1.76,1.43,建筑装饰
172,603198,迎驾贡酒,39.02,39.02,34.35,4,12.87,3.21,白酒
173,603209,兴通股份,15.31,15.38,14.41,4,5.73,7.32,港口航运
174,603233,大参林,17.98,18.18,17.05,4,3.39,1.96,医药商业
175,603323,苏农银行,5.03,5.05,4.84,4,3.71,4.8,银行
176,603324,盛剑科技,26.91,28.3,25.86,4,2.87,9.6,环保设备
177,603355,莱克电气,30.48,30.88,26.85,4,12.93,2.7,小家电
178,603697,有友食品,10.42,10.51,9.78,4,6.11,6.85,食品加工制造
179,603725,天安新材,9.67,9.76,8.9,4,5.45,12.29,家居用品
180,603788,宁波高发,18.5,18.79,15.67,4,17.68,25.66,汽车零部件
181,603798,康普顿,17.78,18.0,16.74,4,6.15,14.05,石油加工贸易
182,603806,福斯特,18.15,18.48,17.01,4,5.58,6.7,光伏设备
183,603813,*ST原尚,33.31,33.31,27.81,4,21.57,3.64,物流
184,603868,飞科电器,33.0,33.19,31.44,4,4.3,1.33,小家电
185,603939,益丰药房,24.7,24.79,22.16,4,10.02,3.86,医药商业
186,605011,杭州热电,20.53,21.46,19.29,4,5.93,5.7,电力
187,605077,华康股份,16.99,17.18,14.68,4,15.42,16.22,化学制品
195,000042,中洲控股,9.05,9.25,8.85,3,1.91,2.67,房地产
196,000338,潍柴动力,29.49,30.18,26.15,3,11.87,8.4,汽车零部件
197,000526,学大教育,34.54,35.0,31.07,3,10.35,10.66,教育
198,000711,ST京蓝,4.34,4.42,3.71,3,11.28,17.96,环境治理
199,000739,普洛药业,18.48,18.78,17.21,3,7.57,3.55,化学制药
200,000885,城发环境,14.39,14.47,13.47,3,5.96,5.51,环境治理
201,000937,冀中能源,5.68,5.7,5.45,3,4.03,1.89,煤炭开采加工
202,000958,电投产融,6.23,6.24,6.02,3,2.47,1.74,电力
203,001221,悍高集团,63.8,64.0,62.08,3,1.88,7.42,家居用品
204,001258,立新能源,9.58,9.83,8.83,3,6.09,20.41,电力
205,001267,汇绿生态,50.92,50.92,41.71,3,17.52,32.84,通信设备
206,001282,三联锻造,22.12,23.32,20.5,3,5.58,26.85,汽车零部件
207,001283,豪鹏科技,73.13,74.5,70.9,3,2.17,21.41,电池
208,001301,尚太科技,74.98,77.62,70.82,3,3.81,15.92,电池
209,001389,广合科技,168.38,172.88,147.8,3,13.54,24.52,元件
210,002053,云南能投,11.99,12.05,11.16,3,6.11,4.78,电力
211,002078,太阳纸业,14.58,14.83,14.08,3,3.4,1.93,造纸
212,002080,中材科技,53.12,55.3,49.3,3,7.77,10.89,建筑材料
213,002245,蔚蓝锂芯,21.16,21.38,19.35,3,7.63,19.99,电池
214,002274,华昌化工,6.33,6.37,6.02,3,3.77,6.41,化学原料
215,002326,永太科技,25.31,26.52,24.04,3,3.18,19.36,化学制品
216,002384,东山精密,186.66,194.0,156.01,3,18.89,21.12,元件
217,002468,申通快递,17.73,18.04,16.95,3,4.36,5.96,物流
218,002655,共达电声,24.71,25.13,22.45,3,8.9,28.48,消费电子
219,002787,华源控股,19.44,19.44,16.29,3,14.83,36.12,包装印刷
220,002807,江阴银行,4.79,4.82,4.67,3,2.57,4.3,银行
221,002975,博杰股份,112.61,115.5,92.21,3,18.41,40.47,自动化设备
222,002979,雷赛智能,41.85,43.53,39.33,3,5.5,10.99,自动化设备
244,600019,宝钢股份,6.38,6.42,6.24,3,2.08,1.35,钢铁
245,600060,海信视像,24.34,24.48,22.85,3,6.57,3.57,黑色家电
246,600066,宇通客车,36.97,37.45,35.56,3,2.75,2.93,汽车整车
247,600116,三峡水利,6.7,6.73,6.52,3,1.06,3.97,电力
248,600153,建发股份,8.92,8.95,8.69,3,2.18,1.42,物流
249,600176,中国巨石,33.52,34.4,31.03,3,5.71,9.91,建筑材料
250,600186,莲花控股,9.45,9.45,7.55,3,20.08,49.45,食品加工制造
251,600188,兖矿能源,20.63,20.99,18.7,3,9.97,3.35,煤炭开采加工
252,600233,圆通速递,22.38,22.86,20.59,3,7.44,2.99,物流
253,600256,广汇能源,6.59,6.65,6.09,3,7.33,9.6,油气开采及服务
254,600258,首旅酒店,15.23,15.59,14.89,3,1.94,4.74,旅游及酒店
255,600299,安迪苏,14.09,14.45,13.11,3,6.82,2.25,化学制品
256,600395,盘江股份,5.84,5.85,5.63,3,2.64,4.35,煤炭开采加工
257,600420,国药现代,9.77,9.8,9.69,3,0.41,1.46,化学制药
258,600426,华鲁恒升,36.33,36.98,34.06,3,3.71,3.97,农化制品
259,600461,洪城环境,10.22,10.23,9.74,3,4.82,2.06,环境治理
260,600509,天富能源,8.33,8.37,7.73,3,6.11,9.09,电力
261,600548,深高速,9.23,9.23,9.07,3,1.54,0.41,公路铁路运输
262,600562,国睿科技,29.79,30.78,27.91,3,5.34,4.58,军工电子
263,600566,济川药业,25.15,25.27,24.67,3,1.33,1.03,中药
264,600599,*ST熊猫,4.45,4.45,3.92,3,13.81,7.68,家居用品
265,600699,均胜电子,29.51,30.1,25.55,3,13.07,24.85,汽车零部件
266,600717,天津港,4.53,4.54,4.46,3,1.57,1.81,港口航运
267,600731,湖南海利,7.0,7.11,6.62,3,4.01,7.49,农化制品
268,600736,苏州高新,8.37,8.37,6.34,3,33.07,17.37,房地产
269,600835,上海机电,23.67,24.68,22.4,3,4.5,5.17,专用设备
270,600901,江苏金租,7.18,7.23,6.9,3,3.91,1.86,多元金融
271,600989,宝丰能源,28.78,29.08,26.6,3,5.19,4.19,化学原料
272,601001,晋控煤业,17.95,18.28,16.84,3,6.15,3.04,煤炭开采加工
273,601033,永兴股份,14.97,14.98,14.72,3,1.35,4.1,环境治理
274,601298,青岛港,9.13,9.15,8.8,3,3.51,0.46,港口航运
275,601512,中新集团,11.35,11.35,8.89,3,27.96,5.97,房地产
276,601678,滨化股份,5.16,5.22,4.94,3,2.38,8.13,化学原料
277,601898,中煤能源,17.6,17.85,16.05,3,8.71,1.47,煤炭开采加工
278,601918,新集能源,8.15,8.18,7.45,3,9.1,6.54,煤炭开采加工
279,601995,中金公司,34.17,34.4,33.75,3,0.95,1.64,证券
280,601997,贵阳银行,6.28,6.37,5.79,3,8.46,8.17,银行
281,603038,华立股份,16.93,17.43,15.54,3,6.81,11.64,建筑材料
282,603053,成都燃气,9.67,9.67,9.43,3,1.79,0.9,燃气
283,603115,海星股份,58.55,58.92,44.0,3,32.29,13.67,电子化学品
284,603228,景旺电子,70.0,71.43,63.6,3,8.16,16.9,元件
285,603319,美湖股份,37.7,38.15,33.15,3,11.11,19.04,汽车零部件
286,603639,海利尔,13.62,13.68,13.05,3,3.81,3.1,农化制品
287,603650,彤程新材,55.67,58.56,53.78,3,3.34,8.1,橡胶制品
288,603733,仙鹤股份,22.6,22.73,21.47,3,5.26,1.27,造纸
289,603766,隆鑫通用,15.95,16.26,15.11,3,5.21,3.33,汽车服务及其他
290,603897,长城科技,51.84,54.25,48.67,3,2.23,18.97,电网设备
291,605183,确成股份,19.69,19.97,19.14,3,2.34,1.33,橡胶制品
292,605298,必得科技,60.35,65.0,54.0,3,11.35,8.22,轨交设备
293,605365,立达信,32.0,33.46,25.14,3,27.29,12.11,光学光电子
