序号,股票代码,股票简称,收盘价,最高价,最低价,连涨天数,连续涨跌幅,累计换手率,所属行业
165,601366,利群股份,3.84,4.05,3.77,5,-5.19,5.63,零售
166,601600,中国铝业,11.9,12.8,11.76,5,-7.03,8.31,工业金属
167,601618,中国中冶,2.94,3.0,2.93,5,-1.67,2.38,建筑装饰
168,601689,拓普集团,57.97,61.43,57.29,5,-5.22,8.68,汽车零部件
169,601788,光大证券,14.92,15.57,14.9,5,-4.24,3.04,证券
170,601990,南京证券,7.3,7.46,7.28,5,-1.75,1.75,证券
171,603055,台华新材,9.22,9.57,9.13,5,-3.25,3.37,纺织制造
172,603099,长白山,34.62,36.62,34.35,5,-5.44,9.13,旅游及酒店
173,603136,天目湖,10.67,11.48,10.62,5,-7.22,9.69,旅游及酒店
174,603151,邦基科技,15.19,17.37,15.06,5,-11.63,12.18,农产品加工
175,603159,上海亚虹,25.68,27.5,25.58,5,-6.24,5.3,专用设备
176,603206,嘉环科技,16.75,17.9,16.62,5,-4.5,11.11,通信服务
177,603222,济民健康,9.91,10.65,9.9,5,-6.69,22.8,医疗器械
178,603232,格尔软件,18.88,20.5,18.86,5,-9.14,16.98,软件开发
179,603258,电魂网络,17.15,18.04,17.06,5,-4.93,3.65,游戏
180,603273,天元智能,17.35,18.13,17.27,5,-3.88,10.55,工程机械
181,603338,浙江鼎力,49.39,51.9,49.0,5,-3.95,3.81,工程机械
182,603350,安乃达,35.25,36.93,34.7,5,-4.86,21.19,电机
183,603400,华之杰,66.06,70.68,63.22,5,-5.66,44.5,通用设备
184,603535,嘉诚国际,8.16,8.42,8.09,5,-3.09,3.11,物流
185,603718,海利生物,3.87,4.59,3.85,5,-14.76,19.75,医疗器械
186,603828,ST柯利达,5.23,6.04,5.23,5,-12.98,4.17,建筑装饰
187,603833,欧派家居,47.13,51.2,46.41,5,-7.17,2.21,家居用品
188,603855,华荣股份,19.35,19.87,19.31,5,-2.22,2.0,专用设备
189,603896,寿仙谷,18.13,18.7,18.03,5,-3.2,3.28,中药
190,605066,天正电气,7.56,8.3,7.49,5,-8.92,14.38,电网设备
202,000002,万科A,3.81,3.95,3.81,4,-3.79,3.46,房地产
203,000004,*ST国华,3.06,3.57,3.06,4,-18.62,2.75,软件开发
204,000517,荣安地产,1.87,1.93,1.84,4,-3.11,2.71,房地产
205,000595,*ST宝实,6.56,7.1,6.52,4,-4.65,6.22,电力
206,000677,恒天海龙,4.19,4.63,4.15,4,-7.91,16.38,化学纤维
207,000759,中百集团,5.23,5.71,5.17,4,-7.1,12.85,零售
208,000785,居然智家,2.55,2.66,2.52,4,-3.04,3.78,零售
209,000807,云铝股份,33.55,36.1,33.25,4,-8.51,5.59,工业金属
210,000889,中嘉博创,4.35,5.45,4.26,4,-17.77,93.16,通信服务
211,000913,钱江摩托,13.84,15.63,13.66,4,-10.59,9.42,汽车服务及其他
212,000965,天保基建,3.53,3.66,3.51,4,-3.29,5.38,房地产
213,001220,世盟股份,43.79,45.85,43.23,4,-4.1,52.65,物流
214,001223,欧克科技,57.51,60.9,57.0,4,-4.18,5.58,自动化设备
215,001285,瑞立科密,52.46,55.17,52.41,4,-4.2,14.51,汽车零部件
216,001300,三柏硕,17.18,18.7,17.16,4,-7.03,8.0,家居用品
217,001378,德冠新材,25.05,26.54,25.02,4,-4.02,11.59,塑料制品
218,002010,传化智联,5.79,6.05,5.76,4,-4.3,3.16,物流
219,002160,常铝股份,4.91,5.19,4.86,4,-5.58,8.98,工业金属
220,002193,如意集团,6.17,6.62,6.1,4,-5.8,12.67,服装家纺
221,002214,*ST大立,18.56,19.2,18.56,4,-3.03,3.54,军工电子
222,002240,盛新锂能,46.3,50.83,45.4,4,-7.95,21.85,能源金属
223,002248,华东数控,12.08,12.74,11.98,4,-7.15,18.3,通用设备
224,002251,步步高,4.19,4.34,4.16,4,-2.78,11.18,零售
225,002268,电科网安,16.08,16.92,16.03,4,-7.48,6.36,计算机设备
226,002285,世联行,2.97,3.21,2.95,4,-6.9,12.2,房地产
227,002314,南山控股,2.46,2.66,2.44,4,-9.23,15.4,房地产
228,002444,巨星科技,31.36,32.84,31.17,4,-2.61,3.6,通用设备
229,002548,金新农,4.87,5.3,4.8,4,-5.98,11.01,农产品加工
230,002578,闽发铝业,3.77,4.1,3.73,4,-7.37,14.92,工业金属
231,002656,*ST摩登,3.01,3.16,2.93,4,-4.14,5.24,服装家纺
232,002664,信质集团,19.99,22.01,19.89,4,-9.42,11.42,汽车零部件
233,002673,西部证券,7.08,7.39,7.08,4,-3.8,2.71,证券
234,002676,顺威股份,6.69,7.02,6.62,4,-4.43,6.69,白色家电
235,002683,广东宏大,40.2,43.16,39.76,4,-5.48,7.7,化学制品
236,002706,良信股份,10.6,11.28,10.41,4,-5.44,28.52,电网设备
237,002718,友邦吊顶,71.09,76.7,69.79,4,-6.04,7.25,建筑材料
238,002723,小崧股份,10.05,11.05,9.9,4,-6.07,21.47,光学光电子
239,002771,真视通,16.02,19.15,16.01,4,-13.5,88.44,IT服务
240,002785,万里石,41.32,43.85,40.42,4,-3.35,14.2,建筑材料
241,002849,威星智能,17.22,18.6,17.12,4,-5.07,10.68,通用设备
242,002860,星帅尔,12.9,14.05,12.85,4,-7.86,21.29,白色家电
243,002868,*ST绿康,39.1,40.58,39.01,4,-3.69,2.47,养殖业
244,002880,卫光生物,26.11,27.34,26.02,4,-4.6,2.87,生物制品
245,002882,金龙羽,27.81,30.43,27.61,4,-9.3,15.77,电网设备
246,002896,中大力德,71.1,74.0,70.77,4,-4.68,10.11,通用设备
247,002973,侨银股份,12.64,13.68,12.5,4,-6.99,5.09,环境治理
248,003033,征和工业,56.11,61.86,55.8,4,-8.28,7.38,汽车服务及其他
296,600051,宁波联合,7.35,7.77,7.27,4,-3.54,10.09,综合
297,600053,九鼎投资,14.33,15.35,14.18,4,-6.46,4.39,多元金融
298,600218,全柴动力,9.48,9.87,9.43,4,-3.66,5.72,汽车零部件
299,600288,大恒科技,15.01,15.98,14.89,4,-5.24,9.08,软件开发
300,600376,首开股份,4.45,4.8,4.45,4,-8.81,7.33,房地产
301,600382,广东明珠,8.81,10.2,8.7,4,-13.12,17.74,钢铁
302,600383,金地集团,2.7,2.84,2.7,4,-4.93,4.06,房地产
303,600603,广汇物流,6.75,7.22,6.59,4,-4.93,6.07,物流
304,600649,城投控股,4.24,4.4,4.22,4,-4.07,3.94,房地产
305,600657,信达地产,2.96,3.12,2.94,4,-5.13,2.72,房地产
306,600760,中航沈飞,49.33,51.15,48.91,4,-3.14,2.81,军工装备
307,600768,宁波富邦,16.6,17.9,16.49,4,-6.9,28.9,电网设备
308,600828,茂业商业,5.14,5.32,5.08,4,-2.65,4.42,零售
309,600860,京城股份,11.01,11.74,10.96,4,-7.63,11.92,通用设备
310,600984,建设机械,4.08,4.32,4.03,4,-5.34,6.98,工程机械
311,601799,星宇股份,124.65,134.0,123.28,4,-6.35,3.99,汽车零部件
312,601956,东贝集团,6.01,6.62,5.98,4,-10.83,10.39,白色家电
313,603006,联明股份,12.73,13.31,12.67,4,-4.29,3.25,汽车零部件
314,603014,威高血净,37.14,37.77,37.11,4,-1.77,7.33,医疗器械
315,603081,大丰实业,11.83,12.48,11.73,4,-4.6,6.1,专用设备
316,603090,宏盛股份,68.85,76.3,67.03,4,-7.27,21.93,通用设备
317,603121,华培动力,20.99,22.59,20.89,4,-6.46,7.59,汽车零部件
318,603186,华正新材,69.8,77.34,68.11,4,-7.37,39.04,元件
319,603327,福蓉科技,10.29,10.97,10.23,4,-4.19,14.37,消费电子
320,603353,和顺石油,36.51,39.6,36.03,4,-6.41,10.07,石油加工贸易
321,603360,百傲化学,23.51,26.75,22.95,4,-11.91,9.7,农化制品
322,603409,汇通控股,42.02,43.99,41.5,4,-3.49,30.72,汽车零部件
323,603557,ST起步,3.71,4.3,3.68,4,-13.32,9.43,服装家纺
324,603777,来伊份,15.32,17.07,15.3,4,-9.88,23.6,食品加工制造
325,603786,科博达,53.81,57.8,52.65,4,-5.84,4.13,汽车零部件
326,603799,华友钴业,62.22,66.65,61.9,4,-6.03,15.12,能源金属
327,603816,顾家家居,30.23,31.86,30.05,4,-3.57,2.99,家居用品
328,603819,神力股份,13.92,14.98,13.76,4,-5.37,15.9,电机
329,603959,百利科技,5.9,7.2,5.8,4,-15.95,32.22,电池
330,603969,银龙股份,9.06,9.79,9.01,4,-6.6,6.47,通用设备
331,603988,中电电机,24.52,26.48,24.21,4,-7.65,11.41,电机
332,603997,继峰股份,12.74,13.25,12.6,4,-3.26,2.03,汽车零部件
333,605050,福然德,12.79,13.4,12.69,4,-4.48,5.11,物流
334,605081,*ST太和,6.17,7.19,6.17,4,-18.49,0.38,环境治理
335,605178,时空科技,67.2,79.87,63.68,4,-22.63,18.95,建筑装饰
336,605179,一鸣食品,17.36,18.66,17.25,4,-3.82,4.69,饮料制造
337,605196,华通线缆,44.93,51.65,43.7,4,-12.59,8.58,电网设备
338,605218,伟时电子,17.91,18.68,17.86,4,-4.02,3.49,光学光电子
339,605286,同力天启,44.04,48.0,43.38,4,-6.83,7.91,专用设备
356,000020,深华发A,15.49,15.99,15.39,3,-3.55,9.21,光学光电子
357,000030,富奥股份,5.21,5.72,5.19,3,-8.11,6.77,汽车零部件
358,000048,京基智农,14.55,15.21,14.41,3,-3.13,6.94,养殖业
359,000078,海王生物,3.33,3.91,3.32,3,-14.62,19.58,医药商业
360,000099,中信海直,17.96,18.48,17.89,3,-2.13,3.22,机场航运
361,000166,申万宏源,4.65,4.75,4.63,3,-1.9,0.97,证券
362,000420,吉林化纤,5.26,5.38,5.21,3,-2.59,15.29,化学纤维
363,000426,兴业银锡,41.1,45.3,40.4,3,-9.63,11.95,贵金属
364,000505,京粮控股,6.48,6.66,6.42,3,-2.56,4.22,农产品加工
365,000510,新金路,13.62,15.35,13.35,3,-9.8,25.78,化学原料
366,000514,渝开发,4.72,4.9,4.69,3,-3.08,2.52,房地产
367,000519,中兵红箭,17.65,18.22,17.53,3,-2.92,3.88,军工装备
368,000536,华映科技,4.09,4.25,4.08,3,-3.99,3.61,光学光电子
369,000547,航天发展,26.22,29.07,26.2,3,-8.8,34.75,军工电子
370,000557,西部创业,4.65,4.74,4.6,3,-1.27,1.38,公路铁路运输
371,000558,天府文旅,4.28,4.62,4.25,3,-5.93,7.46,旅游及酒店
372,000561,烽火电子,9.68,10.14,9.63,3,-4.16,4.12,军工装备
373,000564,供销大集,1.82,1.92,1.81,3,-4.71,3.71,零售
374,000565,渝三峡A,7.17,7.37,7.14,3,-2.45,3.87,化学制品
375,000566,海南海药,5.13,5.52,5.11,3,-7.4,6.8,化学制药
376,000572,海马汽车,5.56,5.85,5.52,3,-4.63,5.88,汽车整车
377,000605,渤海股份,6.64,6.78,6.54,3,-1.63,3.38,环境治理
378,000607,华媒控股,3.91,4.1,3.9,3,-3.93,3.76,文化传媒
379,000608,*ST阳光,3.86,4.03,3.81,3,-4.22,4.93,房地产
380,000615,*ST美谷,3.34,3.49,3.33,3,-3.47,2.44,美容护理
381,000633,合金投资,6.39,6.78,6.35,3,-6.03,9.04,金属新材料
382,000635,英力特,7.9,8.15,7.85,3,-4.24,5.66,化学原料
383,000639,西王食品,2.03,2.16,2.02,3,-5.58,12.86,食品加工制造
384,000663,永安林业,6.32,6.43,6.26,3,-1.71,6.01,种植业与林业
385,000665,湖北广电,4.59,4.75,4.57,3,-3.57,3.18,文化传媒
386,000676,智度股份,7.5,7.77,7.48,3,-3.47,4.74,文化传媒
387,000695,滨海能源,14.57,15.34,14.4,3,-4.58,17.26,电池
388,000703,恒逸石化,14.98,15.33,14.79,3,-2.09,3.39,化学纤维
389,000708,中信特钢,15.71,16.96,15.5,3,-6.77,0.82,钢铁
390,000716,黑芝麻,4.99,5.19,4.96,3,-3.11,3.47,食品加工制造
391,000735,罗牛山,6.81,7.24,6.76,3,-4.76,6.23,养殖业
392,000777,中核科技,22.08,23.2,21.8,3,-4.83,8.33,通用设备
393,000786,北新建材,24.88,25.73,24.43,3,-3.12,2.19,建筑材料
394,000788,北大医药,6.31,6.75,6.31,3,-4.39,23.05,化学制药
395,000790,华神科技,3.85,4.07,3.82,3,-4.7,7.7,中药
396,000795,英洛华,9.18,9.49,9.16,3,-2.65,3.98,金属新材料
397,000797,中国武夷,2.7,2.8,2.68,3,-2.88,3.57,房地产
398,000798,中水渔业,9.86,10.89,9.78,3,-5.56,11.4,养殖业
399,000801,四川九洲,14.05,14.57,14.0,3,-2.9,3.84,黑色家电
400,000816,智慧农业,3.13,3.27,3.12,3,-3.99,5.25,工业金属
401,000826,启迪环境,1.87,2.02,1.86,3,-7.43,8.8,环境治理
402,000838,财信发展,1.71,1.9,1.61,3,-7.57,13.81,房地产
403,000877,天山股份,4.71,4.8,4.66,3,-1.46,0.39,建筑材料
404,000882,华联股份,1.58,1.64,1.57,3,-3.07,4.36,零售
405,000888,峨眉山A,12.25,12.71,12.21,3,-3.01,5.38,旅游及酒店
406,000901,航天科技,22.83,24.09,22.6,3,-4.6,10.54,汽车零部件
407,000909,*ST数源,6.03,6.79,6.03,3,-9.73,2.45,房地产
408,000920,沃顿科技,11.54,12.1,11.47,3,-4.23,3.29,塑料制品
409,000955,欣龙控股,4.99,5.24,4.95,3,-2.92,7.79,纺织制造
410,000975,山金国际,28.21,30.52,27.82,3,-7.11,4.22,贵金属
411,000981,山子高科,3.93,4.11,3.93,3,-4.38,8.26,汽车零部件
412,000998,隆平高科,9.68,10.05,9.57,3,-2.71,5.14,种植业与林业
413,000999,华润三九,27.28,27.69,27.26,3,-0.94,1.57,中药
414,001201,东瑞股份,13.0,13.42,12.79,3,-1.81,8.87,养殖业
415,001208,华菱线缆,20.66,22.69,20.45,3,-9.58,40.9,电网设备
416,001225,和泰机电,48.76,51.03,48.15,3,-4.3,14.79,专用设备
417,001238,浙江正特,46.98,47.94,46.62,3,-1.16,0.76,家居用品
418,001239,永达股份,14.88,15.32,14.86,3,-2.81,6.39,工程机械
419,001255,博菲电气,35.82,37.5,35.64,3,-4.58,4.93,塑料制品
420,001266,宏英智能,32.08,33.61,32.0,3,-3.63,7.02,自动化设备
421,001269,欧晶科技,21.72,22.75,21.51,3,-3.94,3.71,光伏设备
422,001277,速达股份,35.24,35.9,35.06,3,-1.7,3.97,专用设备
423,001288,运机集团,27.7,28.45,27.3,3,-2.36,5.98,专用设备
424,001296,长江材料,25.36,25.98,24.93,3,-2.01,9.38,非金属材料
425,001311,多利科技,29.65,32.78,29.29,3,-8.2,11.63,汽车零部件
426,001317,三羊马,49.31,51.16,48.83,3,-2.86,8.0,物流
427,001324,长青科技,20.3,21.09,20.23,3,-2.26,12.2,轨交设备
428,001331,胜通能源,49.15,52.52,48.8,3,-3.99,7.05,燃气
429,001333,光华股份,24.25,25.03,24.05,3,-2.92,19.57,塑料制品
430,001356,富岭股份,10.81,11.17,10.72,3,-3.31,3.96,家居用品
431,001360,南矿集团,21.04,22.15,20.8,3,-5.01,5.08,专用设备
432,001366,播恩集团,14.5,16.47,14.45,3,-7.23,28.41,农产品加工
433,001369,双欣材料,15.77,16.33,15.6,3,-2.89,24.26,化学纤维
434,001379,腾达科技,21.39,21.98,21.31,3,-2.28,7.12,通用设备
435,001387,雪祺电气,13.14,13.48,13.1,3,-2.3,5.57,白色家电
436,001388,信通电子,38.41,39.89,38.4,3,-3.3,10.0,电网设备
437,001696,宗申动力,19.19,19.89,19.08,3,-3.13,7.24,通用设备
438,002011,盾安环境,12.09,12.27,12.02,3,-1.31,2.34,白色家电
439,002014,永新股份,11.62,12.16,11.5,3,-3.41,1.3,包装印刷
440,002030,达安基因,5.77,5.92,5.75,3,-2.53,2.02,医疗器械
441,002031,巨轮智能,5.95,6.19,5.91,3,-4.03,5.64,专用设备
442,002035,华帝股份,6.16,6.39,6.12,3,-2.99,5.24,厨卫电器
443,002038,双鹭药业,7.18,8.1,7.15,3,-5.65,25.92,化学制药
444,002041,登海种业,10.09,10.42,9.66,3,-2.79,4.43,种植业与林业
445,002047,*ST宝鹰,5.37,5.79,5.3,3,-7.57,6.48,建筑装饰
446,002051,中工国际,10.81,12.27,10.74,3,-9.69,23.64,建筑装饰
447,002068,黑猫股份,8.53,8.9,8.48,3,-3.07,4.44,橡胶制品
448,002085,万丰奥威,14.36,14.74,14.3,3,-2.58,3.21,汽车零部件
449,002086,东方海洋,1.92,2.03,1.91,3,-5.42,7.53,医疗器械
450,002088,鲁阳节能,10.3,10.77,10.23,3,-3.38,2.51,建筑材料
451,002098,浔兴股份,8.73,9.03,8.65,3,-3.22,2.36,纺织制造
452,002099,海翔药业,6.93,7.29,6.92,3,-4.94,3.56,化学制药
453,002103,广博股份,8.1,8.28,8.06,3,-1.82,3.81,家居用品
454,002105,信隆健康,6.16,6.39,6.13,3,-3.6,4.68,汽车服务及其他
455,002112,三变科技,20.57,21.91,20.28,3,-7.01,23.8,电网设备
456,002129,TCL中环,8.64,8.91,8.56,3,-2.04,4.61,光伏设备
457,002131,利欧股份,7.86,8.28,7.82,3,-5.42,22.6,通用设备
458,002144,宏达高科,14.75,15.6,14.71,3,-5.14,8.93,纺织制造
459,002162,悦心健康,4.42,4.61,4.39,3,-3.7,5.14,家居用品
460,002163,海南发展,12.18,13.27,12.06,3,-7.66,13.3,建筑装饰
461,002165,红宝丽,8.98,9.81,8.86,3,-8.18,17.61,化学制品
462,002167,东方锆业,12.86,13.18,12.68,3,-3.53,10.38,小金属
463,002172,澳洋健康,3.73,3.84,3.7,3,-2.61,4.93,医疗服务
464,002177,御银股份,7.34,7.87,7.32,3,-7.21,20.73,零售
465,002179,中航光电,35.85,36.81,35.55,3,-2.34,3.46,军工电子
466,002187,广百股份,6.03,6.31,6.0,3,-3.83,4.31,零售
467,002190,成飞集成,31.1,32.33,30.91,3,-2.84,3.1,汽车零部件
468,002207,准油股份,6.96,7.33,6.76,3,-4.4,24.66,油气开采及服务
469,002223,鱼跃医疗,32.38,33.13,32.3,3,-1.49,1.99,医疗器械
470,002239,奥特佳,2.98,3.07,2.97,3,-2.61,5.34,汽车零部件
471,002247,聚力文化,2.71,2.83,2.66,3,-3.9,10.03,建筑材料
472,002263,大东南,4.37,5.15,4.35,3,-14.81,53.45,塑料制品
473,002264,新华都,8.16,8.45,8.13,3,-2.51,6.12,文化传媒
474,002282,博深股份,6.83,6.98,6.79,3,-2.01,2.81,通用设备
475,002291,遥望科技,6.21,6.54,6.19,3,-4.9,9.12,文化传媒
476,002303,美盈森,3.35,3.41,3.33,3,-1.76,4.27,包装印刷
