序号,行业,公司家数,行业指数,阶段涨跌幅,流入资金,流出资金,净额
49,超导概念,32,2734.81,-0.37%,131.57,127.05,4.52
50,光纤概念,92,3586.77,-0.40%,647.84,634.03,13.8
51,污水处理,229,1947.34,-0.51%,223.08,235.55,-12.46
52,俄乌冲突概念,74,1671.71,-0.51%,148.34,165.26,-16.92
53,先进封装,159,2247.01,-0.52%,639.54,680.25,-40.71
54,汽车芯片,140,1310.68,-0.52%,461.0,499.73,-38.73
55,AI眼镜,184,2618.87,-0.52%,606.41,635.49,-29.08
56,PM2.5,36,1849.4,-0.52%,33.38,34.18,-0.8
57,医疗废物处理,42,1565.35,-0.53%,21.37,23.4,-2.02
58,证金持股,219,1196.73,-0.61%,626.39,683.19,-56.79
59,土壤修复,91,1160.85,-0.61%,98.28,101.4,-3.12
60,钠离子电池,137,1459.74,-0.63%,506.18,454.27,51.91
61,农业种植,93,2637.02,-0.64%,39.22,42.79,-3.56
62,英伟达概念,78,1811.54,-0.66%,418.3,486.14,-67.84
63,汽车拆解概念,48,1744.94,-0.66%,46.64,50.02,-3.38
64,中韩自贸区,17,2505.43,-0.69%,11.95,10.88,1.07
65,同花顺中特估100,100,1236.02,-0.69%,357.04,366.46,-9.42
66,同花顺漂亮100,100,887.57,-0.72%,876.27,894.31,-18.04
67,金属锌,44,2418.68,-0.74%,134.13,125.91,8.21
68,盐湖提锂,46,2171.31,-0.75%,260.45,239.36,21.09
69,固态电池,288,1560.6,-0.78%,955.54,859.42,96.13
70,信托概念,23,1234.78,-0.79%,15.05,21.46,-6.41
71,国家大基金持股,47,2293.48,-0.79%,265.71,298.54,-32.83
72,深圳国企改革,58,1924.74,-0.82%,24.0,27.3,-3.3
73,氢能源,396,2922.93,-0.84%,765.86,759.83,6.04
74,沪股通,1542,2486.41,-0.85%,2636.04,2759.68,-123.64
75,水泥概念,46,1335.33,-0.86%,36.63,32.78,3.86
76,代糖概念,23,1001.24,-0.89%,12.53,11.26,1.27
77,参股券商,232,1583.02,-0.91%,96.88,113.27,-16.39
78,芯片概念,865,4757.41,-0.92%,2829.3,2906.24,-76.94
79,智能音箱,59,2749.51,-0.93%,228.89,259.55,-30.67
80,华为海思概念股,50,4084.84,-0.96%,139.59,164.88,-25.3
81,固废处理,153,2390.44,-0.97%,133.15,142.53,-9.38
82,啤酒概念,29,1734.14,-0.98%,20.83,23.59,-2.76
83,富士康概念,106,3410.64,-0.98%,376.93,404.03,-27.1
84,页岩气,52,3087.73,-0.99%,60.05,64.04,-3.99
85,核污染防治,59,1656.42,-0.99%,65.77,72.55,-6.78
86,碳中和,272,2135.95,-1.00%,411.84,446.84,-35.0
87,MiniLED,102,2478.67,-1.01%,355.28,329.43,25.85
88,有机硅概念,51,2116.38,-1.03%,72.89,68.19,4.69
89,MCU芯片,93,1704.7,-1.04%,231.88,245.22,-13.34
90,期货概念,71,1853.51,-1.07%,71.78,93.94,-22.16
91,合成生物,164,1649.67,-1.07%,100.32,121.26,-20.94
92,PPP概念,200,991.38,-1.08%,145.79,180.23,-34.44
93,PVDF概念,17,1406.54,-1.08%,50.95,43.35,7.6
94,动力电池回收,94,1005.7,-1.09%,458.52,422.99,35.53
95,石墨烯,76,1824.9,-1.10%,144.08,152.79,-8.71
96,建筑节能,94,1519.13,-1.11%,51.19,54.71,-3.52
97,锂电池概念,586,2064.64,-1.15%,1566.78,1502.15,64.63
98,可降解塑料,164,1586.74,-1.16%,49.21,51.34,-2.13
99,燃料电池,213,2201.16,-1.18%,405.0,399.92,5.08
100,无线耳机,97,2533.18,-1.19%,407.9,406.36,1.54
101,燃料电池,213,2201.16,-1.18%,405.0,399.92,5.08
102,无线耳机,97,2533.18,-1.19%,407.9,406.36,1.54
103,汽车电子,381,5587.55,-1.22%,1212.55,1227.01,-14.46
104,地下管网,105,1407.81,-1.23%,51.99,63.74,-11.75
105,柔性屏(折叠屏),106,3138.27,-1.23%,284.09,310.45,-26.36
106,眼科医疗,58,1882.11,-1.24%,47.8,61.57,-13.76
107,民营医院,73,1590.77,-1.25%,58.57,71.57,-12.99
108,医美概念,94,1384.46,-1.28%,69.19,79.88,-10.69
109,新型城镇化,218,1367.85,-1.29%,150.48,155.5,-5.02
110,无线充电,57,2140.02,-1.32%,168.72,175.38,-6.66
111,国企改革,2916,1517.14,-1.32%,1933.12,2101.17,-168.05
112,超级电容,37,3060.3,-1.33%,132.28,141.12,-8.83
113,参股银行,764,1569.15,-1.33%,159.98,172.62,-12.64
114,光伏建筑一体化,133,1719.38,-1.37%,169.78,198.25,-28.46
115,土地流转,42,2230.28,-1.38%,26.44,29.25,-2.81
116,乳业,35,2150.98,-1.38%,18.18,21.55,-3.38
117,苹果概念,138,5819.65,-1.39%,581.1,557.81,23.29
118,乡村振兴,427,1233.45,-1.39%,485.28,543.75,-58.48
119,回购增持再贷款概念,480,1564.34,-1.39%,901.57,942.48,-40.91
120,钒电池,37,1532.88,-1.40%,58.81,54.45,4.36
121,上海国企改革,108,1941.86,-1.42%,30.6,35.28,-4.68
122,辅助生殖,74,1316.49,-1.42%,51.21,65.33,-14.12
123,智能穿戴,235,4349.81,-1.42%,637.94,691.54,-53.61
124,培育钻石,18,2053.61,-1.45%,39.88,42.17,-2.29
125,工业大麻,31,1635.52,-1.46%,22.06,39.56,-17.49
126,新型烟草(电子烟),53,2067.01,-1.48%,124.74,129.83,-5.09
127,ERP概念,36,1516.77,-1.50%,33.65,38.83,-5.18
128,小米概念,369,2118.42,-1.50%,936.33,963.7,-27.37
129,大豆,15,1855.71,-1.51%,6.03,6.46,-0.43
130,央企国企改革,788,3345.69,-1.52%,711.54,789.91,-78.37
131,重组蛋白,116,807.6,-1.52%,23.06,33.2,-10.14
132,智能座舱,165,1665.55,-1.53%,399.82,431.68,-31.86
133,硅能源,63,1243.27,-1.53%,118.39,126.23,-7.84
134,宁德时代概念,283,2444.64,-1.56%,823.7,786.15,37.56
135,三胎概念,212,2438.23,-1.56%,93.7,112.9,-19.2
136,网络游戏,66,1673.48,-1.57%,106.85,123.12,-16.27
137,创投,461,3678.5,-1.58%,856.94,938.04,-81.1
138,中字头股票,133,1907.79,-1.60%,320.36,342.65,-22.29
139,AI手机,38,2046.07,-1.61%,237.02,286.29,-49.27
140,智能家居,286,3886.27,-1.61%,384.64,417.12,-32.49
141,玉米,33,2680.48,-1.61%,12.98,15.29,-2.31
142,航运概念,84,1788.32,-1.62%,86.99,83.86,3.13
143,空间计算,62,1355.33,-1.62%,54.07,54.88,-0.81
144,光热发电,48,1163.76,-1.63%,78.13,70.71,7.42
145,风电,423,1447.03,-1.63%,876.23,944.57,-68.34
146,金属回收,84,1310.84,-1.64%,155.9,172.23,-16.33
147,统一大市场,117,1423.74,-1.69%,51.56,60.83,-9.27
148,消费电子概念,478,3143.46,-1.69%,1181.58,1226.82,-45.24
149,装配式建筑,107,1042.38,-1.71%,43.92,62.82,-18.9
150,粮食概念,47,935.37,-1.72%,20.78,23.91,-3.13
151,垃圾分类,98,1973.24,-1.72%,67.21,76.65,-9.44
152,2025年报预增,504,1204.47,-1.75%,1422.62,1445.0,-22.38
153,小金属概念,166,3826.77,-1.75%,534.02,519.26,14.76
154,融资融券,3812,1895.34,-1.75%,6665.83,7062.5,-396.67
155,减肥药,62,1394.74,-1.79%,47.43,65.2,-17.77
156,毫米波雷达,124,2157.53,-1.79%,379.33,388.56,-9.23
157,医药电商,174,1065.64,-1.80%,76.46,107.77,-31.31
158,互联网保险,21,1001.17,-1.80%,40.84,61.48,-20.64
159,特色小镇,40,545.07,-1.81%,33.6,40.46,-6.86
160,血氧仪,24,1707.03,-1.81%,21.11,25.67,-4.56
161,MR(混合现实),70,1794.15,-1.82%,228.61,247.68,-19.07
162,粤港澳大湾区,474,2748.55,-1.82%,915.38,972.82,-57.44
163,股权转让(并购重组),922,1140.25,-1.84%,526.85,551.07,-24.21
164,华为手机,45,1707.48,-1.86%,206.06,200.04,6.02
165,家用电器,178,4279.88,-1.87%,268.81,281.63,-12.82
166,储能,849,2709.18,-1.87%,1870.55,1920.36,-49.81
167,手机游戏,59,2921.71,-1.88%,81.02,99.86,-18.84
168,金属铅,40,2154.31,-1.91%,136.13,126.32,9.81
169,人民币贬值受益,601,2474.2,-1.91%,1415.22,1445.42,-30.2
170,冷链物流,153,1895.13,-1.92%,94.64,102.73,-8.08
171,星闪概念,75,1480.95,-1.94%,89.54,108.47,-18.93
172,共同富裕示范区,185,1605.12,-1.94%,132.3,149.1,-16.8
173,CRO概念,72,902.52,-1.95%,53.15,65.11,-11.95
174,网红经济,118,1525.56,-1.96%,104.4,135.35,-30.95
175,医疗器械概念,404,3192.18,-1.96%,389.24,455.09,-65.85
176,无人驾驶,400,3055.43,-1.97%,1003.59,1062.15,-58.56
177,深股通,1727,1397.63,-1.97%,4022.99,4308.46,-285.47
178,IP经济(谷子经济),193,1335.13,-1.97%,136.38,156.49,-20.11
179,西部大开发,632,1956.6,-1.98%,826.71,935.25,-108.54
180,PEEK材料,51,2109.48,-1.98%,94.51,92.95,1.56
181,家庭医生,27,1288.66,-1.99%,23.83,37.64,-13.8
182,新疆振兴,152,1107.42,-2.01%,162.77,193.79,-31.02
183,宠物经济,126,1542.35,-2.02%,66.22,75.65,-9.43
184,智能物流,236,1176.97,-2.03%,267.68,298.55,-30.87
185,一带一路,766,2598.31,-2.04%,1165.54,1264.24,-98.7
186,小米汽车,118,1722.9,-2.04%,301.73,310.83,-9.1
187,自由贸易港,45,1034.93,-2.05%,18.44,23.19,-4.75
188,科创次新股,23,671.09,-2.07%,77.7,58.04,19.66
189,HJT电池,65,3335.88,-2.07%,158.9,157.3,1.6
190,参股保险,114,1494.75,-2.08%,72.15,75.53,-3.38
191,5G,447,6421.44,-2.09%,1835.1,1868.36,-33.26
192,独角兽概念,111,2127.64,-2.10%,251.4,285.69,-34.29
193,F5G概念,36,4318.39,-2.10%,383.04,350.47,32.57
194,工业母机,111,2019.36,-2.11%,171.07,187.4,-16.33
195,3D打印,132,4639.32,-2.11%,286.26,293.1,-6.85
196,流感,183,1494.09,-2.12%,83.82,112.48,-28.66
197,天津自贸区,15,1199.11,-2.12%,16.96,20.23,-3.26
198,虚拟电厂,149,1732.88,-2.13%,304.87,318.58,-13.71
199,养鸡,22,1263.3,-2.15%,12.42,13.05,-0.63
200,传感器,264,1637.05,-2.16%,477.56,495.06,-17.49
201,转基因,20,1918.41,-2.17%,7.64,10.4,-2.76
202,新能源汽车,1030,4926.46,-2.18%,2140.8,2173.32,-32.52
203,海峡两岸,313,1944.27,-2.21%,695.16,770.08,-74.93
204,两轮车,69,1953.92,-2.21%,121.05,107.19,13.86
205,食品安全,83,4768.92,-2.21%,48.41,51.76,-3.35
206,光伏概念,590,4634.12,-2.21%,1286.92,1356.08,-69.16
207,雄安新区,196,1235.08,-2.22%,188.01,217.52,-29.51
208,智能医疗,326,4761.86,-2.24%,348.39,439.41,-91.02
209,跨境电商,336,1026.11,-2.24%,254.66,338.24,-83.58
210,算力租赁,172,1550.41,-2.25%,463.42,550.13,-86.71
211,基因测序,70,2087.77,-2.25%,74.33,78.92,-4.6
212,华为概念,1001,3654.97,-2.26%,2295.11,2432.43,-137.32
213,特钢概念,42,3527.58,-2.27%,39.8,44.81,-5.01
214,预制菜,100,1116.95,-2.28%,41.7,51.97,-10.27
215,高压快充,122,2067.22,-2.29%,305.12,305.09,0.02
216,人形机器人,430,2506.19,-2.30%,998.42,1019.09,-20.66
217,特斯拉概念,247,5893.61,-2.31%,852.27,842.0,10.27
218,冰雪产业,59,1483.01,-2.31%,38.55,48.13,-9.58
219,电子纸,24,1331.23,-2.32%,58.83,61.19,-2.36
220,比亚迪概念,662,2029.46,-2.32%,1159.24,1199.42,-40.18
221,幽门螺杆菌概念,74,1073.66,-2.34%,33.65,43.07,-9.42
222,旅游概念,150,2963.03,-2.36%,102.44,137.87,-35.43
223,摘帽,54,982.23,-2.36%,90.71,101.58,-10.87
224,机器人概念,1177,4157.02,-2.36%,1922.13,2034.86,-112.73
225,黑龙江自贸区,36,1855.84,-2.39%,36.72,45.19,-8.46
226,雅下水电概念,89,1416.46,-2.42%,139.2,150.67,-11.47
227,数据确权,68,1629.02,-2.43%,60.52,77.7,-17.19
228,体育产业,131,1101.67,-2.44%,74.1,87.83,-13.73
229,特高压,125,5361.77,-2.45%,360.48,393.51,-33.03
230,猴痘概念,74,915.72,-2.46%,34.02,45.56,-11.54
231,国产航母,36,2358.61,-2.46%,119.18,125.31,-6.14
232,烟草,41,1667.24,-2.47%,37.07,33.87,3.2
233,长安汽车概念,450,1714.57,-2.48%,464.68,455.32,9.35
234,金属铜,92,1948.54,-2.48%,246.79,250.3,-3.51
235,金属镍,40,1338.28,-2.49%,99.85,100.49,-0.64
236,露营经济,55,1733.94,-2.49%,23.88,25.01,-1.13
237,MicroLED概念,71,1719.2,-2.50%,195.18,207.7,-12.52
238,碳纤维,76,2181.58,-2.50%,104.67,116.16,-11.49
239,海工装备,270,4030.56,-2.50%,638.3,691.93,-53.63
240,专精特新,1173,1716.13,-2.52%,1318.92,1376.35,-57.42
241,赛马概念,4,1261.79,-2.54%,1.73,3.27,-1.54
242,广东自贸区,27,1382.48,-2.55%,17.0,18.62,-1.62
243,DeepSeek概念,767,1756.22,-2.56%,1112.4,1299.71,-187.31
244,中俄贸易概念,178,1779.27,-2.56%,93.33,110.51,-17.18
245,京津冀一体化,291,2133.59,-2.56%,376.21,437.02,-60.81
246,机器视觉,246,2016.19,-2.57%,374.62,408.52,-33.9
247,阿尔茨海默概念,84,1295.08,-2.57%,33.86,45.88,-12.02
248,养老概念,217,2266.89,-2.57%,110.85,154.08,-43.23
249,华为汽车,172,3171.55,-2.57%,360.85,386.7,-25.85
250,上海自贸区,58,4411.72,-2.58%,88.6,99.96,-11.36
251,创新药,272,1345.26,-2.58%,153.61,218.98,-65.37
252,禽流感,26,2269.08,-2.58%,7.5,12.02,-4.53
253,租售同权,28,814.28,-2.59%,18.53,18.95,-0.42
254,ST板块,185,566.45,-2.60%,71.57,76.43,-4.86
255,仿制药一致性评价,143,1718.39,-2.60%,78.5,107.25,-28.76
256,黄金概念,81,3895.23,-2.61%,176.51,173.88,2.63
257,可控核聚变,110,2481.44,-2.61%,301.24,325.79,-24.55
258,农机,97,1402.62,-2.62%,92.65,95.82,-3.16
259,充电桩,386,6845.41,-2.62%,734.78,817.75,-82.97
260,液冷服务器,197,2220.88,-2.62%,830.63,916.9,-86.27
261,肝炎概念,140,1180.24,-2.63%,58.8,83.32,-24.52
262,免税店,26,1003.42,-2.63%,18.05,24.29,-6.24
263,民爆概念,25,1872.1,-2.64%,33.38,28.13,5.26
264,数据中心,599,2443.1,-2.64%,2252.04,2412.9,-160.86
265,水利,259,2678.56,-2.65%,373.02,426.19,-53.17
266,柔性直流输电,62,1687.43,-2.70%,207.49,237.0,-29.51
267,细胞免疫治疗,63,1220.32,-2.70%,37.28,54.74,-17.47
268,高端装备,362,3587.51,-2.71%,705.35,744.92,-39.57
269,TOPCON电池,81,1216.79,-2.71%,213.26,219.74,-6.49
270,房屋检测,46,1757.17,-2.71%,15.93,19.94,-4.01
271,核电,340,4392.78,-2.72%,634.13,692.87,-58.73
272,虚拟现实,285,1057.87,-2.72%,733.24,836.8,-103.56
273,新型工业化,287,1748.67,-2.72%,346.12,384.56,-38.44
274,车联网(车路协同),295,1246.54,-2.72%,405.84,495.08,-89.24
275,工业互联网,427,2844.97,-2.73%,737.94,820.81,-82.87
276,钙钛矿电池,90,1216.49,-2.75%,306.5,291.57,14.92
277,化债概念(AMC概念),42,1223.05,-2.76%,18.32,23.44,-5.12
278,拼多多概念,40,1812.38,-2.76%,47.14,52.2,-5.06
279,无人机,455,3294.78,-2.79%,900.28,962.58,-62.3
280,东数西算(算力),379,2381.14,-2.80%,1163.86,1371.56,-207.7
281,足球概念,37,1663.42,-2.81%,30.73,40.77,-10.05
282,人工智能,1062,1400.91,-2.82%,1431.37,1689.02,-257.65
283,物业管理,178,1227.98,-2.83%,76.56,99.1,-22.54
284,新股与次新股,126,16338.1,-2.84%,140.88,124.43,16.45
285,物联网,459,3186.19,-2.84%,844.87,934.8,-89.93
286,多模态AI,148,1403.6,-2.85%,236.55,312.12,-75.57
287,6G概念,94,2570.9,-2.86%,532.67,538.99,-6.32
288,维生素,74,1399.38,-2.87%,40.27,47.01,-6.74
289,知识产权保护,51,1852.66,-2.88%,34.23,38.86,-4.63
290,数字乡村,100,1947.81,-2.88%,118.97,136.11,-17.14
291,注册制次新股,81,201.41,-2.90%,140.88,124.43,16.45
292,福建自贸区,127,1726.8,-2.90%,262.76,269.59,-6.83
293,数字水印,30,1191.8,-2.90%,45.99,50.28,-4.3
294,抖音概念(字节概念),213,1781.51,-2.91%,459.15,565.37,-106.23
295,减速器,133,1998.1,-2.92%,133.25,153.93,-20.68
296,百度概念,231,2083.25,-2.93%,438.85,557.25,-118.4
297,生物疫苗,60,1769.0,-2.95%,28.3,36.44,-8.15
298,高铁,179,3920.24,-2.97%,186.17,198.42,-12.24
299,安防,174,5172.79,-2.98%,244.0,267.03,-23.04
300,智能电网,275,4216.36,-2.99%,588.48,666.2,-77.72
301,低空经济,484,2288.47,-2.99%,961.56,1006.19,-44.63
302,数字孪生,194,2010.86,-2.99%,246.29,271.48,-25.19
303,脑机接口,70,1721.72,-3.02%,119.07,121.75,-2.67
304,网约车,29,1580.19,-3.03%,11.1,17.65,-6.55
305,金属钴,33,2960.92,-3.06%,183.33,170.94,12.39
306,时空大数据,65,1646.93,-3.07%,70.29,86.09,-15.8
307,高压氧舱,11,1337.86,-3.07%,11.31,10.97,0.35
308,国资云,54,1611.27,-3.09%,118.91,133.71,-14.79
309,ChatGPT概念,142,1928.91,-3.09%,223.46,290.08,-66.61
310,卫星导航,275,5041.52,-3.09%,773.0,843.67,-70.68
311,军工,602,2575.28,-3.13%,1191.73,1300.56,-108.83
312,商业航天,490,2414.02,-3.13%,1383.45,1449.72,-66.26
313,AI智能体,424,1472.3,-3.14%,606.13,704.64,-98.5
314,人脸识别,111,1413.11,-3.16%,107.65,131.15,-23.5
315,区块链,261,1634.25,-3.16%,331.89,437.73,-105.84
316,职业教育,134,1752.12,-3.17%,125.22,149.73,-24.51
317,元宇宙,180,1979.01,-3.17%,307.05,388.3,-81.25
318,在线教育,129,3059.31,-3.18%,167.35,212.26,-44.91
319,飞行汽车(eVTOL),266,1997.06,-3.21%,224.41,227.26,-2.85
320,NFT概念,71,1882.77,-3.23%,101.45,129.85,-28.41
321,数字经济,506,1689.39,-3.24%,618.94,734.04,-115.1
322,鸿蒙概念,261,1945.04,-3.24%,251.81,312.74,-60.94
323,智慧城市,417,4566.07,-3.25%,506.89,594.33,-87.44
324,阿里巴巴概念,684,2076.65,-3.26%,812.5,923.94,-111.44
325,华为欧拉,46,1600.74,-3.28%,63.01,87.34,-24.33
326,汽车热管理,137,2303.75,-3.29%,210.73,220.6,-9.87
327,兵装重组概念,14,1268.37,-3.31%,4.5,7.79,-3.29
328,BC电池,50,1304.25,-3.32%,140.12,138.64,1.48
329,量子科技,108,2700.73,-3.32%,387.78,393.85,-6.07
330,无人零售,25,1476.5,-3.33%,9.35,13.71,-4.36
331,AI应用,483,930.14,-3.34%,547.56,708.64,-161.08
332,云游戏,27,1660.58,-3.35%,65.05,77.12,-12.07
333,腾讯概念,294,1404.14,-3.36%,618.55,739.23,-120.68
334,托育服务,16,1113.7,-3.38%,15.79,23.05,-7.26
335,大飞机,151,4114.21,-3.40%,317.54,362.12,-44.59
336,铜缆高速连接,45,2945.73,-3.40%,288.32,277.54,10.79
337,ETC,42,1875.57,-3.41%,40.95,55.61,-14.67
338,跨境支付(CIPS),73,1687.44,-3.41%,92.5,123.54,-31.04
339,航空发动机,96,3564.45,-3.44%,225.8,248.47,-22.67
340,财税数字化,66,1907.12,-3.46%,57.91,73.13,-15.22
341,动物疫苗,20,1517.4,-3.50%,5.9,8.32,-2.42
342,互联网金融,217,6375.31,-3.51%,173.91,231.65,-57.74
343,文化传媒概念,197,2940.92,-3.52%,190.95,249.93,-58.98
344,华为昇腾,105,1729.6,-3.52%,151.78,196.04,-44.26
345,语音技术,64,2032.55,-3.54%,57.52,76.74,-19.22
346,共享单车,12,1267.63,-3.55%,8.07,10.39,-2.32
347,横琴新区,43,2098.11,-3.59%,42.77,49.02,-6.25
348,同花顺新质50,50,2487.35,-3.59%,547.56,578.65,-31.08
349,军民融合,245,1757.83,-3.61%,457.81,519.31,-61.5
350,数据要素,391,1306.7,-3.61%,449.31,525.82,-76.51
351,牙科医疗,29,1142.61,-3.62%,23.32,31.03,-7.71
352,短剧游戏,84,1377.47,-3.66%,171.89,208.92,-37.03
353,蚂蚁集团概念,80,1700.86,-3.66%,107.26,140.54,-33.28
354,虚拟数字人,173,1496.9,-3.67%,240.81,313.95,-73.14
355,云计算,219,4218.33,-3.70%,403.85,497.0,-93.16
356,Sora概念(文生视频),48,2369.75,-3.70%,88.92,100.82,-11.9
357,智谱AI,70,1542.73,-3.71%,114.79,151.59,-36.8
358,稀土永磁,63,3621.56,-3.71%,132.05,145.2,-13.15
359,成飞概念,43,1944.61,-3.71%,71.58,89.71,-18.13
360,云办公,48,1917.2,-3.74%,43.07,53.31,-10.24
361,海南自贸区,29,1665.58,-3.76%,41.67,49.53,-7.86
362,数据安全,176,1238.03,-3.76%,266.7,321.88,-55.18
363,AIGC概念,287,2211.69,-3.77%,433.0,550.66,-117.66
364,电子竞技,35,516.71,-3.78%,36.54,46.6,-10.06
365,空气能热泵,54,1583.55,-3.78%,82.69,94.24,-11.55
366,换电概念,92,1735.71,-3.80%,244.79,262.83,-18.04
367,智慧政务,217,1567.33,-3.82%,238.9,292.47,-53.57
368,小红书概念,54,1599.47,-3.84%,108.7,141.7,-33.0
369,网络安全,195,5878.07,-3.84%,281.04,369.78,-88.75
370,一体化压铸,54,1270.26,-3.85%,38.29,52.77,-14.48
371,智慧灯杆,63,1632.17,-3.85%,47.47,56.51,-9.03
372,华为盘古,29,1077.32,-3.96%,27.86,43.85,-15.98
373,电力物联网,86,2256.01,-3.99%,78.52,104.13,-25.62
374,AI语料,52,1257.57,-4.04%,79.04,101.6,-22.57
375,猪肉,32,2575.82,-4.06%,24.06,28.34,-4.28
376,太赫兹,21,2456.89,-4.08%,147.07,153.31,-6.24
377,信创,301,2137.41,-4.13%,383.41,491.49,-108.07
378,国产操作系统,134,1922.04,-4.15%,162.13,209.3,-47.17
379,华为鲲鹏,176,1499.53,-4.15%,195.91,253.24,-57.32
380,数字货币,92,2153.58,-4.21%,85.36,130.65,-45.3
381,MLOps概念,18,1078.87,-4.23%,23.97,34.15,-10.18
382,Web3.0,65,1962.74,-4.26%,119.41,153.93,-34.52
383,DRG/DIP,22,1039.92,-4.26%,7.34,12.8,-5.46
384,移动支付,77,2453.03,-4.38%,72.07,94.96,-22.9
385,军工信息化,111,1933.53,-4.78%,185.7,210.96,-25.26
386,电子身份证,40,1405.07,-4.79%,19.47,29.42,-9.94
387,快手概念,50,2048.52,-5.06%,111.74,156.27,-44.53
