序号,股票代码,股票简称,最新价,阶段涨跌幅,连续换手率,资金流入净额
2676,688750,金天钛业,18.46,-2.12%,3.00%,-1812.73万
2677,300838,浙江力诺,15.67,-2.12%,5.33%,-502.05万
2678,603329,上海雅仕,10.18,-2.12%,2.26%,-527.81万
2679,601162,天风证券,3.69,-2.12%,2.66%,-9611.27万
2680,600570,恒生电子,25.86,-2.12%,3.13%,-1.28亿
2681,300548,长芯博创,259.23,-2.12%,17.28%,2.17亿
2682,300112,万讯自控,7.85,-2.12%,7.63%,-244.22万
2683,2235,安妮股份,9.25,-2.12%,12.32%,-3448.75万
2684,833,粤桂股份,25.81,-2.12%,21.52%,-2.42亿
2685,517,荣安地产,1.85,-2.12%,1.37%,-1420.09万
2686,301446,福事特,38.66,-2.13%,9.18%,-1160.75万
2687,688512,慧智微,12.4,-2.13%,7.08%,502.68万
2688,300928,华安鑫创,29.39,-2.13%,4.51%,-55.28万
2689,603192,汇得科技,23.48,-2.13%,1.74%,-38.06万
2690,603185,弘元绿能,24.36,-2.13%,4.08%,-4001.89万
2691,600620,天宸股份,5.98,-2.13%,1.70%,-1034.90万
2692,600081,东风科技,10.59,-2.13%,1.22%,-457.50万
2693,2500,山西证券,5.51,-2.13%,1.13%,-4236.41万
2694,2255,海陆重工,10.57,-2.13%,6.53%,-5971.56万
2695,600351,亚宝药业,6.39,-2.14%,3.67%,-3920.12万
2696,300355,蒙草生态,3.66,-2.14%,4.36%,-6887.93万
2697,300155,安居宝,4.58,-2.14%,4.97%,-1307.42万
2698,300973,立高食品,33.41,-2.14%,3.87%,-2136.09万
2699,300439,美康生物,9.57,-2.15%,2.22%,-1173.45万
2700,600692,亚通股份,7.27,-2.15%,6.65%,-490.54万
2701,603881,数据港,37.26,-2.15%,17.29%,-1.25亿
2702,601700,风范股份,5.01,-2.15%,3.74%,-4425.70万
2703,600689,上海三毛,13.21,-2.15%,3.29%,-1075.31万
2704,2065,东华软件,8.18,-2.15%,2.61%,-5711.89万
2705,878,云南铜业,19.16,-2.15%,4.71%,-1.01亿
2706,591,太阳能,5.45,-2.15%,8.43%,-4174.89万
2707,301366,一博科技,37.08,-2.16%,8.40%,-1998.21万
2708,688669,聚石化学,27.14,-2.16%,4.16%,970.37万
2709,603711,香飘飘,12.22,-2.16%,0.68%,-613.13万
2710,603187,海容冷链,14.93,-2.16%,3.04%,-1651.66万
2711,669,ST金鸿,4.07,-2.16%,8.01%,-4948.07万
2712,417,合百集团,6.34,-2.16%,3.18%,-1885.97万
2713,153,丰原药业,6.34,-2.16%,5.62%,-1231.95万
2714,688721,龙图光罩,43.2,-2.17%,12.88%,722.85万
2715,1332,锡装股份,56.38,-2.17%,6.65%,1846.86万
2716,601728,中国电信,5.87,-2.17%,0.39%,-1.08亿
2717,600572,康恩贝,4.5,-2.17%,8.27%,-1.89亿
2718,600503,华丽家族,2.25,-2.17%,3.26%,-1734.58万
2719,2719,麦趣尔,8.1,-2.17%,7.43%,-416.80万
2720,2398,垒知集团,4.96,-2.17%,3.94%,-1289.41万
2721,888,峨眉山A,12.16,-2.17%,3.68%,-4368.39万
2722,719,中原传媒,14.0,-2.17%,3.46%,-1105.21万
2723,300955,嘉亨家化,36.81,-2.18%,5.39%,-1603.35万
2724,688256,寒武纪,1301.0,-2.18%,3.76%,-7.70亿
2725,2390,信邦制药,3.14,-2.18%,2.66%,-1767.59万
2726,600655,豫园股份,4.93,-2.18%,0.86%,-2167.98万
2727,600619,海立股份,17.47,-2.18%,6.89%,-5534.97万
2728,300645,正元智慧,16.57,-2.18%,3.93%,-138.26万
2729,300625,三雄极光,11.64,-2.18%,2.24%,-411.16万
2730,2879,长缆科技,21.05,-2.18%,13.43%,-1368.51万
2731,2532,天山铝业,17.97,-2.18%,3.50%,-2.45亿
2732,603049,中策橡胶,48.77,-2.19%,6.50%,-8859.81万
2733,688298,东方生物,21.85,-2.19%,1.14%,-800.68万
2734,300399,天利科技,20.57,-2.19%,4.35%,-974.67万
2735,300193,佳士科技,8.48,-2.19%,3.07%,-2111.31万
2736,2205,国统股份,12.51,-2.19%,3.67%,-602.26万
2737,301618,长联科技,48.51,-2.20%,2.86%,-389.71万
2738,688631,莱斯信息,56.36,-2.20%,8.99%,3508.86万
2739,688468,科美诊断,7.11,-2.20%,1.50%,-684.33万
2740,605277,新亚电子,23.57,-2.20%,3.99%,-445.31万
2741,600250,南京商旅,11.12,-2.20%,13.93%,-4830.24万
2742,603267,鸿远电子,51.9,-2.20%,5.95%,-3191.58万
2743,601975,招商南油,4.44,-2.20%,9.30%,-1304.83万
2744,601628,中国人寿,36.53,-2.20%,0.20%,-1.52亿
2745,600318,新力金融,7.57,-2.20%,4.43%,-1966.66万
2746,300778,新城市,12.46,-2.20%,2.66%,-224.93万
2747,300510,金冠股份,4.01,-2.20%,4.82%,-1150.01万
2748,2368,太极股份,20.02,-2.20%,2.30%,-2889.21万
2749,2097,山河智能,9.79,-2.20%,3.54%,-3179.94万
2750,2073,软控股份,7.1,-2.20%,4.43%,-3799.91万
2751,601226,华电科工,9.3,-2.21%,3.57%,-5308.41万
2752,300323,华灿光电,10.61,-2.21%,17.53%,-4269.27万
2753,2880,卫光生物,26.05,-2.21%,1.54%,-1921.23万
2754,603004,鼎龙科技,21.11,-2.22%,8.12%,-1550.35万
2755,605033,美邦股份,22.0,-2.22%,3.32%,-1197.00万
2756,688345,博力威,53.39,-2.22%,6.99%,186.50万
2757,603029,天鹅股份,18.48,-2.22%,3.07%,-196.63万
2758,300396,迪瑞医疗,11.01,-2.22%,2.24%,-499.69万
2759,301696,三瑞智能,94.6,-2.22%,57.36%,-1.91亿
2760,603291,联合水务,11.84,-2.23%,2.30%,-665.19万
2761,688320,禾川科技,30.27,-2.23%,2.66%,61.09万
2762,300869,康泰医学,12.7,-2.23%,2.60%,-446.19万
2763,603908,牧高笛,22.39,-2.23%,2.25%,-169.81万
2764,603860,中公高科,31.18,-2.23%,3.37%,-412.37万
2765,603717,天域生物,6.59,-2.23%,5.24%,65.12万
2766,600354,敦煌种业,6.13,-2.23%,7.48%,-3847.68万
2767,600325,华发股份,3.5,-2.23%,2.34%,-3276.41万
2768,2522,浙江众成,6.14,-2.23%,7.52%,-2460.03万
2769,49,德赛电池,28.98,-2.23%,20.50%,-5024.98万
2770,605069,正和生态,13.54,-2.24%,5.14%,271.26万
2771,688289,圣湘生物,17.46,-2.24%,1.16%,-2503.88万
2772,603536,惠发食品,9.62,-2.24%,3.18%,-994.63万
2773,600936,北投科技,3.93,-2.24%,2.26%,-3094.19万
2774,300395,菲利华,109.88,-2.24%,22.03%,-1.80亿
2775,2340,格林美,8.29,-2.24%,7.33%,-3.55亿
2776,509,华塑控股,3.49,-2.24%,4.03%,-1382.05万
2777,603656,泰禾智能,19.94,-2.25%,2.96%,-733.23万
2778,300773,拉卡拉,26.49,-2.25%,14.96%,-7790.26万
2779,2121,科陆电子,7.37,-2.25%,4.77%,-1847.66万
2780,2101,广东鸿图,9.99,-2.25%,1.92%,-1133.59万
2781,301439,泓淋电力,15.54,-2.26%,5.13%,-888.93万
2782,1229,魅视科技,38.48,-2.26%,10.45%,-2196.38万
2783,605398,新炬网络,26.36,-2.26%,4.54%,-777.42万
2784,688116,天奈科技,40.66,-2.26%,6.25%,-5082.42万
2785,603359,东珠生态,5.63,-2.26%,3.81%,-1007.86万
2786,600279,重庆港,4.76,-2.26%,1.25%,-744.89万
2787,600117,西宁特钢,2.59,-2.26%,0.91%,-1999.31万
2788,2592,ST八菱,7.8,-2.26%,3.27%,-670.62万
2789,2125,湘潭电化,13.86,-2.26%,5.16%,-3035.64万
2790,603191,望变电气,20.19,-2.27%,7.60%,695.65万
2791,605259,绿田机械,21.13,-2.27%,2.40%,124.84万
2792,688006,杭可科技,30.09,-2.27%,3.70%,-5414.69万
2793,601869,长飞光纤,372.92,-2.27%,12.13%,2.24亿
2794,300636,同和药业,7.74,-2.27%,2.87%,-585.50万
2795,69,华侨城A,2.15,-2.27%,0.96%,-2655.44万
2796,50,深天马A,8.18,-2.27%,1.82%,-2952.29万
2797,300912,凯龙高科,26.12,-2.28%,20.24%,-3329.70万
2798,688359,三孚新科,93.43,-2.28%,10.53%,2663.84万
2799,541,佛山照明,5.57,-2.28%,1.56%,-3528.13万
2800,601881,中国银河,12.44,-2.28%,1.24%,-1.65亿
2801,300374,中铁装配,13.74,-2.28%,2.50%,-1557.88万
2802,300173,ST福能,4.28,-2.28%,3.48%,-2756.27万
2803,301097,天益医疗,57.65,-2.29%,11.12%,826.93万
2804,548,湖南投资,5.11,-2.29%,3.30%,-1185.70万
2805,603321,梅轮电梯,7.25,-2.29%,2.32%,-274.36万
2806,300717,华信新材,20.5,-2.29%,3.40%,-834.56万
2807,2698,博实股份,13.63,-2.29%,1.51%,-1171.45万
2808,2528,ST英飞拓,5.11,-2.29%,8.92%,-8405.68万
2809,2240,盛新锂能,47.34,-2.29%,12.03%,6930.15万
2810,2088,鲁阳节能,10.22,-2.29%,1.55%,-950.21万
2811,603262,技源集团,25.54,-2.30%,7.31%,-550.86万
2812,2766,索菱股份,4.67,-2.30%,3.88%,-2081.14万
2813,603982,泉峰汽车,7.66,-2.30%,3.07%,-485.28万
2814,603885,吉祥航空,11.92,-2.30%,1.31%,-2811.63万
2815,688021,奥福科技,23.4,-2.30%,4.67%,150.07万
2816,600797,浙大网新,8.91,-2.30%,7.09%,-3480.14万
2817,300488,恒锋工具,28.9,-2.30%,5.23%,-1317.69万
2818,300011,鼎汉技术,7.21,-2.30%,3.25%,-1923.19万
2819,766,通化金马,22.91,-2.30%,3.73%,-1847.43万
2820,688265,南模生物,41.68,-2.30%,1.07%,-278.33万
2821,529,广弘控股,5.51,-2.30%,2.07%,-1288.16万
2822,688358,祥生医疗,28.36,-2.31%,1.74%,-891.37万
2823,688561,奇安信,29.54,-2.31%,1.41%,-2572.64万
2824,603077,和邦生物,2.96,-2.31%,8.22%,-2.85亿
2825,600335,国机汽车,5.92,-2.31%,1.46%,-1957.59万
2826,300674,宇信科技,19.9,-2.31%,3.38%,-3069.28万
2827,300610,晨化股份,11.82,-2.31%,4.18%,-96.77万
2828,300515,三德科技,16.93,-2.31%,3.41%,-2143.69万
2829,2623,亚玛顿,22.0,-2.31%,5.28%,-577.43万
2830,1382,新亚电缆,20.17,-2.32%,15.27%,-4037.67万
2831,601933,永辉超市,3.79,-2.32%,4.76%,-1.68亿
2832,688332,中科蓝讯,124.81,-2.32%,3.63%,-1708.80万
2833,600586,金晶科技,5.47,-2.32%,7.08%,-5279.65万
2834,300320,海达股份,9.26,-2.32%,5.41%,-2626.28万
2835,2755,奥赛康,15.57,-2.32%,4.41%,-1661.24万
2836,2223,鱼跃医疗,31.99,-2.32%,1.70%,-8054.79万
2837,2287,奇正藏药,22.64,-2.33%,0.76%,-2400.82万
2838,301092,争光股份,33.5,-2.33%,14.29%,-1150.21万
2839,603797,联泰环保,4.61,-2.33%,1.75%,-229.35万
2840,2128,电投能源,32.69,-2.33%,1.24%,-9341.03万
2841,600720,中交设计,6.72,-2.33%,1.51%,-1939.81万
2842,600660,福耀玻璃,58.8,-2.33%,1.96%,-7603.16万
2843,600561,江西长运,6.71,-2.33%,4.23%,32.55万
2844,300705,九典制药,13.43,-2.33%,2.55%,-834.44万
2845,300474,景嘉微,59.94,-2.33%,5.17%,2213.65万
2846,300026,红日药业,3.36,-2.33%,2.72%,-4773.41万
2847,2598,ST章鼓,7.96,-2.33%,6.11%,-4479.98万
2848,2427,尤夫股份,6.28,-2.33%,3.11%,-4429.92万
2849,301332,德尔玛,9.19,-2.34%,1.54%,-534.58万
2850,688152,麒麟信安,33.74,-2.34%,1.80%,-195.45万
2851,605066,天正电气,7.52,-2.34%,4.58%,-2455.04万
2852,2543,万和电气,8.34,-2.34%,1.37%,-1265.41万
2853,603896,寿仙谷,17.97,-2.34%,1.62%,-1258.91万
2854,603558,健盛集团,13.37,-2.34%,9.61%,-3390.00万
2855,2763,汇洁股份,8.36,-2.34%,12.62%,-3480.92万
2856,1280,中国铀业,83.38,-2.35%,16.03%,-4.79亿
2857,688334,西高院,21.19,-2.35%,3.71%,-528.33万
2858,603590,康辰药业,35.32,-2.35%,4.87%,222.83万
2859,300758,七彩化学,14.98,-2.35%,27.75%,-8414.87万
2860,300371,汇中股份,12.44,-2.35%,3.69%,-731.48万
2861,300159,*ST新研,3.33,-2.35%,3.97%,-4112.42万
2862,2303,美盈森,3.32,-2.35%,3.30%,-2643.82万
2863,688403,汇成股份,16.11,-2.36%,15.75%,-1.11亿
2864,688692,达梦数据,248.01,-2.36%,4.88%,-9862.85万
2865,603931,格林达,31.07,-2.36%,9.88%,486.92万
2866,603708,家家悦,10.75,-2.36%,1.84%,-338.26万
2867,601360,三六零,10.77,-2.36%,2.60%,-1.66亿
2868,601336,新华保险,62.41,-2.36%,2.24%,-2.41亿
2869,600418,江淮汽车,44.62,-2.36%,3.29%,-2.76亿
2870,1201,东瑞股份,12.82,-2.36%,7.19%,-1990.39万
2871,738,航发控制,21.09,-2.36%,4.75%,-1.17亿
2872,605050,福然德,12.75,-2.37%,2.50%,-2439.08万
2873,600714,金瑞矿业,18.15,-2.37%,11.86%,-548.95万
2874,603027,千禾味业,9.48,-2.37%,2.76%,-4709.20万
2875,2677,浙江美大,7.4,-2.37%,3.26%,-2066.80万
2876,2444,巨星科技,31.29,-2.37%,2.08%,-1.33亿
2877,2284,亚太股份,13.58,-2.37%,3.37%,-2982.93万
2878,2026,山东威达,12.78,-2.37%,2.69%,-2208.50万
2879,718,苏宁环球,2.06,-2.37%,2.11%,-1927.44万
2880,605028,世茂能源,29.14,-2.38%,4.25%,-1984.47万
2881,300989,蕾奥规划,14.77,-2.38%,4.83%,-1029.16万
2882,603729,龙韵股份,16.42,-2.38%,5.06%,-823.78万
2883,603021,ST华鹏,7.8,-2.38%,5.20%,-1385.90万
2884,300692,中赋科技,9.43,-2.38%,10.77%,-1569.75万
2885,2236,大华股份,18.08,-2.38%,3.31%,-2.00亿
2886,1268,联合精密,36.3,-2.39%,30.15%,8695.37万
2887,301060,兰卫医学,9.38,-2.39%,2.63%,-1128.17万
2888,688616,西力科技,13.5,-2.39%,3.20%,-995.94万
2889,600439,瑞贝卡,2.45,-2.39%,2.47%,-2281.14万
2890,2027,分众传媒,6.13,-2.39%,2.07%,-2.43亿
2891,712,锦龙股份,10.19,-2.39%,2.77%,-1995.75万
2892,612,焦作万方,13.07,-2.39%,7.46%,-1.76亿
2893,498,山东路桥,5.71,-2.39%,2.50%,-4914.14万
2894,301557,常友科技,103.85,-2.40%,13.88%,-3089.85万
2895,688315,诺禾致源,13.84,-2.40%,1.26%,68.87万
2896,600192,长城电工,8.12,-2.40%,2.94%,-2604.47万
2897,300549,优德精密,17.08,-2.40%,4.15%,-696.26万
2898,300128,锦富技术,6.11,-2.40%,4.55%,-4052.69万
2899,301088,戎美股份,14.2,-2.41%,1.68%,-453.09万
2900,688383,新益昌,99.65,-2.41%,3.62%,-1838.94万
2901,688191,智洋创新,40.55,-2.41%,6.38%,-2529.02万
2902,603997,继峰股份,12.57,-2.41%,0.88%,-68.65万
2903,600143,金发科技,16.59,-2.41%,4.58%,-2.39亿
2904,300577,开润股份,18.6,-2.41%,1.50%,-742.60万
2905,2721,金一文化,2.84,-2.41%,2.46%,-4166.53万
2906,2508,老板电器,19.06,-2.41%,0.92%,-2288.50万
2907,2437,誉衡药业,3.64,-2.41%,11.21%,-1.17亿
2908,2007,华兰生物,14.57,-2.41%,0.95%,-4754.06万
2909,543,皖能电力,8.09,-2.41%,4.64%,-7452.70万
2910,403,派林生物,12.56,-2.41%,1.27%,-4144.80万
2911,301325,曼恩斯特,44.4,-2.42%,6.99%,-185.03万
2912,688799,华纳药厂,55.58,-2.42%,6.75%,-701.55万
2913,603858,步长制药,16.1,-2.42%,0.93%,-2131.13万
2914,603366,日出东方,8.47,-2.42%,4.31%,-7494.12万
2915,601888,中国中免,65.64,-2.42%,2.37%,-4.67亿
2916,600827,百联股份,8.07,-2.42%,1.75%,-2582.41万
2917,600107,ST尔雅,5.65,-2.42%,3.16%,-1044.94万
2918,300513,恒实科技,8.48,-2.42%,4.01%,-953.09万
2919,300420,五洋自控,3.63,-2.42%,3.49%,-2900.49万
2920,2668,TCL智家,9.66,-2.42%,3.28%,-1615.37万
2921,503,国新健康,7.26,-2.42%,5.55%,-1589.68万
2922,688652,京仪装备,106.21,-2.43%,6.93%,-7256.96万
2923,688651,盛邦安全,37.41,-2.43%,8.52%,-1033.63万
2924,603339,四方科技,13.65,-2.43%,4.48%,126.05万
2925,300417,南华仪器,12.47,-2.43%,7.34%,-331.54万
2926,2950,奥美医疗,14.03,-2.43%,13.89%,-7125.72万
2927,605339,南侨食品,15.59,-2.44%,0.51%,-369.29万
2928,3004,*ST声迅,31.63,-2.44%,2.06%,-82.46万
2929,688687,凯因科技,20.39,-2.44%,4.52%,-1006.19万
2930,300481,濮阳惠成,14.77,-2.44%,6.16%,-3006.01万
2931,300378,鼎捷数智,40.45,-2.44%,11.46%,-1.19亿
2932,2583,海能达,10.41,-2.44%,3.43%,-3522.55万
2933,1979,招商蛇口,8.39,-2.44%,1.09%,-4728.71万
2934,300920,润阳科技,38.59,-2.45%,2.98%,-821.29万
2935,603258,电魂网络,17.12,-2.45%,1.78%,-157.89万
2936,601811,新华文轩,13.54,-2.45%,1.39%,-1781.13万
2937,2675,东诚药业,13.52,-2.45%,4.84%,-3847.88万
2938,688526,科前生物,14.68,-2.46%,0.81%,-1492.48万
2939,600239,云南城投,1.98,-2.46%,3.16%,-1189.58万
2940,300226,上海钢联,23.35,-2.46%,6.64%,-7492.06万
2941,300221,银禧科技,11.12,-2.46%,12.25%,-5521.61万
2942,701,厦门信达,5.56,-2.46%,4.49%,-528.99万
2943,301590,优优绿能,181.61,-2.47%,17.85%,-1107.84万
2944,301126,达嘉维康,11.06,-2.47%,3.93%,-78.84万
2945,3010,若羽臣,30.35,-2.47%,5.99%,-2532.77万
2946,600495,晋西车轴,4.34,-2.47%,2.76%,-2587.31万
2947,2736,国信证券,11.04,-2.47%,0.93%,-1.74亿
2948,2252,上海莱士,5.52,-2.47%,0.92%,-1.12亿
2949,300563,神宇股份,32.59,-2.48%,6.96%,-916.19万
2950,1223,欧克科技,57.29,-2.49%,2.38%,526.94万
2951,301167,建研设计,16.42,-2.49%,6.52%,-269.00万
2952,300484,蓝海华腾,16.86,-2.49%,4.46%,-1559.60万
2953,2671,龙泉股份,4.69,-2.49%,3.82%,-477.02万
2954,605378,野马电池,19.89,-2.50%,1.78%,-909.80万
2955,603876,鼎胜新材,25.33,-2.50%,16.36%,-3.37亿
2956,600628,新世界,7.01,-2.50%,3.35%,-3039.10万
2957,600585,海螺水泥,21.48,-2.50%,1.83%,-4.47亿
2958,2191,劲嘉股份,3.51,-2.50%,1.89%,-1335.98万
2959,301563,云汉芯城,163.0,-2.51%,21.02%,-226.54万
2960,688085,三友医疗,16.71,-2.51%,3.68%,-2687.83万
2961,301379,天山电子,25.25,-2.51%,17.25%,57.60万
2962,688255,凯尔达,28.8,-2.51%,4.79%,-487.25万
2963,300971,博亚精工,23.68,-2.51%,23.90%,-1817.69万
2964,603037,凯众股份,14.36,-2.51%,5.26%,-877.82万
2965,600061,国投资本,6.59,-2.51%,1.67%,-2.06亿
2966,997,新大陆,20.58,-2.51%,3.94%,-1.18亿
2967,951,中国重汽,23.67,-2.51%,2.96%,-1.09亿
2968,603588,高能环境,15.49,-2.52%,8.02%,-2.67亿
2969,603358,华达科技,35.56,-2.52%,3.86%,-3462.58万
2970,600281,华阳新材,5.42,-2.52%,3.31%,-1086.79万
2971,300187,永清环保,5.03,-2.52%,4.10%,-1126.94万
2972,300151,昌红科技,17.76,-2.52%,8.95%,-2290.76万
2973,2678,珠江钢琴,5.81,-2.52%,2.12%,-1846.57万
2974,2385,大北农,3.87,-2.52%,4.68%,-1.81亿
2975,2277,友阿股份,5.8,-2.52%,3.48%,-2256.76万
2976,688030,山石网科,15.04,-2.53%,1.83%,-405.44万
2977,301613,新铝时代,45.81,-2.53%,3.21%,-1321.37万
2978,688015,交控科技,22.3,-2.53%,1.84%,-730.42万
2979,600498,烽火通信,51.71,-2.53%,23.06%,4.02亿
2980,300360,炬华科技,15.78,-2.53%,2.71%,-2809.34万
2981,2756,永兴材料,71.99,-2.53%,9.98%,-2348.13万
2982,2362,汉王科技,18.13,-2.53%,2.83%,-1095.44万
2983,300840,酷特智能,18.81,-2.54%,6.38%,-1723.49万
2984,300913,兆龙互连,53.26,-2.54%,7.22%,8642.33万
2985,688219,会通股份,10.76,-2.54%,2.06%,-498.43万
2986,688027,国盾量子,555.71,-2.54%,5.59%,-2.54亿
2987,603728,鸣志电器,57.1,-2.54%,2.41%,-2627.64万
2988,603367,辰欣药业,15.34,-2.54%,2.89%,-3341.18万
2989,600960,渤海汽车,4.99,-2.54%,3.72%,-1730.28万
2990,600814,杭州解百,7.66,-2.54%,2.29%,-2944.00万
2991,300189,神农种业,6.51,-2.54%,14.23%,-1.01亿
2992,2615,哈尔斯,7.68,-2.54%,6.05%,-903.05万
2993,2090,金智科技,10.35,-2.54%,3.69%,-2499.20万
2994,301320,豪江智能,16.81,-2.55%,4.78%,15.53万
2995,301067,显盈科技,33.2,-2.55%,4.66%,404.63万
2996,688246,嘉和美康,18.38,-2.55%,3.75%,-533.98万
2997,3016,欣贺股份,8.04,-2.55%,2.00%,-908.38万
2998,2967,广电计量,21.81,-2.55%,5.72%,-8976.16万
2999,603608,天创时尚,12.61,-2.55%,11.09%,-1481.18万
3000,603300,海南华铁,6.88,-2.55%,8.14%,-5824.63万
3001,600313,农发种业,7.27,-2.55%,8.81%,-9180.34万
3002,300542,新晨科技,15.3,-2.55%,3.27%,-914.79万
3003,300512,中亚股份,8.8,-2.55%,2.05%,-326.44万
3004,2642,荣联科技,7.63,-2.55%,3.38%,-1311.17万
3005,2480,新筑股份,6.12,-2.55%,3.73%,-1109.12万
3006,797,中国武夷,2.68,-2.55%,2.68%,-2582.08万
3007,513,丽珠集团,32.82,-2.55%,1.67%,-5307.58万
3008,301199,迈赫股份,22.04,-2.56%,4.73%,-1158.98万
3009,605128,上海沿浦,33.15,-2.56%,1.92%,-134.90万
3010,603755,日辰股份,27.79,-2.56%,2.62%,-797.37万
3011,600649,城投控股,4.19,-2.56%,2.18%,-5129.35万
3012,2826,易明医药,20.56,-2.56%,4.98%,-3845.53万
3013,2103,广博股份,7.98,-2.56%,2.91%,-2239.12万
3014,2030,达安基因,5.71,-2.56%,1.46%,-3416.90万
3015,678,襄阳轴承,11.78,-2.56%,6.36%,-3280.17万
3016,301548,崇德科技,80.86,-2.57%,30.54%,1882.71万
3017,301073,君亭酒店,25.03,-2.57%,7.14%,-1105.65万
3018,300449,汉邦高科,6.83,-2.57%,3.51%,-1683.85万
3019,300168,万达信息,5.3,-2.57%,1.96%,-2493.81万
3020,2889,东方嘉盛,13.26,-2.57%,1.25%,-431.95万
3021,2576,通达动力,18.21,-2.57%,6.74%,-1472.77万
3022,688176,亚虹医药,12.83,-2.58%,4.45%,-2539.77万
3023,301115,联检科技,20.43,-2.58%,3.88%,-1157.29万
3024,2918,蒙娜丽莎,11.32,-2.58%,4.73%,-1062.00万
3025,2633,申科股份,18.87,-2.58%,5.17%,191.87万
3026,2599,盛通股份,6.81,-2.58%,4.30%,-1521.28万
3027,2579,中京电子,12.85,-2.58%,23.64%,-1.63亿
3028,2424,ST百灵,4.9,-2.58%,1.37%,-2576.94万
3029,301565,中仑新材,21.04,-2.59%,5.15%,-285.01万
3030,688387,信科移动,17.27,-2.59%,8.88%,-4321.92万
3031,603273,天元智能,17.27,-2.59%,5.25%,-764.42万
3032,603151,邦基科技,15.03,-2.59%,5.17%,-1526.22万
3033,820,*ST节能,3.39,-2.59%,8.69%,-2084.31万
3034,603977,国泰集团,14.27,-2.59%,7.74%,-2177.52万
3035,300235,方直科技,13.93,-2.59%,8.35%,-822.22万
3036,300809,华辰装备,34.17,-2.59%,6.60%,-5667.66万
3037,688521,芯原股份,227.0,-2.60%,11.44%,3.16亿
3038,601702,华峰铝业,19.47,-2.60%,1.96%,-7968.80万
3039,300281,金明精机,6.73,-2.60%,2.14%,-979.78万
3040,603083,剑桥科技,156.98,-2.60%,45.39%,4.62亿
3041,600637,东方明珠,9.73,-2.60%,2.91%,-1.47亿
3042,300412,迦南科技,5.25,-2.60%,5.42%,-1655.91万
3043,300170,汉得信息,20.62,-2.60%,13.02%,-1.83亿
3044,967,盈峰环境,13.1,-2.60%,18.78%,7.60亿
3045,1369,双欣材料,15.69,-2.61%,16.91%,-7047.21万
3046,1387,雪祺电气,13.07,-2.61%,4.25%,-602.13万
3047,3002,壶化股份,28.68,-2.61%,3.73%,-2420.75万
3048,688317,之江生物,19.8,-2.61%,1.75%,-1020.24万
3049,603966,法兰泰克,13.8,-2.61%,5.97%,-6177.05万
3050,688090,瑞松科技,71.55,-2.61%,7.20%,-2708.75万
3051,688090,瑞松科技,71.55,-2.61%,7.20%,-2708.75万
3052,600468,百利电气,7.84,-2.61%,8.79%,-8850.57万
3053,600031,三一重工,19.41,-2.61%,1.62%,-4.25亿
3054,603352,至信股份,37.21,-2.62%,8.70%,-3659.61万
3055,300979,华利集团,42.05,-2.62%,0.31%,-4358.70万
3056,603036,如通股份,17.48,-2.62%,2.49%,-1345.44万
3057,600865,百大集团,11.13,-2.62%,6.12%,-1088.60万
3058,600643,爱建集团,4.83,-2.62%,4.49%,-2532.74万
3059,300222,科大智能,10.79,-2.62%,4.29%,-4130.99万
3060,300220,金运激光,13.76,-2.62%,3.47%,-558.21万
3061,2777,久远银海,16.01,-2.62%,3.25%,-618.09万
3062,2459,晶澳科技,10.76,-2.62%,2.88%,-1.12亿
3063,300983,尤安设计,29.97,-2.63%,0.95%,180.54万
3064,688338,赛科希德,29.21,-2.63%,2.06%,-745.24万
3065,688266,泽璟制药,95.59,-2.63%,2.74%,-1.14亿
3066,603897,长城科技,50.05,-2.63%,13.08%,-8058.10万
3067,600580,卧龙电驱,37.33,-2.63%,4.40%,-1.58亿
3068,601766,中国中车,5.93,-2.63%,1.72%,-11.64亿
3069,300261,雅本化学,5.93,-2.63%,2.60%,-2302.81万
3070,300942,易瑞生物,8.13,-2.63%,2.69%,85.01万
3071,2649,博彦科技,11.47,-2.63%,4.54%,-1752.29万
3072,2526,山东矿机,3.33,-2.63%,2.41%,-3937.79万
3073,2485,ST雪发,4.81,-2.63%,1.33%,-278.78万
3074,2305,*ST南置,2.22,-2.63%,2.15%,-2273.11万
3075,2232,启明信息,17.75,-2.63%,2.18%,-1879.79万
3076,2129,TCL中环,8.53,-2.63%,3.58%,-1.38亿
3077,2095,生意宝,15.94,-2.63%,2.29%,-599.55万
3078,301021,英诺激光,62.3,-2.64%,6.94%,-1307.35万
3079,300993,玉马科技,12.15,-2.64%,2.18%,-1022.52万
3080,3005,竞业达,18.1,-2.64%,5.55%,-2757.65万
3081,688339,亿华通,24.73,-2.64%,4.79%,-1766.79万
3082,603880,南卫股份,6.28,-2.64%,3.30%,368.50万
3083,603386,骏亚科技,14.02,-2.64%,4.06%,-485.68万
3084,600372,中航机载,12.89,-2.64%,1.62%,-1.37亿
3085,300359,全通教育,4.8,-2.64%,2.28%,-621.83万
3086,300316,晶盛机电,43.6,-2.64%,5.20%,-1.34亿
3087,1202,炬申股份,16.5,-2.65%,2.65%,-1160.34万
3088,301177,迪阿股份,28.65,-2.65%,0.61%,-418.31万
3089,688538,和辉光电,2.2,-2.65%,2.06%,-3420.27万
3090,300609,汇纳科技,36.74,-2.65%,6.69%,2362.51万
3091,300244,迪安诊断,18.75,-2.65%,10.08%,-9887.08万
