序号,代码,名称,涨跌幅,最新价,涨停价,成交额,流通市值,总市值,转手率,开板几日,开板日期,上市日期,是否新高,涨停统计,所属行业
20,301683,慧谷新材,0.05860805884003639,136.58,163.8,335211680,1948402477.0000002,8620437912.0,17.30595588684082,23,2026-04-01,2026-04-01,否,0/0,化学制品
21,001257,盛龙股份,5.261027812957764,26.01,27.18,1244574896,3562017167.88,47753080724.16,34.79376220703125,24,2026-03-31,2026-03-31,否,0/0,小金属
22,688813,泰金新能,4.617604732513428,116.0,133.06,1155417616,3488929216.0,18560000000.0,32.92588806152344,24,2026-03-31,2026-03-31,否,2/1,专用设备
23,920055,隆源股份,0.5977796912193298,35.34,45.66,63854085,540702000.0,2403120000.0,11.790104866027832,24,2026-03-31,2026-03-31,否,0/0,汽车零部
24,920188,悦龙科技,2.350877285003662,29.17,37.05,77291382,577387450.4300001,2420911585.6600003,13.558802604675293,25,2026-03-30,2026-03-30,否,0/0,橡胶
25,920069,普昂医疗,2.2088353633880615,40.72,51.79,63293958,601749369.1999999,2154658080.0,10.601164817810059,26,2026-03-27,2026-03-27,否,0/0,医疗器械
26,301682,宏明电子,1.5051811933517456,134.2,158.65,537820144,3447171378.2,16311923843.599998,15.760030746459961,28,2026-03-25,2026-03-25,否,0/0,军工电子
27,688781,视涯科技-UW,3.10965633392334,44.1,51.32,233888956,1800827777.7,44100000000.0,13.144102096557617,28,2026-03-25,2026-03-25,否,0/0,光学光电
28,920028,新恒泰,-0.11834319680929184,16.88,21.97,97034441,1096518048.0,2774396800.0,8.808083534240723,31,2026-03-20,2026-03-20,否,0/0,塑料
29,920078,族兴新材,1.6707274913787842,29.21,37.34,177278683,604647000.0,3505200000.0,29.587491989135742,33,2026-03-18,2026-03-18,否,0/0,金属新材
30,920036,觅睿科技,4.684173107147217,44.25,54.95,89255238,577961507.25,2408165844.75,15.75770092010498,40,2026-03-09,2026-03-09,否,0/0,计算机设
31,301680,固德电材,2.056976318359375,112.13,131.84,383300880,1884062082.3999999,9284364000.0,20.63220977783203,41,2026-03-06,2026-03-06,否,0/0,汽车零部
32,920187,通领科技,0.6569551825523376,35.24,45.51,23144404,806759398.6400001,2198976000.0,2.868727445602417,42,2026-03-05,2026-03-05,否,0/0,汽车零部
33,920183,海菲曼,1.9592477083206177,39.03,49.76,30767018,439080747.81,1910596560.0,7.045948505401611,43,2026-03-04,2026-03-04,否,0/0,消费电子
34,920168,通宝光电,1.6121152639389038,20.8,26.61,21417193,586029891.2,1563606720.0,3.665287733078003,47,2026-02-26,2026-02-26,否,0/0,汽车零部
35,920166,海圣医疗,0.438917338848114,27.46,35.54,19658597,652578854.22,2067576480.28,3.0182783603668213,51,2026-02-12,2026-02-12,否,0/0,医疗器械
36,688816,易思维,3.5925276279449463,64.88,75.16,103882412,1251161620.9599998,6488000000.0,8.39018726348877,52,2026-02-11,2026-02-11,否,0/0,自动化设
37,603284,林平发展,-0.6355931758880615,46.9,51.92,87269902,866402600.6999999,3536954120.0,10.069303512573242,53,2026-02-10,2026-02-10,否,0/0,造纸
38,688818,电科蓝天,3.21041202545166,71.37,82.98,1388829936,9422006114.43,123964257886.56001,14.902637481689453,53,2026-02-10,2026-02-10,否,0/0,航天装备
39,920180,爱得科技,2.204408884048462,15.3,19.46,31292747,545742952.2,1807282603.8000002,5.7777581214904785,53,2026-02-10,2026-02-10,否,0/0,医疗器械
40,688712,北芯生命,-0.11625203490257263,42.96,51.61,141571997,1594447512.0,17914320000.0,8.906282424926758,56,2026-02-05,2026-02-05,否,0/0,医疗器械
41,001220,世盟股份,-0.4084759056568146,39.01,43.09,53418858,881963358.4799999,3600232900.0,6.046960353851318,58,2026-02-03,2026-02-03,否,0/0,物流
42,920119,美德乐,-0.42860129475593567,95.25,124.35,70339735,1807537056.75,6869741181.75,3.869431495666504,60,2026-01-30,2026-01-30,否,0/0,自动化设
43,601112,振石股份,2.462578296661377,21.22,22.78,426163312,3761243005.3199997,36930574328.96,11.426313400268555,61,2026-01-29,2026-01-29,否,0/0,玻璃玻纤
44,688785,恒运昌,1.4582819938659668,329.78,390.05,329089408,4197329363.7,22326662668.64,7.861379146575928,62,2026-01-28,2026-01-28,否,0/0,其他电源
45,920159,农大科技,0.4217315912246704,40.48,52.4,68878149,582912000.0,3076480000.0,11.87427043914795,62,2026-01-28,2026-01-28,否,0/0,农化制品
46,920076,国亮新材,0.6175771951675415,21.18,27.36,17306066,418546812.06,1771378519.3799999,4.122356414794922,66,2026-01-22,2026-01-22,否,0/0,装修建材
47,920050,爱舍伦,0.12059089541435242,33.21,43.12,17928601,601189039.71,2247630682.14,2.9691948890686035,67,2026-01-21,2026-01-21,否,0/0,医疗器械
48,920086,科马材料,2.1819403171539307,30.44,38.72,56273575,814102580.0,2547219200.0,6.937265396118164,70,2026-01-16,2026-01-16,否,0/0,汽车零部
49,603352,至信股份,0.055126793682575226,36.3,39.91,51070275,1612532103.6,8228000012.099999,3.169121742248535,71,2026-01-15,2026-01-15,否,0/0,汽车零部
50,603402,陕西旅游,-0.30046436190605164,109.5,120.81,135492835,2117000073.0,8468000073.0,6.393242835998535,78,2026-01-06,2026-01-06,否,0/0,旅游及景
51,301687,新广益,2.590940237045288,59.79,69.94,204550317,1765917081.75,8780998560.0,11.644514083862305,80,2025-12-31,2025-12-31,否,0/0,塑料
52,920045,蘅东光,13.684442520141602,619.08,707.92,996435072,12460554367.800001,42141733935.840004,8.1891450881958,80,2025-12-31,2025-12-31,是,0/0,通信设备
53,001369,双欣材料,1.9181585311889648,15.94,17.2,247732734,3204408444.72,18283180000.0,7.752584457397461,81,2025-12-30,2025-12-30,否,0/0,化学纤维
54,001396,誉帆科技,0.5183495283126831,48.48,53.05,93192783,1076602341.12,5182629127.679999,8.6370849609375,81,2025-12-30,2025-12-30,否,0/0,基础建设
55,688809,强一股份,1.7112789154052734,444.58,524.52,889815952,10826860741.22,57599473594.0,8.323756217956543,81,2025-12-30,2025-12-30,否,0/0,半导体
56,920121,江天科技,0.21768708527088165,36.83,47.77,10994609,437992451.41999996,2433291179.89,2.492887496948242,84,2025-12-25,2025-12-25,否,0/0,包装印刷
57,688805,健信超导,1.890756368637085,53.35,62.83,161893197,1681531127.65,8945728000.0,9.732969284057617,85,2025-12-24,2025-12-24,否,0/0,医疗器械
58,301449,天溯计量,1.3637022972106934,69.87,82.72,72866432,972119546.07,4556739179.04,7.515901565551758,86,2025-12-23,2025-12-23,否,0/0,专业服务
59,301667,纳百川,2.685168504714966,113.96,133.18,710760496,2563468547.64,12725867616.0,27.807607650756836,86,2025-12-23,2025-12-23,否,0/0,汽车零部
60,603248,锡华科技,5.573305130004883,29.74,30.99,769562528,2061247221.32,13680400000.0,37.541282653808594,86,2025-12-23,2025-12-23,否,2/1,风电设备
61,688807,优迅股份,4.697329998016357,374.45,429.18,728528128,5630101389.2,29956000000.0,13.14074993133545,88,2025-12-19,2025-12-19,否,0/0,半导体
62,001325,元创股份,1.0273972749710083,53.1,57.82,125300923,1040760000.0,4163040000.0,12.171459197998047,89,2025-12-18,2025-12-18,否,0/0,橡胶
63,688802,沐曦股份-U,3.927950620651245,842.97,973.33,2776602016,15290610069.810001,337272297000.0,18.65485954284668,90,2025-12-17,2025-12-17,是,0/0,半导体
64,688790,昂瑞微-UW,1.0450327396392822,146.97,174.54,154520005,1772115906.87,14628172185.36,8.738080978393555,91,2025-12-16,2025-12-16,否,0/0,半导体
65,688796,百奥赛图,2.358835220336914,98.07,114.97,136759904,3519500952.87,43827327657.119995,3.9064173698425293,95,2025-12-10,2025-12-10,否,0/0,医疗服务
66,688795,摩尔线程-U,0.5249627828598022,742.98,886.92,3212686240,21830525150.28,349221569867.52,14.829690933227539,98,2025-12-05,2025-12-05,否,0/0,半导体
67,001280,中国铀业,3.2335329055786133,86.2,91.85,1394412080,13627121725.800001,178277273228.80002,10.295866012573242,100,2025-12-03,2025-12-03,否,0/0,小金属
68,920035,精创电气,1.0742496252059937,31.99,41.14,47840754,499581432.0,2220745800.0,9.531639099121094,101,2025-12-02,2025-12-02,否,0/0,自动化设
69,920124,南特科技,1.6276041269302368,15.61,19.96,23530183,1194655294.49,2321727047.15,1.9763219356536865,104,2025-11-27,2025-11-27,否,0/0,通用设备
70,001233,海安集团,2.558528423309326,61.33,65.78,212843519,2170218473.6,11405744574.22,9.795415878295898,106,2025-11-25,2025-11-25,否,0/0,汽车零部
71,920091,大鹏工业,3.032644510269165,53.34,67.3,61703385,773440668.0,3278553768.0,7.957704067230225,108,2025-11-21,2025-11-21,否,0/0,专用设备
72,301638,南网数字,1.025810718536377,30.53,36.26,1306776960,7173944254.27,97074721338.72,18.25567054748535,111,2025-11-18,2025-11-18,否,0/0,IT服务Ⅱ
73,688727,恒坤新材,2.910562753677368,53.39,62.26,245446296,2682482579.35,23989173444.0,9.223288536071777,111,2025-11-18,2025-11-18,否,0/0,半导体
74,920160,北矿检测,0.9193481206893921,24.15,31.1,28002221,615535200.0,2735712000.0,4.550643444061279,111,2025-11-18,2025-11-18,否,0/0,专业服务
75,603092,德力佳,-0.8741721510887146,74.84,83.05,245935565,2587342585.36,29936007184.640003,9.381723403930664,118,2025-11-07,2025-11-07,否,0/0,风电设备
76,920003,中诚咨询,1.794453501701355,31.2,39.84,29023385,415415083.2,2019085723.2,7.0182881355285645,118,2025-11-07,2025-11-07,否,0/0,工程咨询
77,603376,大明电子,0.16479894518852234,30.39,33.37,40930146,972504312.0,12156030633.12,4.213194847106934,119,2025-11-06,2025-11-06,否,0/0,汽车零部
78,603334,丰倍生物,0.7991587519645691,47.93,52.31,79971294,1524974574.79,6877955000.0,5.262392997741699,120,2025-11-05,2025-11-05,否,0/0,化学制品
79,920009,丹娜生物,0.8976938128471375,65.19,83.99,16149472,469368000.0,3610874100.0,3.45181941986084,122,2025-11-03,2025-11-03,否,0/0,医疗器械
80,688759,必贝特-U,0.7259528040885925,33.3,39.67,111244029,1777199188.4999998,14986220644.8,6.312009334564209,126,2025-10-28,2025-10-28,否,0/0,化学制药
81,688765,禾元生物-U,-0.05373455211520195,55.8,67.0,83450298,2582426176.2,19948500000.0,3.2297141551971436,126,2025-10-28,2025-10-28,否,0/0,生物制品
82,688783,西安奕材-U,3.1448895931243896,27.55,32.05,724678656,5101641502.5,111241390000.0,14.430427551269531,126,2025-10-28,2025-10-28,否,0/0,半导体
83,920020,泰凯英,0.1858735978603363,16.17,20.98,12304198,890981569.1700001,3637360650.0000005,1.378260612487793,126,2025-10-28,2025-10-28,否,0/0,工程机械
84,603175,超颖电子,5.759109020233154,104.49,108.68,435448192,4751603337.599999,45665194482.72,9.270463943481445,128,2025-10-24,2025-10-24,是,0/0,元件
85,001285,瑞立科密,-0.5411457419395447,53.3,58.95,91390931,2211777841.0,9603497207.199999,4.125443935394287,130,2025-09-30,2025-09-30,否,0/0,汽车零部
86,001386,马可波罗,-0.4739336669445038,18.9,20.89,70898467,2032558919.9999998,22583988000.0,3.4818918704986572,130,2025-10-22,2025-10-22,否,0/0,家居用品
87,601026,道生天合,0.8417508602142334,17.97,19.6,64004130,1996209849.3,11849418000.0,3.2060024738311768,133,2025-10-17,2025-10-17,否,0/0,风电设备
88,920158,长江能科,2.5531914234161377,16.87,21.38,47892789,643411678.0,2405324600.0,7.521767616271973,134,2025-10-16,2025-10-16,否,0/0,专用设备
89,920080,奥美森,0.4866180121898651,24.78,32.05,17960845,569337870.78,2056740000.0,3.146733045578003,138,2025-10-10,2025-10-10,否,0/0,专用设备
90,301563,云汉芯城,0.9630630016326904,171.93,204.35,375890528,2530769368.38,11195410901.07,14.961446762084961,140,2025-09-30,2025-09-30,否,0/0,其他电子
91,301668,昊创瑞通,1.301615834236145,45.14,53.47,47614527,1098191785.22,4965400000.0,4.34337043762207,142,2025-09-26,2025-09-26,否,0/0,电网设备
92,301584,建发致新,-0.41337841749191284,26.5,31.93,56107611,1423428552.5,11164145568.0,3.9347522258758545,143,2025-09-25,2025-09-25,否,0/0,医药商业
93,301656,联合动力,0.9965121746063232,20.27,24.08,139450111,4127560174.5899997,48745111786.24,3.381857395172119,143,2025-09-25,2025-09-25,否,0/0,汽车零部
94,920015,锦华新材,2.230576515197754,40.79,51.87,87931121,1632107427.6,5529764346.93,5.420616626739502,143,2025-09-25,2025-09-25,否,0/0,化学制品
95,603418,友升股份,-2.006335735321045,55.68,62.5,247493957,2303181596.16,10750050961.92,10.68825912475586,145,2025-09-23,2025-09-23,否,2/1,汽车零部
96,920022,世昌股份,0.566893458366394,26.61,34.39,11729469,442125150.0,1605141810.0,2.6498405933380127,147,2025-09-19,2025-09-19,否,0/0,汽车零部
97,301575,艾芬达,-0.08456660062074661,47.26,56.76,27716724,822727411.36,4096024200.0,3.372368574142456,154,2025-09-10,2025-09-10,否,0/0,家居用品
98,920100,三协电机,3.686635971069336,51.75,64.88,73409731,1012754641.5,3819631275.0,7.259391784667969,156,2025-09-08,2025-09-08,否,0/0,电机Ⅱ
99,603370,华新精科,1.3440226316452026,42.98,46.65,27518284,1503870200.0,7519350999.999999,1.8380794525146484,157,2025-09-05,2025-09-05,否,0/0,电机Ⅱ
100,920112,巴兰仕,1.7385905981063843,32.77,41.87,11523897,759706910.0000001,2780534500.0000005,1.5181339979171753,163,2025-08-28,2025-08-28,否,0/0,专用设备
101,920056,能之光,1.5144766569137573,22.79,29.18,26473985,702932047.99,1861753843.0,3.765495777130127,167,2025-08-22,2025-08-22,否,0/0,塑料
102,920018,宏远股份,3.18515944480896,29.48,37.14,58581660,1303717624.0,3753675546.7200003,4.542576789855957,169,2025-08-20,2025-08-20,否,0/0,电网设备
103,920101,志高机械,2.4531025886535645,35.5,45.04,22997553,987558134.5,3164760177.0,2.3432252407073975,173,2025-08-14,2025-08-14,否,0/0,工程机械
104,301632,广东建科,0.4789271950721741,20.98,25.06,31470143,1537036760.0,8781388800.0,2.0486555099487305,175,2025-08-12,2025-08-12,否,0/0,专业服务
105,603406,天富龙,-0.0882352963089943,33.97,37.4,29173556,1245426585.71,13588339700.0,2.341512441635132,177,2025-08-08,2025-08-08,否,0/0,化学纤维
106,920007,酉立智能,2.648752450942993,53.48,67.73,20433422,569179618.0,2376247426.0,3.5729057788848877,177,2025-08-08,2025-08-08,否,0/0,光伏设备
107,301491,汉桑科技,-0.11815675348043442,50.72,60.94,58331082,1449752584.0,6542880000.0,4.025588035583496,179,2025-08-06,2025-08-06,否,0/0,消费电子
108,920005,鼎佳精密,1.1402508020401,35.48,45.6,9351745,762819999.9999999,2944839999.9999995,1.22806978225708,183,2025-07-31,2025-07-31,否,0/0,消费电子
109,001221,悍高集团,0.5303164124488831,56.87,62.23,76685252,2047831830.0,22748568700.0,3.745605230331421,184,2025-07-30,2025-07-30,否,0/0,家居用品
110,301609,山大电力,0.9241349697113037,46.96,55.84,101287834,1720990080.0,7648844800.0,5.899517059326172,189,2025-07-23,2025-07-23,否,0/0,电网设备
111,603262,技源集团,0.42307692766189575,26.11,28.6,25264407,1044608880.0,10444261100.0,2.418046474456787,189,2025-07-23,2025-07-23,否,0/0,食品加工
112,600930,华电新能,2.7113237380981445,6.44,6.9,1682524496,20799999629.08,268640000706.56003,8.165270805358887,194,2025-07-16,2025-07-16,否,0/0,电力
113,301630,同宇新材,4.899192810058594,263.79,301.76,426191216,2637900000.0,10551600000.0,16.359220504760742,198,2025-07-10,2025-07-10,是,0/0,通用设备
114,688729,屹唐股份,1.2033195495605469,24.39,28.92,196732607,5243872731.4800005,72086108400.0,3.763242721557617,200,2025-07-08,2025-07-08,否,0/0,半导体
115,001388,信通电子,0.45092836022377014,37.87,41.47,35162669,1181544000.0,5907720000.0,2.9772274494171143,205,2025-07-01,2025-07-01,否,0/0,电网设备
116,920037,广信科技,2.597402572631836,79.0,100.1,113034168,2335580332.0,7225569732.0,4.869307041168213,208,2025-06-26,2025-06-26,否,0/0,电网设备
117,301678,新恒汇,-0.9114583134651184,60.88,73.73,127548658,2916827402.7200003,14584136830.960001,4.3800272941589355,212,2025-06-20,2025-06-20,否,0/0,半导体
118,603400,华之杰,4.762566089630127,75.45,79.22,183019444,1509000000.0,7545000000.0,12.27835464477539,212,2025-06-20,2025-06-20,是,0/0,通用设备
119,603382,海阳科技,-0.11385199427604675,26.32,28.99,21046008,954108422.4,4770536005.76,2.198615074157715,218,2025-06-12,2025-06-12,否,0/0,化学纤维
120,688775,影石创新,1.1710795164108276,198.7,235.68,330718320,6517360000.0,79678700000.0,5.088613033294678,219,2025-06-11,2025-06-11,否,0/0,消费电子
121,920027,交大铁发,0.2666666507720947,18.8,24.37,26158543,793425800.0,1489025800.0,3.299797296524048,220,2025-06-10,2025-06-10,否,0/0,轨交设备
122,301590,优优绿能,0.07655292749404907,183.02,219.46,108034533,1574462676.6200001,7696563486.56,6.876565456390381,223,2025-06-05,2025-06-05,否,0/0,其他电源
123,603049,中策橡胶,-0.041203130036592484,48.52,53.39,87681813,4243004131.2000003,42430041312.0,2.0685875415802,223,2025-06-05,2025-06-05,否,0/0,汽车零部
124,603014,威高血净,-0.08266739547252655,36.26,39.92,24335755,1427459458.32,15147762360.64,1.7047027349472046,225,2025-05-19,2025-05-19,否,0/0,医疗器械
125,001390,古麒绒材,-1.0921177864074707,20.83,23.17,41767745,1041499999.9999999,4165999999.9999995,4.000442028045654,227,2025-05-29,2025-05-29,否,0/0,纺织制造
126,301595,太力科技,4.332953453063965,45.75,52.62,147143789,1114607250.0,4953810000.0,13.20923137664795,235,2025-05-19,2025-05-19,否,0/0,家居用品
127,301636,泽润新能,1.9808306694030762,63.84,75.12,118370943,1018819751.0400001,4077321820.32,11.605132102966309,236,2025-05-16,2025-05-16,否,0/0,光伏设备
128,688755,汉邦科技,-0.07290400564670563,41.12,49.38,35438280,723712000.0,3618560000.0,4.910835266113281,236,2025-05-16,2025-05-16,否,0/0,专用设备
129,920068,天工股份,0.4987531304359436,20.15,26.06,43610107,1263490859.1499999,13210340322.4,3.437713861465454,238,2025-05-14,2025-05-13,否,0/0,小金属
