序号,股票代码,股票简称,最新价,阶段涨跌幅,连续换手率,资金流入净额
43,301502,华阳智能,59.66,24.66%,43.60%,1907.36万
44,300835,龙磁科技,114.37,24.55%,23.07%,2.67亿
45,688697,纽威数控,20.81,24.09%,12.42%,1.55亿
46,688090,瑞松科技,85.5,24.04%,17.07%,3.02亿
47,603937,丽岛新材,17.16,23.81%,38.28%,-1.98亿
48,2640,跨境通,4.11,23.80%,38.92%,-1.79亿
49,2281,光迅科技,164.29,23.65%,28.30%,11.35亿
50,688008,澜起科技,209.91,23.55%,22.48%,39.06亿
51,2903,宇环数控,45.22,23.42%,33.98%,-1.38亿
52,300868,杰美特,87.24,23.38%,17.74%,-7298.19万
53,301169,零点有数,83.68,23.37%,11.93%,-1334.74万
54,300368,汇金股份,12.52,23.35%,34.21%,6003.58万
55,600158,中体产业,13.27,23.21%,42.00%,-5.12亿
56,600208,衢州发展,5.1,23.19%,13.59%,-3.46亿
57,301316,慧博云通,58.35,23.13%,24.83%,7.07亿
58,300166,东方国信,19.03,23.09%,74.53%,-2678.60万
59,688783,西安奕材,27.55,23.05%,46.26%,2.12亿
60,688449,联芸科技,59.28,22.91%,30.39%,6.03亿
61,300656,民德电子,29.55,22.87%,20.87%,8868.99万
62,688041,海光信息,341.6,22.54%,6.83%,-5.59亿
63,301468,博盈特焊,62.51,22.47%,36.92%,1.09亿
64,688172,燕东微,48.86,22.43%,9.17%,5.63亿
65,300706,阿石创,50.06,22.40%,69.57%,3.90亿
66,688312,燕麦科技,84.35,22.39%,21.39%,1.57亿
67,301217,铜冠铜箔,86.8,22.29%,24.41%,-2.23亿
68,2757,南兴股份,27.84,22.27%,53.21%,2.00亿
69,688584,上海合晶,24.89,22.07%,20.41%,-2.53亿
70,600719,大连热电,9.38,21.82%,29.86%,-4576.80万
71,688808,联讯仪器,1130.0,21.77%,75.20%,6.30亿
72,688218,江苏北人,38.89,21.53%,22.45%,8003.78万
73,600130,波导股份,5.59,21.52%,23.09%,-1.88亿
74,300872,天阳科技,19.16,21.50%,18.97%,2.54亿
75,60,中金岭南,8.08,21.50%,25.84%,1130.70万
76,300632,光莆股份,24.77,21.48%,91.82%,-5.81亿
77,301550,斯菱智驱,186.4,21.47%,13.85%,4.92亿
78,2290,禾盛新材,93.46,21.46%,19.46%,-8009.62万
79,301286,侨源股份,57.4,21.38%,11.41%,7592.96万
80,688141,杰华特,96.45,21.27%,18.66%,6.35亿
81,688155,先惠技术,104.66,21.26%,20.14%,-1.23亿
82,301529,福赛科技,149.66,21.24%,35.37%,1.44亿
83,688655,迅捷兴,46.5,21.13%,46.66%,-9330.95万
84,2989,中天精装,32.14,21.05%,20.58%,2356.79万
85,300083,创世纪,10.27,20.97%,62.12%,-7161.40万
86,688167,炬光科技,422.35,20.88%,20.59%,8533.73万
87,603050,科林电气,24.34,20.79%,14.30%,-2516.41万
88,2792,通宇通讯,51.45,20.77%,44.67%,-1.78亿
89,7,全新好,17.02,20.71%,12.57%,4733.01万
90,301246,宏源药业,31.24,20.66%,77.84%,4.14亿
91,3041,真爱美家,63.4,20.65%,15.65%,-172.86万
92,603629,利通电子,158.28,20.56%,45.86%,1.20亿
93,688020,方邦股份,165.97,20.53%,25.82%,2.39亿
94,603063,禾望电气,50.75,20.46%,26.83%,-16.70万
95,688515,裕太微,183.29,20.44%,49.09%,2.16亿
96,300489,光智科技,113.6,20.43%,30.06%,2.23亿
97,301000,肇民科技,32.98,20.36%,7.90%,-1.08亿
98,2885,京泉华,36.88,20.33%,39.19%,3.11亿
99,300819,聚杰微纤,70.67,20.31%,18.32%,9467.22万
100,300762,上海瀚讯,45.89,20.29%,32.25%,9.86亿
101,603179,新泉股份,68.98,20.24%,19.30%,6.88亿
102,818,航锦科技,18.54,20.23%,28.27%,-1.63亿
103,301252,同星科技,43.95,20.18%,37.97%,1.24亿
104,688123,聚辰股份,134.8,20.04%,32.80%,6.16亿
105,605598,上海港湾,54.2,19.99%,8.74%,-1.15亿
106,2787,华源控股,23.03,19.89%,37.97%,-928.79万
107,300745,欣锐科技,41.33,19.76%,39.59%,-7312.99万
108,600301,华锡有色,59.82,19.71%,22.51%,1.43亿
109,688418,震有科技,50.81,19.69%,18.14%,9264.82万
110,2515,金字火腿,7.56,19.62%,35.64%,4.43亿
111,600246,万通发展,12.26,19.61%,29.61%,2.47亿
112,700,模塑科技,13.56,19.58%,21.83%,3.40亿
113,688233,神工股份,83.69,19.54%,19.44%,2.50亿
114,603256,宏和科技,144.11,19.47%,8.27%,-4.59亿
115,603777,来伊份,18.86,19.44%,20.01%,4990.62万
116,300652,雷迪克,45.97,19.43%,21.23%,-15.32万
117,300751,迈为股份,264.28,19.39%,21.39%,2.52亿
118,603459,红板科技,73.68,19.38%,96.05%,2.60亿
119,2156,通富微电,59.08,19.35%,28.25%,-12.75亿
120,603158,腾龙股份,15.44,19.32%,17.42%,-1.93亿
121,510,新金路,16.63,19.30%,28.68%,2.13亿
122,688766,普冉股份,319.0,19.16%,18.18%,5.78亿
123,603030,全筑股份,2.87,19.09%,21.36%,-3524.88万
124,605389,长龄液压,126.78,19.04%,9.86%,5652.07万
125,301588,美新科技,35.95,19.00%,51.58%,3423.49万
126,300843,胜蓝股份,86.85,18.96%,19.48%,-1384.35万
127,2348,高乐股份,12.59,18.89%,14.83%,4717.78万
128,300136,信维通信,101.65,18.87%,42.04%,35.00亿
129,603131,上海沪工,24.33,18.86%,26.03%,-3622.29万
130,2135,东南网架,9.35,18.81%,24.77%,5652.75万
131,688691,灿芯股份,125.9,18.77%,68.74%,2.45亿
132,300983,尤安设计,37.36,18.60%,6.69%,2875.71万
133,301070,开勒股份,110.22,18.52%,32.60%,1.08亿
134,2353,杰瑞股份,150.8,18.51%,10.13%,4955.40万
135,688365,光云科技,23.11,18.33%,17.19%,9252.69万
136,300536,农尚环境,10.61,18.28%,27.62%,8049.93万
137,2235,安妮股份,12.04,18.27%,56.81%,-1752.42万
138,553,安道麦A,7.33,18.23%,5.33%,-8868.61万
139,2052,同洲电子,11.23,18.21%,23.95%,-1645.54万
140,688802,沐曦股份,842.97,18.17%,67.67%,7.43亿
141,2698,博实股份,15.16,18.07%,8.37%,1.05亿
142,300123,ST亚光,4.51,18.06%,28.47%,1.18亿
143,2436,兴森科技,32.42,18.06%,34.80%,2290.30万
144,2805,丰元股份,24.52,18.05%,57.35%,-1.44亿
145,300816,艾可蓝,80.4,18.01%,22.50%,4364.74万
146,300975,商络电子,23.6,18.00%,44.72%,2.40亿
147,603598,引力传媒,24.02,17.92%,19.79%,5154.67万
148,1309,德明利,616.51,17.90%,32.56%,3.45亿
149,603119,浙江荣泰,88.42,17.88%,38.47%,-2.94亿
150,301479,弘景光电,125.9,17.88%,21.73%,7616.62万
151,2044,美年健康,6.2,17.87%,27.54%,6478.72万
152,301696,三瑞智能,113.35,17.83%,80.06%,1.37亿
153,300456,赛微电子,52.83,17.69%,35.31%,7.40亿
154,688047,龙芯中科,183.46,17.66%,15.32%,3.64亿
155,300302,同有科技,33.63,17.51%,52.49%,5.32亿
156,688521,芯原股份,275.0,17.49%,24.15%,-2.38亿
157,601991,大唐发电,5.04,17.48%,7.00%,-13.55亿
158,697,炼石航空,11.76,17.48%,10.07%,-3139.86万
159,603897,长城科技,55.87,17.37%,18.82%,1.07亿
160,301115,联检科技,23.73,17.36%,16.15%,3594.21万
161,301018,申菱环境,136.68,17.30%,21.34%,2.34亿
162,300170,汉得信息,23.48,17.28%,33.70%,5.49亿
163,688107,安路科技,36.96,17.26%,13.85%,1.66亿
164,300013,新宁物流,4.78,17.16%,31.31%,9492.34万
165,600379,宝光股份,17.85,17.05%,54.72%,-12.48亿
166,2342,巨力索具,22.12,17.04%,73.00%,9.85亿
167,301189,奥尼电子,94.86,17.00%,26.62%,1.03亿
168,688726,拉普拉斯,70.27,16.98%,30.36%,6.56亿
169,300393,中来股份,11.65,16.97%,21.21%,1.56亿
170,688319,欧林生物,35.0,16.90%,12.51%,1.58亿
171,300903,科翔股份,58.74,16.90%,30.95%,1.61亿
172,688159,有方科技,51.05,16.90%,25.17%,1.09亿
173,600589,大位科技,11.37,16.86%,43.19%,5.48亿
174,600433,冠豪高新,5.14,16.82%,39.21%,-1.97亿
175,601208,东材科技,45.16,16.81%,27.16%,3.95亿
176,301225,恒勃股份,112.71,16.75%,26.66%,507.44万
177,688173,希荻微,18.13,16.74%,16.93%,1.41亿
178,300054,鼎龙股份,68.8,16.67%,19.52%,1557.50万
179,301308,江波龙,483.33,16.66%,27.75%,9849.90万
180,2655,共达电声,35.81,16.64%,38.83%,-3.13亿
181,688416,恒烁股份,111.82,16.60%,22.91%,1.04亿
182,688625,呈和科技,84.16,16.57%,8.87%,4910.47万
183,2930,宏川智慧,14.58,16.55%,24.45%,3357.57万
184,2364,中恒电气,46.3,16.48%,36.98%,7.75亿
185,605358,立昂微,45.44,16.45%,19.20%,7.99亿
186,300912,凯龙高科,30.74,16.44%,28.26%,355.27万
187,301235,华康洁净,57.66,16.44%,29.04%,9340.26万
188,603278,大业股份,13.55,16.41%,24.68%,-1.14亿
189,300154,瑞凌股份,9.94,16.39%,17.50%,4959.36万
190,603660,苏州科达,13.29,16.37%,28.71%,2.12亿
191,300283,温州宏丰,14.15,16.37%,85.71%,7840.14万
192,967,盈峰环境,16.42,16.37%,24.40%,-2.43亿
193,688239,航宇科技,70.2,16.32%,18.87%,1.03亿
194,402,金融街,3.35,16.32%,19.88%,-1.17亿
195,300053,航宇微,19.48,16.16%,27.23%,8918.14万
196,688037,芯源微,238.09,16.14%,19.54%,6906.30万
197,2871,伟隆股份,20.76,16.11%,17.03%,-1420.20万
198,338,潍柴动力,35.0,16.09%,9.45%,-9.05亿
199,2203,海亮股份,20.89,16.06%,12.13%,-3.75亿
200,603618,杭电股份,34.2,16.05%,20.25%,-8.17亿
201,300052,中青宝,14.27,16.02%,29.90%,-1541.19万
202,688166,博瑞医药,68.56,16.01%,12.58%,3819.17万
203,688502,茂莱光学,550.76,15.97%,21.77%,-5868.21万
204,688558,国盛智科,41.85,15.93%,12.19%,1751.13万
205,2428,云南锗业,80.2,15.86%,50.45%,11.27亿
206,301148,嘉戎技术,80.18,15.85%,16.63%,6171.52万
207,605123,派克新材,112.42,15.83%,16.19%,-8438.28万
208,600730,*ST高科,9.89,15.81%,1.24%,-6961.93万
209,300398,飞凯材料,35.82,15.81%,31.97%,6.27亿
210,609,*ST中迪,15.9,15.80%,29.01%,-4.32亿
211,600381,*ST春天,3.96,15.79%,0.67%,-1471.35万
212,603828,*ST利达,5.28,15.79%,4.24%,3975.62万
213,2289,*ST宇顺,40.31,15.77%,0.46%,-4722.80万
214,603156,养元饮品,41.49,15.76%,4.06%,-3936.44万
215,2207,*ST准油,7.57,15.75%,42.88%,-1.71亿
216,603580,*ST艾艾,23.38,15.74%,4.61%,-1340.16万
217,300969,恒帅股份,137.97,15.70%,20.43%,2555.04万
218,603398,*ST沐邦,13.72,15.68%,1.13%,-6252.13万
219,2400,省广集团,9.81,15.68%,35.88%,5.93亿
220,688025,杰普特,374.6,15.62%,17.11%,2325.64万
221,605099,共创草坪,50.89,15.61%,7.42%,-3813.90万
222,600527,江南高纤,3.26,15.60%,41.93%,5047.19万
223,301045,天禄科技,52.93,15.57%,33.38%,-3197.46万
224,2051,中工国际,11.68,15.53%,16.16%,-1.72亿
225,605158,华达新材,9.04,15.45%,10.01%,-995.86万
226,300687,赛意信息,28.84,15.45%,23.47%,1.98亿
227,603726,朗迪集团,26.06,15.36%,17.33%,-2306.48万
228,603095,越剑智能,26.6,15.35%,25.66%,-3.00亿
229,300257,开山股份,34.18,15.32%,6.31%,1.57亿
230,688484,南芯科技,43.88,15.29%,11.43%,1.27亿
231,2785,万里石,53.62,15.29%,29.96%,9733.44万
232,2591,恒大高新,8.76,15.26%,67.79%,-1.25亿
233,2484,江海股份,44.0,15.24%,19.37%,5.48亿
234,688110,东芯股份,155.43,15.22%,24.96%,17.38亿
235,301205,联特科技,275.25,15.21%,34.62%,7.01亿
236,300395,菲利华,128.52,15.19%,25.10%,5.74亿
237,688158,优刻得,52.76,15.17%,38.11%,3.49亿
238,301307,美利信,54.01,15.14%,37.32%,2.14亿
239,300820,英杰电气,50.23,15.13%,20.81%,8980.23万
240,603269,海鸥股份,17.06,15.11%,23.92%,-3406.72万
241,600081,东风科技,12.57,15.11%,7.15%,6487.62万
242,688530,欧莱新材,57.2,15.09%,87.75%,-1.77亿
243,603316,诚邦股份,18.87,15.06%,54.15%,-1.12亿
244,600396,华电辽能,12.0,15.05%,50.57%,-1.50亿
245,300657,弘信电子,40.53,15.04%,33.11%,4.01亿
246,300184,力源信息,15.16,15.02%,47.52%,5.66亿
247,603175,超颖电子,104.49,15.00%,34.09%,7268.25万
248,2645,华宏科技,26.94,14.98%,31.64%,-6.10亿
249,688031,星环科技,150.41,14.97%,19.69%,1.07亿
250,603557,*ST起步,4.69,14.95%,9.66%,-3167.36万
251,300928,华安鑫创,35.39,14.94%,26.37%,6224.73万
252,603116,红蜻蜓,7.31,14.94%,13.10%,-11.26万
253,603226,菲林格尔,44.7,14.91%,3.74%,7267.64万
254,600936,北投科技,4.7,14.91%,9.43%,6342.57万
255,688179,阿拉丁,22.2,14.91%,14.14%,-425.05万
256,300222,科大智能,12.79,14.91%,19.83%,2.74亿
257,600736,苏州高新,9.65,14.88%,53.67%,3727.31万
258,783,长江证券,8.34,14.88%,17.56%,-10.20亿
259,688003,天准科技,80.17,14.86%,8.49%,1.41亿
260,688403,汇成股份,18.64,14.85%,23.94%,5.25亿
261,980,众泰汽车,2.63,14.85%,20.79%,-1.31亿
262,603559,ST通脉,8.36,14.84%,7.26%,1202.89万
263,300488,恒锋工具,34.63,14.82%,15.27%,1.03亿
264,301186,超达装备,74.61,14.78%,10.24%,2659.96万
265,603400,华之杰,75.45,14.77%,33.72%,7443.38万
266,300560,中富通,16.32,14.77%,22.11%,3394.46万
267,688516,奥特维,87.06,14.64%,16.61%,-1018.24万
268,1257,盛龙股份,26.01,14.63%,75.50%,3.46亿
269,688523,航天环宇,72.15,14.60%,29.41%,2.39亿
270,603657,春光科技,31.17,14.60%,14.11%,6158.19万
271,688607,康众医疗,72.0,14.59%,10.03%,8759.99万
272,2194,武汉凡谷,12.5,14.57%,19.72%,1946.05万
273,2384,东山精密,211.07,14.56%,19.53%,5.93亿
274,600885,宏发股份,33.22,14.55%,10.00%,7.86亿
275,688551,科威尔,52.05,14.52%,14.58%,7808.14万
276,3007,直真科技,50.8,14.49%,37.37%,-3725.66万
277,603067,振华股份,40.7,14.49%,19.55%,4.33亿
278,300139,晓程科技,60.46,14.42%,50.68%,6898.44万
279,1270,*ST铖昌,152.88,14.37%,10.25%,-9958.22万
280,603178,圣龙股份,20.23,14.36%,40.69%,-7170.14万
281,603248,锡华科技,29.74,14.34%,63.86%,-8695.63万
282,1337,四川黄金,58.35,14.34%,15.39%,-1.05亿
283,2350,北京科锐,15.95,14.34%,15.92%,-3355.45万
284,688387,信科移动,20.7,14.30%,16.73%,8.08亿
285,300137,先河环保,19.3,14.27%,27.09%,2.94亿
286,2025,航天电器,77.32,14.26%,23.25%,6190.05万
287,300304,云意电气,13.23,14.25%,8.39%,9703.00万
288,600683,京投发展,15.66,14.22%,16.26%,-1.14亿
289,2865,钧达股份,87.75,14.17%,28.89%,-8290.29万
290,300938,信测标准,61.99,14.16%,30.90%,5.01亿
291,688615,合合信息,148.41,14.13%,19.37%,1.08亿
292,600790,轻纺城,4.69,14.11%,14.50%,3617.79万
293,300499,高澜股份,44.5,14.10%,41.46%,2.43亿
294,2272,川润股份,19.86,14.07%,42.60%,5489.04万
295,3004,*ST声迅,36.5,14.03%,3.44%,87.34万
296,688051,佳华科技,47.05,14.03%,12.17%,-729.37万
297,2217,合力泰,3.5,14.01%,29.40%,6482.75万
298,688535,华海诚科,100.92,14.00%,22.56%,2274.86万
299,300846,首都在线,30.8,13.99%,36.75%,4.08亿
300,688229,博睿数据,98.25,13.98%,17.63%,4840.17万
301,2229,鸿博股份,18.34,13.98%,41.10%,1.30亿
302,600769,祥龙电业,17.3,13.97%,19.01%,8220.51万
303,823,超声电子,17.31,13.96%,20.66%,-8623.80万
304,603601,再升科技,17.32,13.95%,71.64%,10.22亿
305,2685,华东重机,9.48,13.94%,44.80%,1.80亿
306,603936,博敏电子,17.99,13.86%,24.44%,-750.20万
307,688160,步科股份,116.8,13.84%,9.41%,6162.71万
308,601199,江南水务,6.09,13.83%,10.30%,577.98万
309,2031,巨轮智能,6.42,13.83%,9.97%,-1.60亿
310,1359,平安电工,95.0,13.77%,19.10%,2399.76万
311,300400,劲拓股份,29.09,13.77%,21.79%,1.86亿
312,300936,中英科技,79.99,13.75%,23.30%,9045.70万
313,603688,石英股份,63.32,13.74%,14.74%,-4455.48万
314,2663,普邦股份,2.4,13.74%,15.37%,8553.62万
315,688577,浙海德曼,80.24,13.73%,7.17%,876.39万
316,600107,*ST尔雅,6.63,13.72%,5.35%,-5323.72万
317,2298,中电鑫龙,11.11,13.72%,20.70%,1924.79万
318,300547,川环科技,42.01,13.69%,35.16%,2.83亿
319,301389,隆扬电子,73.99,13.64%,26.49%,1.30亿
320,300085,银之杰,41.08,13.64%,22.85%,5.24亿
321,301362,民爆光电,164.9,13.61%,44.52%,8909.26万
322,301413,安培龙,112.28,13.61%,24.16%,-475.73万
323,603636,南威软件,10.1,13.61%,9.16%,3091.26万
324,688757,胜科纳米,29.65,13.60%,18.77%,-3507.48万
325,711,ST京蓝,5.43,13.60%,6.65%,-2125.05万
326,301369,联动科技,183.32,13.58%,12.26%,5841.98万
327,2870,香山股份,40.85,13.54%,20.57%,4047.93万
328,688115,思林杰,58.74,13.51%,10.39%,2079.20万
329,1287,中电港,29.08,13.51%,24.55%,-1.77亿
330,603031,安孚科技,46.63,13.51%,19.60%,-1.69亿
331,688368,晶丰明源,165.97,13.48%,13.76%,1.49亿
332,300477,ST合纵,2.78,13.47%,28.23%,1707.66万
333,603950,长源东谷,63.8,13.44%,9.93%,264.27万
334,688719,爱科赛博,67.28,13.44%,12.97%,-4087.04万
335,301232,飞沃科技,229.0,13.37%,48.08%,1.73亿
336,603986,兆易创新,350.16,13.36%,22.99%,-23.35亿
337,300631,久吾高科,31.57,13.36%,28.19%,1.14亿
338,688545,兴福电子,59.0,13.35%,17.87%,-6713.89万
339,300953,震裕科技,238.75,13.35%,18.94%,4.75亿
340,2491,通鼎互联,18.78,13.34%,29.53%,-3.76亿
341,688767,博拓生物,40.7,13.31%,9.36%,9479.39万
342,688379,华光新材,75.15,13.30%,29.55%,4616.91万
343,603078,江化微,27.34,13.30%,25.11%,1.40亿
344,300063,天龙集团,12.88,13.28%,33.91%,2.72亿
345,601996,丰林集团,3.08,13.24%,19.71%,-6117.17万
346,603626,科森科技,27.13,13.23%,28.03%,2.55亿
347,688191,智洋创新,50.49,13.21%,12.32%,1.21亿
348,301395,仁信新材,14.93,13.19%,18.88%,2612.76万
349,688072,拓荆科技,479.56,13.19%,7.04%,-4.16亿
350,688220,翱捷科技,102.05,13.16%,16.80%,2.82亿
351,1215,千味央厨,48.2,13.15%,26.46%,-212.46万
352,601882,海天精工,22.31,13.13%,5.96%,1.13亿
353,2222,福晶科技,98.4,13.12%,26.81%,8.61亿
354,301183,东田微,200.33,13.06%,36.97%,4.65亿
355,688539,高华科技,40.97,13.05%,8.99%,4649.14万
356,300812,易天股份,39.75,13.05%,34.01%,4455.02万
357,688669,聚石化学,35.35,13.05%,18.46%,1919.82万
358,802,北京文化,4.85,13.05%,29.79%,-714.79万
359,300814,中富电路,116.3,13.04%,19.01%,2.14亿
360,603389,*ST亚振,66.55,13.03%,2.65%,-8900.65万
361,603375,盛景微,46.49,13.00%,40.00%,-5934.92万
362,301016,雷尔伟,17.73,13.00%,7.71%,4295.37万
363,605133,嵘泰股份,36.3,12.98%,13.59%,3.72亿
364,2975,博杰股份,124.4,12.98%,29.18%,1.53亿
365,688568,中科星图,61.89,12.94%,6.27%,1.05亿
366,688127,蓝特光学,80.18,12.93%,9.12%,2.33亿
367,2838,道恩股份,34.7,12.85%,7.63%,5340.63万
368,2664,信质集团,22.39,12.85%,8.64%,7662.93万
369,2183,怡亚通,6.5,12.85%,14.19%,-2.16亿
370,300806,斯迪克,83.03,12.83%,19.44%,1.54亿
371,301338,凯格精机,209.0,12.80%,32.04%,1.21亿
372,2747,埃斯顿,23.46,12.79%,12.85%,1.22亿
373,2208,合肥城建,14.64,12.79%,21.39%,1.20亿
374,300106,西部牧业,12.37,12.76%,27.73%,6726.23万
375,688216,气派科技,32.46,12.75%,13.34%,1710.00万
376,600487,亨通光电,75.96,12.73%,22.22%,12.27亿
377,301228,实朴检测,60.98,12.72%,12.62%,1.05亿
378,688478,晶升股份,46.99,12.71%,17.68%,645.88万
379,301095,广立微,92.56,12.70%,15.83%,2.37亿
380,688733,壹石通,32.85,12.69%,13.54%,1.29亿
381,301526,国际复材,19.2,12.68%,47.94%,3.66亿
382,603286,日盈电子,68.2,12.65%,12.00%,1.55亿
383,688456,有研粉材,72.06,12.59%,17.07%,828.19万
384,1268,联合精密,39.31,12.57%,24.84%,710.07万
385,600667,太极实业,10.84,12.56%,23.34%,2.08亿
386,603353,和顺石油,49.31,12.53%,30.79%,7184.57万
387,300955,嘉亨家化,40.99,12.52%,11.49%,2463.10万
388,603933,睿能科技,26.18,12.51%,33.56%,1.49亿
389,300911,亿田智能,35.45,12.50%,18.55%,2860.59万
390,600869,远东股份,19.57,12.47%,13.58%,3.88亿
391,603931,格林达,44.07,12.45%,19.62%,-8033.40万
392,688102,斯瑞新材,43.97,12.43%,12.01%,4.19亿
393,301322,绿通科技,40.42,12.40%,16.22%,219.31万
394,301093,华兰股份,94.5,12.39%,10.48%,1.58亿
395,600052,东望时代,4.54,12.38%,24.32%,-4373.45万
396,603058,永吉股份,11.85,12.32%,10.68%,4719.33万
397,301306,西测测试,167.39,12.30%,35.88%,7659.97万
398,688320,禾川科技,37.42,12.30%,12.56%,7473.14万
399,688282,理工导航,88.03,12.30%,7.87%,-810.49万
400,603895,天永智能,31.71,12.29%,7.35%,130.53万
401,863,三湘印象,5.12,12.28%,12.62%,-1594.82万
402,2050,三花智控,50.32,12.27%,14.09%,23.72亿
403,688309,恒誉环保,75.89,12.25%,9.41%,3476.14万
404,603322,超讯通信,36.1,12.25%,19.48%,1.10亿
405,300948,冠中生态,22.28,12.24%,12.43%,6312.72万
406,601126,四方股份,60.6,12.24%,12.87%,2.91亿
407,2046,国机精工,56.27,12.23%,11.78%,1.20亿
408,1339,智微智能,100.8,12.22%,34.43%,7301.23万
409,600539,狮头股份,20.59,12.21%,49.31%,-1.03亿
410,301397,溯联股份,43.3,12.18%,30.22%,1.10亿
411,300878,维康药业,30.85,12.18%,6.20%,393.46万
412,688787,海天瑞声,144.17,12.17%,16.27%,1.43亿
413,988,华工科技,133.5,12.15%,30.61%,19.09亿
414,720,新能泰山,5.17,12.15%,13.55%,-6645.26万
415,688126,沪硅产业,22.54,12.14%,10.80%,3.48亿
416,2552,宝鼎科技,25.14,12.13%,10.13%,3189.62万
417,301577,美信科技,72.1,12.10%,33.24%,3175.94万
418,603416,信捷电气,58.72,12.10%,8.83%,1.51亿
419,301600,慧翰股份,119.81,12.08%,14.94%,8984.49万
420,603162,海通发展,17.0,12.06%,26.79%,1048.32万
421,688716,中研股份,35.72,12.05%,13.27%,1695.98万
422,300811,铂科新材,101.3,12.05%,16.12%,2.42亿
423,605369,拱东医疗,21.33,12.03%,8.46%,2798.14万
424,301631,壹连科技,122.0,12.01%,38.52%,9982.20万
425,300895,铜牛信息,70.69,11.99%,36.74%,1.03亿
426,601689,拓普集团,64.47,11.97%,8.25%,5.96亿
427,600522,中天科技,38.38,11.96%,21.56%,-5.57亿
428,600400,红豆股份,2.81,11.95%,21.98%,9530.19万
429,688351,微电生理,25.4,11.94%,8.44%,158.46万
430,300067,安诺其,7.97,11.94%,72.13%,-6881.26万
431,2199,*ST东晶,11.45,11.93%,15.32%,-981.07万
432,668,*ST荣控,17.47,11.92%,5.45%,993.77万
433,300572,安车检测,32.41,11.91%,16.85%,2.21亿
434,2335,科华数据,69.16,11.91%,23.61%,-4358.34万
435,688048,长光华芯,392.87,11.87%,29.01%,7.51亿
436,2951,金时科技,16.69,11.86%,3.32%,-3307.71万
437,301005,超捷股份,187.09,11.84%,24.60%,3.53亿
438,300270,中威电子,14.37,11.83%,20.71%,6429.91万
439,2842,翔鹭钨业,39.13,11.83%,90.56%,-10.10亿
440,300455,航天智装,28.09,11.82%,7.37%,1.48亿
441,2853,皮阿诺,29.52,11.82%,8.47%,-1055.55万
442,688195,腾景科技,361.98,11.81%,18.01%,3.93亿
443,300124,汇川技术,75.55,11.78%,8.21%,15.49亿
444,603938,三孚股份,32.63,11.75%,12.01%,-992.47万
445,2266,浙富控股,5.63,11.71%,14.83%,2.32亿
446,688629,华丰科技,142.04,11.70%,49.27%,4.49亿
447,960,锡业股份,40.0,11.70%,15.73%,7.99亿
448,603285,键邦股份,47.85,11.69%,21.97%,149.13万
