序号,股票代码,股票简称,最新价,阶段涨跌幅,连续换手率,资金流入净额
1328,688361,中科飞测,197.99,5.54%,8.52%,-1.11亿
1329,688685,迈信林,49.92,5.54%,10.90%,4168.13万
1330,300086,康芝药业,7.62,5.54%,15.07%,3182.24万
1331,2668,TCL智家,10.09,5.54%,4.54%,8392.09万
1332,1255,博菲电气,36.11,5.52%,8.15%,688.75万
1333,600556,天下秀,6.31,5.52%,9.13%,1.09亿
1334,688007,光峰科技,15.49,5.52%,5.77%,-135.42万
1335,2810,山东赫达,29.08,5.52%,16.77%,-812.43万
1336,688818,电科蓝天,71.37,5.50%,47.59%,1.01亿
1337,301563,云汉芯城,171.93,5.50%,40.71%,-6471.07万
1338,688776,国光电气,82.53,5.50%,6.64%,4478.09万
1339,928,中钢国际,6.9,5.50%,8.31%,655.58万
1340,688560,明冠新材,17.68,5.49%,12.43%,-569.82万
1341,300635,中达安,15.17,5.49%,18.02%,1301.39万
1342,688210,统联精密,45.78,5.48%,6.13%,1458.54万
1343,603048,浙江黎明,23.29,5.48%,8.21%,180.91万
1344,603505,金石资源,18.67,5.48%,7.77%,-1816.08万
1345,600020,中原高速,4.04,5.48%,4.10%,4581.93万
1346,300394,天孚通信,328.14,5.48%,17.47%,-3.88亿
1347,300836,佰奥智能,61.36,5.47%,10.65%,1783.48万
1348,605011,杭州热电,21.82,5.46%,5.18%,5547.13万
1349,600510,黑牡丹,11.58,5.46%,4.93%,5638.44万
1350,551,创元科技,16.62,5.46%,27.53%,7524.48万
1351,601958,金钼股份,20.89,5.45%,3.79%,-4203.34万
1352,600883,博闻科技,9.11,5.44%,15.46%,701.70万
1353,300749,顶固集创,25.58,5.44%,16.31%,-3285.44万
1354,300213,佳讯飞鸿,8.55,5.43%,7.88%,1307.36万
1355,603061,金海通,266.29,5.42%,11.11%,6201.75万
1356,2248,华东数控,13.62,5.42%,24.51%,977.14万
1357,301499,维科精密,36.4,5.39%,33.63%,1123.01万
1358,2405,四维图新,9.38,5.39%,8.52%,1.45亿
1359,301500,飞南资源,31.14,5.38%,66.85%,-495.69万
1360,301328,维峰电子,65.08,5.38%,6.58%,1925.69万
1361,300909,汇创达,47.56,5.38%,7.60%,3782.03万
1362,2249,大洋电机,9.6,5.38%,8.97%,1.57亿
1363,300478,杭州高新,31.4,5.37%,8.49%,4272.08万
1364,300609,汇纳科技,42.38,5.37%,17.00%,353.03万
1365,301667,纳百川,113.96,5.37%,79.99%,-7129.32万
1366,301137,哈焊华通,44.65,5.36%,7.51%,2506.20万
1367,688049,炬芯科技,49.37,5.36%,14.18%,4962.44万
1368,600359,新农开发,7.67,5.36%,12.98%,2220.24万
1369,2414,高德红外,15.13,5.36%,10.99%,-1.22亿
1370,301079,邵阳液压,44.26,5.36%,35.44%,-145.65万
1371,1311,多利科技,31.14,5.35%,11.77%,5530.43万
1372,301567,贝隆精密,45.08,5.35%,18.38%,-706.43万
1373,600163,中闽能源,6.5,5.35%,7.00%,1964.90万
1374,782,恒申新材,7.48,5.35%,21.23%,2747.87万
1375,300777,中简科技,39.63,5.34%,12.30%,-4883.20万
1376,2467,二六三,7.11,5.33%,22.10%,4379.59万
1377,3028,振邦智能,28.7,5.32%,6.50%,481.96万
1378,300861,美畅股份,19.99,5.32%,23.75%,9309.14万
1379,922,佳电股份,15.45,5.32%,8.84%,5350.82万
1380,301638,南网数字,30.53,5.31%,50.98%,-9002.51万
1381,300752,隆利科技,20.02,5.31%,10.85%,3409.64万
1382,300385,ST雪浪,15.88,5.31%,18.07%,-6765.82万
1383,688223,晶科能源,6.76,5.30%,5.18%,-1.56亿
1384,688078,龙软科技,27.81,5.30%,5.30%,1980.54万
1385,2967,广电计量,22.65,5.30%,8.03%,4827.62万
1386,300772,运达股份,16.88,5.30%,10.59%,6104.28万
1387,2921,联诚精密,31.2,5.30%,20.33%,336.99万
1388,300989,蕾奥规划,15.72,5.29%,11.21%,2131.10万
1389,300933,中辰股份,8.56,5.29%,9.13%,-358.03万
1390,603809,豪能股份,11.35,5.29%,4.36%,5335.48万
1391,603721,*ST天择,25.1,5.29%,9.53%,-3403.58万
1392,600455,博通股份,29.04,5.29%,20.74%,-1239.10万
1393,600435,北方导航,14.94,5.29%,4.90%,5979.81万
1394,600126,杭钢股份,9.55,5.29%,16.48%,-1.99亿
1395,688627,精智达,303.2,5.28%,22.39%,-3.22亿
1396,301023,奕帆传动,42.85,5.28%,11.27%,386.21万
1397,600156,华升股份,11.76,5.28%,62.59%,-1381.99万
1398,300403,汉宇集团,11.36,5.28%,6.88%,291.79万
1399,300277,汽轮科技,18.98,5.27%,11.82%,1.33亿
1400,300753,爱朋医疗,28.4,5.26%,12.76%,146.05万
1401,300024,机器人,15.42,5.26%,5.18%,3890.77万
1402,665,湖北广电,5.0,5.26%,7.84%,3220.64万
1403,1298,好上好,24.05,5.25%,44.60%,-1.47亿
1404,688290,景业智能,61.67,5.24%,4.88%,4506.99万
1405,1208,华菱线缆,19.9,5.24%,18.96%,-1128.45万
1406,688659,元琛科技,11.84,5.24%,13.29%,1142.30万
1407,600722,金牛化工,14.25,5.24%,31.40%,7407.70万
1408,300249,依米康,18.48,5.24%,31.14%,4433.31万
1409,690,宝新能源,5.62,5.24%,18.93%,-2119.12万
1410,300831,派瑞股份,20.51,5.23%,45.16%,-4004.87万
1411,603308,应流股份,80.41,5.23%,9.43%,-2.16亿
1412,2458,益生股份,11.68,5.23%,8.87%,5115.77万
1413,300098,高新兴,5.85,5.22%,17.02%,3173.53万
1414,688385,复旦微电,73.34,5.21%,14.05%,7582.40万
1415,2254,泰和新材,11.52,5.21%,11.53%,-1439.40万
1416,534,万泽股份,42.82,5.21%,15.50%,1.69亿
1417,688006,杭可科技,33.6,5.20%,7.42%,1.26亿
1418,688004,博汇科技,24.07,5.20%,8.71%,1684.96万
1419,600962,国投中鲁,22.66,5.20%,6.57%,1063.70万
1420,601929,吉视传媒,3.04,5.19%,8.37%,1.08亿
1421,2273,水晶光电,35.06,5.19%,14.50%,3.18亿
1422,605111,新洁能,41.83,5.18%,17.15%,-7297.89万
1423,600329,达仁堂,42.03,5.18%,2.80%,7264.80万
1424,300244,迪安诊断,20.5,5.18%,18.95%,-5659.64万
1425,301278,快可电子,40.66,5.17%,14.46%,-805.19万
1426,1267,汇绿生态,56.71,5.17%,28.41%,-4079.90万
1427,301022,海泰科,30.69,5.17%,12.81%,1328.07万
1428,600343,航天动力,34.98,5.17%,16.68%,-7311.02万
1429,300566,激智科技,19.92,5.17%,11.00%,3447.52万
1430,2774,快意电梯,12.62,5.17%,12.04%,2362.25万
1431,688686,奥普特,111.89,5.16%,5.05%,4426.02万
1432,600103,青山纸业,4.89,5.16%,34.17%,2.19亿
1433,301525,儒竞科技,72.74,5.15%,7.38%,2984.52万
1434,300996,普联软件,13.06,5.15%,14.74%,2058.71万
1435,688681,科汇股份,21.03,5.15%,10.20%,828.68万
1436,300629,新劲刚,26.13,5.15%,15.48%,1801.70万
1437,2782,可立克,20.63,5.15%,6.33%,1720.60万
1438,629,钒钛股份,3.88,5.15%,6.51%,1.07亿
1439,2634,*ST棒杰,5.32,5.14%,17.98%,-9596.07万
1440,300870,欧陆通,395.33,5.14%,13.90%,1.72亿
1441,2587,奥拓电子,7.16,5.14%,15.74%,644.39万
1442,300900,广联航空,44.87,5.13%,46.84%,-1.96亿
1443,600183,生益科技,82.0,5.13%,6.36%,1.97亿
1444,301538,骏鼎达,77.89,5.11%,11.03%,1231.25万
1445,688768,容知日新,43.43,5.11%,5.77%,-1231.37万
1446,300776,帝尔激光,113.02,5.11%,22.59%,3246.00万
1447,2512,ST达华,4.32,5.11%,19.81%,-1978.80万
1448,603496,恒为科技,31.74,5.10%,24.22%,-5378.98万
1449,300196,长海股份,21.23,5.10%,38.86%,-518.64万
1450,2922,伊戈尔,42.68,5.10%,17.89%,1.35亿
1451,603730,岱美股份,11.14,5.09%,4.15%,-2121.24万
1452,2173,创新医疗,24.37,5.09%,14.80%,1.11亿
1453,301251,威尔高,66.79,5.08%,27.77%,-262.63万
1454,300084,海默科技,12.0,5.08%,16.57%,1039.84万
1455,62,深圳华强,37.46,5.08%,34.02%,-5.70亿
1456,300416,苏试试验,17.63,5.07%,9.80%,4306.74万
1457,2765,蓝黛科技,9.95,5.07%,8.82%,-113.00万
1458,688651,盛邦安全,40.52,5.06%,14.65%,-729.88万
1459,603165,荣晟环保,18.07,5.06%,10.02%,1156.35万
1460,300786,国林科技,16.83,5.06%,19.75%,2332.57万
1461,688601,力芯微,53.21,5.05%,24.02%,2.12亿
1462,600570,恒生电子,27.46,5.05%,6.73%,-1945.11万
1463,601869,长飞光纤,389.2,5.04%,14.36%,9.34亿
1464,600072,中船科技,13.55,5.04%,15.90%,-413.03万
1465,300612,宣亚国际,15.85,5.04%,13.47%,2958.43万
1466,300578,会畅科技,22.31,5.04%,11.63%,1177.17万
1467,688244,永信至诚,20.46,5.03%,4.55%,-666.95万
1468,1313,粤海饲料,8.98,5.03%,7.12%,1408.60万
1469,603819,神力股份,15.04,5.03%,18.75%,-1850.55万
1470,2269,美邦服饰,1.67,5.03%,13.28%,4061.06万
1471,2256,兆新股份,4.8,5.03%,29.36%,1.59亿
1472,301683,慧谷新材,136.58,5.02%,60.10%,3984.57万
1473,300726,宏达电子,51.71,5.02%,15.27%,5837.99万
1474,301566,达利凯普,25.58,5.01%,24.18%,-3149.92万
1475,600288,大恒科技,15.32,5.00%,9.68%,3810.08万
1476,600162,香江控股,1.89,5.00%,6.16%,5674.61万
1477,688785,恒运昌,329.78,4.99%,28.53%,1.16亿
1478,603013,亚普股份,21.03,4.99%,7.33%,2345.62万
1479,600845,宝信软件,23.98,4.99%,4.30%,1.63亿
1480,300683,海特生物,37.01,4.99%,17.28%,1761.53万
1481,300671,富满微,48.14,4.99%,23.23%,-1522.38万
1482,2028,思源电气,206.68,4.99%,6.02%,-5.41亿
1483,301139,元道通信,18.55,4.98%,22.34%,3838.68万
1484,300910,瑞丰新材,48.89,4.98%,8.26%,-142.07万
1485,301636,泽润新能,63.84,4.97%,31.45%,-1379.48万
1486,301041,金百泽,30.83,4.97%,15.13%,1618.20万
1487,2617,露笑科技,8.03,4.97%,10.27%,2461.15万
1488,688301,奕瑞科技,118.08,4.96%,3.75%,4046.97万
1489,300581,晨曦航空,12.9,4.96%,5.62%,3400.79万
1490,2301,齐心集团,7.19,4.96%,9.36%,238.13万
1491,300234,开尔新材,6.78,4.95%,17.05%,-153.00万
1492,300034,钢研高纳,20.34,4.95%,7.15%,1443.76万
1493,603728,鸣志电器,61.34,4.94%,4.86%,-1598.87万
1494,600310,广西能源,5.31,4.94%,28.16%,2137.21万
1495,601669,中国电建,5.96,4.93%,7.16%,9829.17万
1496,300660,江苏雷利,44.3,4.93%,4.49%,1175.50万
1497,300502,新易盛,563.5,4.93%,14.20%,33.05亿
1498,301518,长华化学,38.38,4.92%,13.46%,631.33万
1499,603387,基蛋生物,9.6,4.92%,11.75%,2.34万
1500,2378,章源钨业,34.54,4.92%,30.18%,-3.40亿
1501,300556,丝路视觉,20.52,4.91%,19.71%,1192.31万
1502,300046,台基股份,32.95,4.90%,9.56%,3536.88万
1503,300286,安科瑞,25.31,4.89%,7.48%,-1107.29万
1504,300460,ST惠伦,9.87,4.89%,6.90%,-482.47万
1505,2881,美格智能,40.72,4.89%,7.20%,6448.64万
1506,301028,鼎熔岩,14.79,4.89%,5.07%,283.62万
1507,2164,宁波东力,13.08,4.89%,7.58%,3482.55万
1508,300219,鸿利智汇,7.95,4.88%,9.02%,2327.44万
1509,2806,华锋股份,14.83,4.88%,17.29%,2887.63万
1510,2713,*ST东易,12.9,4.88%,12.48%,-1265.79万
1511,603686,福龙马,19.8,4.87%,13.52%,-1724.98万
1512,2559,亚威股份,10.99,4.87%,13.72%,4410.24万
1513,1979,招商蛇口,9.26,4.87%,2.90%,7734.07万
1514,603271,永杰新材,52.43,4.86%,16.35%,1462.47万
1515,300857,协创数据,284.99,4.86%,19.33%,4.60亿
1516,601619,嘉泽新能,6.04,4.86%,9.34%,6398.99万
1517,2155,湖南黄金,30.4,4.86%,11.02%,-1.31亿
1518,518,*ST四环,3.02,4.86%,3.21%,1779.61万
1519,301233,盛帮股份,59.19,4.84%,13.61%,1288.18万
1520,301050,雷电微力,41.17,4.84%,8.27%,3255.54万
1521,688199,久日新材,28.82,4.84%,7.28%,1036.24万
1522,603355,莱克电气,32.74,4.84%,2.07%,2165.54万
1523,600259,中稀有色,98.2,4.84%,15.15%,5089.82万
1524,2365,永安药业,13.86,4.84%,13.48%,1330.54万
1525,301581,黄山谷捷,48.6,4.83%,4.30%,1933.30万
1526,601177,杭齿前进,16.71,4.83%,15.07%,-4933.31万
1527,601212,白银有色,8.03,4.83%,4.94%,1.05亿
1528,2356,赫美集团,3.47,4.83%,13.18%,-4266.95万
1529,301591,肯特股份,41.74,4.82%,13.99%,575.65万
1530,688277,天智航,20.01,4.82%,5.26%,-1350.48万
1531,600835,上海机电,24.99,4.82%,3.98%,1596.96万
1532,300591,万里马,8.05,4.82%,25.63%,-1339.31万
1533,300917,特发服务,34.23,4.81%,11.99%,3544.29万
1534,2174,游族网络,10.67,4.81%,15.37%,-3336.68万
1535,301102,兆讯传媒,11.13,4.80%,2.47%,1253.20万
1536,603843,*ST正平,8.95,4.80%,10.30%,-1.40亿
1537,601615,明阳智能,15.94,4.80%,11.26%,1.83亿
1538,2856,*ST美芝,13.75,4.80%,32.12%,-2.35亿
1539,1338,永顺泰,13.34,4.79%,8.26%,908.55万
1540,300732,设研院,7.66,4.79%,9.94%,-1017.48万
1541,2413,雷科防务,13.35,4.79%,20.91%,-1.02亿
1542,301200,大族数控,193.95,4.78%,3.53%,-7146.05万
1543,601799,星宇股份,131.71,4.78%,4.64%,1.13亿
1544,300429,强力新材,14.7,4.78%,12.14%,349.46万
1545,300162,雷曼光电,9.21,4.78%,26.44%,-1066.01万
1546,301398,星源卓镁,45.43,4.77%,12.55%,-1315.62万
1547,603032,德新科技,24.18,4.77%,21.64%,-3847.70万
1548,2860,星帅尔,13.41,4.77%,8.70%,249.52万
1549,600265,*ST景谷,23.1,4.76%,4.36%,-1242.44万
1550,301133,金钟股份,47.77,4.76%,7.97%,1711.97万
1551,300674,宇信科技,20.25,4.76%,4.25%,6493.90万
1552,2998,优彩资源,9.92,4.75%,17.47%,-2732.66万
1553,688085,三友医疗,18.33,4.74%,5.72%,325.04万
1554,301552,科力装备,41.95,4.74%,21.98%,-2260.51万
1555,603272,*ST联翔,26.73,4.74%,20.64%,-8150.91万
1556,2992,宝明科技,53.26,4.74%,6.09%,5053.49万
1557,2970,锐明技术,75.57,4.74%,26.64%,327.39万
1558,603668,天马科技,13.7,4.74%,5.31%,3796.88万
1559,688489,三未信安,41.18,4.73%,2.10%,580.53万
1560,301066,万事利,15.49,4.73%,9.01%,-845.11万
1561,3027,同兴科技,24.79,4.73%,27.58%,1668.72万
1562,905,厦门港务,11.3,4.73%,5.29%,3910.46万
1563,688100,威胜信息,37.95,4.72%,2.34%,-529.98万
1564,2609,捷顺科技,8.66,4.72%,9.26%,2007.40万
1565,2494,华斯股份,6.21,4.72%,25.55%,2054.87万
1566,300775,三角防务,30.65,4.71%,14.53%,-4028.76万
1567,2950,奥美医疗,14.46,4.71%,13.47%,6568.17万
1568,688466,金科环境,18.72,4.70%,5.36%,588.85万
1569,605388,均瑶健康,7.15,4.69%,11.62%,-1997.83万
1570,300838,浙江力诺,17.85,4.69%,22.60%,-53.59万
1571,300822,贝仕达克,15.4,4.69%,4.20%,1186.80万
1572,1306,夏厦精密,72.27,4.69%,18.18%,905.06万
1573,600843,上工申贝,8.92,4.69%,6.74%,356.25万
1574,2466,天齐锂业,79.06,4.69%,25.29%,-15.60亿
1575,301208,中亦科技,35.25,4.69%,5.67%,-1100.42万
1576,688329,艾隆科技,24.39,4.68%,9.70%,375.04万
1577,688475,萤石网络,32.29,4.67%,2.69%,4738.04万
1578,688200,华峰测控,350.69,4.67%,7.54%,7037.15万
1579,300168,万达信息,5.83,4.67%,6.56%,2067.99万
1580,688426,康为世纪,21.35,4.66%,3.60%,-256.81万
1581,601872,招商轮船,18.43,4.66%,7.43%,2.15亿
1582,300111,向日葵,4.04,4.66%,8.08%,1781.02万
1583,2407,多氟多,37.54,4.66%,47.76%,-9.65亿
1584,2797,第一创业,7.87,4.65%,13.95%,1.06亿
1585,603118,共进股份,15.33,4.64%,31.90%,-2947.86万
1586,600530,交大昂立,5.41,4.64%,5.70%,1533.47万
1587,603311,金海高科,21.0,4.63%,12.06%,-130.07万
1588,603602,纵横通信,13.55,4.63%,7.54%,1802.17万
1589,688708,佳驰科技,53.19,4.62%,3.49%,-592.42万
1590,603126,中材节能,8.6,4.62%,8.21%,1187.32万
1591,600410,华胜天成,23.55,4.62%,30.96%,2225.72万
1592,2065,东华软件,8.61,4.62%,5.20%,8984.39万
1593,301329,信音电子,25.87,4.61%,30.83%,2960.66万
1594,603701,德宏股份,25.85,4.61%,7.64%,2835.60万
1595,300798,锦鸡股份,11.11,4.61%,30.46%,6398.01万
1596,688796,百奥赛图,98.07,4.60%,14.17%,943.51万
1597,300285,国瓷材料,38.68,4.60%,18.23%,7011.10万
1598,688765,禾元生物,55.8,4.59%,14.02%,-607.72万
1599,688500,慧辰股份,49.65,4.59%,7.73%,786.26万
1600,603066,音飞储存,11.85,4.59%,15.12%,779.63万
1601,600711,盛屯矿业,14.57,4.59%,10.45%,1.03亿
1602,300025,华星创业,5.93,4.59%,8.27%,449.68万
1603,300565,科信技术,13.23,4.58%,16.02%,210.93万
1604,300252,金信诺,15.77,4.58%,20.31%,6082.50万
1605,2580,圣阳股份,29.91,4.58%,77.86%,3.14亿
1606,301001,凯淳股份,31.15,4.57%,11.17%,861.32万
1607,2976,瑞玛精密,31.11,4.57%,13.32%,805.86万
1608,2449,国星光电,8.23,4.57%,6.76%,250.73万
1609,2375,亚厦股份,4.35,4.57%,5.03%,3083.20万
1610,301089,拓新药业,27.75,4.56%,12.12%,-268.53万
1611,688429,时创能源,14.46,4.56%,8.08%,-146.95万
1612,2861,瀛通通讯,16.98,4.56%,9.84%,2182.41万
1613,301110,青木科技,71.64,4.55%,21.53%,-555.29万
1614,688279,峰岹科技,204.91,4.55%,5.59%,6350.85万
1615,605117,德业股份,154.34,4.55%,5.00%,1.89亿
1616,300258,精锻科技,11.72,4.55%,6.24%,1695.55万
1617,300580,贝斯特,29.67,4.55%,7.48%,9240.43万
1618,300551,古鳌科技,14.72,4.55%,9.75%,2468.95万
1619,688071,华依科技,34.05,4.54%,7.23%,921.79万
1620,2053,云南能投,12.2,4.54%,5.31%,2321.92万
1621,688718,唯赛勃,17.58,4.52%,11.22%,-2063.28万
1622,603767,中马传动,20.11,4.52%,12.29%,-2989.09万
1623,601066,中信建投,23.1,4.52%,1.33%,4441.73万
1624,600456,宝钛股份,35.13,4.52%,5.97%,1537.30万
1625,300789,唐源电气,23.38,4.51%,6.61%,1731.16万
1626,300757,罗博特科,510.32,4.51%,16.28%,1.71亿
1627,2683,广东宏大,38.2,4.51%,6.62%,-6008.70万
1628,688618,三旺通信,38.2,4.49%,9.33%,-524.65万
1629,300782,卓胜微,106.56,4.49%,17.76%,7137.00万
1630,300626,华瑞股份,27.2,4.49%,14.41%,1640.00万
1631,301628,强达电路,110.94,4.48%,21.87%,-849.56万
1632,600021,上海电力,17.95,4.48%,4.89%,1.16亿
1633,300504,天邑股份,17.95,4.48%,13.84%,-1118.66万
1634,300192,科德教育,20.3,4.48%,9.62%,6176.24万
1635,923,河钢资源,17.95,4.48%,10.78%,1228.46万
1636,300443,金雷股份,31.09,4.47%,16.00%,1498.42万
1637,1282,三联锻造,21.3,4.46%,14.40%,258.17万
1638,301193,家联科技,25.78,4.46%,27.85%,3196.61万
1639,600228,*ST返利,6.33,4.46%,5.71%,1654.85万
1640,603683,晶华新材,29.75,4.46%,13.53%,370.18万
1641,601111,中国国航,7.02,4.46%,2.67%,1.17亿
1642,2218,拓日新能,5.86,4.46%,25.12%,1.24亿
1643,300623,捷捷微电,29.81,4.45%,9.38%,-6412.09万
1644,300278,华昌达,4.93,4.45%,5.10%,-155.51万
1645,301029,怡合达,29.85,4.44%,10.63%,529.92万
1646,300863,卡倍亿,60.52,4.43%,7.32%,1457.40万
1647,600336,澳柯玛,7.78,4.43%,4.40%,1365.46万
1648,300399,天利科技,22.64,4.43%,9.20%,-854.18万
1649,300231,银信科技,11.32,4.43%,12.86%,2946.78万
1650,301439,泓淋电力,16.76,4.42%,12.17%,2971.45万
1651,300708,聚灿光电,9.22,4.42%,11.73%,3362.58万
1652,2265,建设工业,23.14,4.42%,2.77%,8384.47万
1653,560,我爱我家,3.07,4.42%,15.75%,1.36亿
1654,603867,新化股份,35.78,4.41%,9.20%,4838.05万
1655,300747,锐科激光,37.42,4.41%,15.72%,1.15亿
1656,300644,南京聚隆,29.12,4.41%,12.16%,1067.15万
1657,301388,欣灵电气,33.35,4.38%,19.54%,633.91万
1658,603969,银龙股份,9.29,4.38%,7.17%,1284.97万
1659,605277,新亚电子,23.9,4.37%,6.07%,4688.98万
1660,600192,长城电工,8.59,4.37%,5.11%,2868.15万
1661,600026,中远海能,22.69,4.37%,6.82%,8586.74万
1662,300048,合康新能,6.69,4.37%,5.66%,1606.38万
1663,2112,三变科技,21.27,4.37%,21.83%,6590.03万
1664,936,华西股份,7.65,4.37%,15.17%,-2622.30万
1665,301658,首航新能,42.57,4.36%,28.67%,2403.58万
1666,2115,三维通信,15.32,4.36%,59.79%,-3.60亿
1667,301391,卡莱特,84.0,4.35%,10.42%,6719.40万
1668,688137,近岸蛋白,50.38,4.35%,3.89%,271.11万
1669,301181,标榜股份,46.8,4.35%,7.84%,890.72万
1670,603868,飞科电器,35.27,4.35%,1.85%,-1315.42万
1671,600637,东方明珠,10.56,4.35%,7.04%,1.28亿
1672,600480,凌云股份,10.55,4.35%,7.27%,2169.78万
1673,688600,皖仪科技,29.82,4.34%,9.12%,6242.25万
1674,601231,环旭电子,42.03,4.34%,6.55%,2066.04万
1675,300710,万隆光电,33.2,4.34%,19.52%,3215.24万
1676,301136,招标股份,16.37,4.33%,7.29%,42.23万
1677,300203,聚光科技,14.22,4.33%,8.44%,-956.06万
1678,2706,良信股份,11.81,4.33%,21.56%,5005.33万
1679,600995,南网储能,15.21,4.32%,3.07%,9444.31万
1680,300459,汤姆猫,4.35,4.32%,13.09%,8465.85万
1681,300904,威力传动,61.55,4.32%,15.97%,-66.24万
1682,300065,海兰信,26.32,4.32%,36.99%,511.90万
1683,2030,达安基因,6.04,4.32%,5.02%,901.53万
1684,603519,立霸股份,14.53,4.31%,7.02%,1514.49万
1685,600880,博瑞传播,5.33,4.31%,9.50%,2537.30万
1686,301589,诺瓦星云,175.5,4.29%,5.71%,2748.49万
1687,688623,双元科技,95.22,4.29%,9.98%,106.16万
1688,1226,拓山重工,49.16,4.29%,14.89%,1189.28万
1689,2997,瑞鹄模具,30.64,4.29%,5.84%,691.70万
1690,600641,先导基电,28.22,4.29%,20.61%,6703.50万
1691,753,漳州发展,6.81,4.29%,12.37%,-2385.47万
1692,300968,格林精密,12.18,4.28%,3.19%,958.71万
1693,301592,六九一二,133.87,4.26%,18.83%,2309.35万
1694,300468,四方精创,29.61,4.26%,12.06%,3855.65万
1695,2823,凯中精密,16.87,4.26%,12.66%,2645.66万
1696,301310,鑫宏业,64.01,4.25%,40.58%,-7092.87万
1697,2768,国恩股份,56.64,4.25%,8.28%,4208.33万
1698,547,航天发展,25.08,4.24%,19.35%,-4960.60万
1699,688176,亚虹医药,13.3,4.23%,9.29%,-4362.30万
1700,600048,保利发展,6.4,4.23%,4.07%,4.16亿
1701,300415,伊之密,24.91,4.23%,6.81%,2838.03万
1702,2745,木林森,9.85,4.23%,13.87%,6891.32万
1703,600119,*ST长投,6.17,4.22%,10.76%,-2317.94万
1704,301069,凯盛新材,23.23,4.22%,7.28%,-2569.99万
1705,300319,麦捷科技,13.1,4.22%,12.59%,941.92万
1706,2730,电光科技,33.11,4.22%,29.36%,-8406.05万
1707,2362,汉王科技,19.01,4.22%,5.40%,3811.55万
1708,2195,岩山科技,9.14,4.22%,10.95%,2.74亿
1709,603293,埃泰克,51.79,4.21%,40.41%,-2173.12万
1710,600152,维科技术,15.11,4.21%,82.52%,-1076.05万
1711,301199,迈赫股份,22.09,4.20%,11.58%,-337.00万
1712,300906,日月明,36.47,4.20%,8.95%,355.67万
1713,300004,南风股份,13.63,4.20%,10.01%,-3662.50万
1714,600605,汇通能源,33.52,4.20%,9.29%,2172.13万
1715,300406,九强生物,12.9,4.20%,5.89%,-120.64万
1716,2632,道明光学,11.66,4.20%,6.99%,2318.41万
1717,603390,通达电气,14.19,4.19%,23.05%,1972.26万
1718,2496,*ST辉丰,2.24,4.19%,8.63%,-185.63万
1719,605228,神通科技,15.21,4.18%,7.06%,6256.42万
1720,600996,贵广网络,8.73,4.18%,6.74%,1679.23万
1721,2960,青鸟智控,12.46,4.18%,6.72%,3568.93万
1722,2623,亚玛顿,21.69,4.18%,7.62%,-397.33万
1723,2432,九安医疗,78.3,4.18%,22.82%,8347.30万
1724,2138,顺络电子,36.64,4.18%,18.13%,2.59亿
1725,688232,新点软件,23.0,4.17%,3.38%,-2107.50万
1726,603022,新通联,11.49,4.17%,12.16%,1343.65万
1727,688151,华强科技,20.48,4.17%,2.34%,292.88万
1728,2642,荣联科技,8.25,4.17%,8.42%,1663.16万
1729,603409,汇通控股,44.06,4.16%,24.80%,335.48万
1730,688252,天德钰,23.26,4.16%,5.26%,332.91万
1731,688605,先锋精科,67.58,4.16%,12.98%,3555.66万
1732,3023,彩虹集团,30.77,4.16%,14.77%,-785.89万
1733,600550,保变电气,15.78,4.16%,8.20%,1.10亿
1734,859,国风新材,9.27,4.16%,10.11%,-1642.32万
1735,301596,瑞迪智驱,70.49,4.15%,10.80%,910.51万
1736,605066,天正电气,8.03,4.15%,10.76%,3391.09万
1737,603848,好太太,16.58,4.15%,2.26%,244.15万
1738,601789,宁波建工,6.28,4.15%,49.03%,3292.76万
1739,300503,昊志机电,67.07,4.15%,26.70%,9597.94万
1740,603106,恒银科技,9.05,4.14%,4.04%,615.16万
1741,301152,天力锂能,34.81,4.13%,52.59%,6403.22万
1742,688295,中复神鹰,61.03,4.13%,6.48%,1973.87万
1743,603062,麦加芯彩,56.54,4.13%,12.99%,661.35万
1744,2987,京北方,15.63,4.13%,3.21%,1301.99万
1745,603829,洛凯股份,29.02,4.13%,13.76%,9101.59万
1746,2938,鹏鼎控股,75.83,4.13%,5.53%,2.76亿
1747,603201,常润股份,16.44,4.12%,4.63%,-572.36万
1748,688059,华锐精密,146.8,4.12%,15.46%,-4937.53万
1749,688222,成都先导,29.04,4.12%,17.51%,-1.02亿
1750,603203,快克智能,48.78,4.12%,7.93%,-2397.05万
1751,300787,海能实业,11.13,4.12%,10.05%,625.12万
1752,2049,紫光国微,79.01,4.12%,13.83%,-3.43亿
1753,906,浙商中拓,6.57,4.12%,12.70%,-741.47万
1754,301025,读客文化,11.65,4.11%,8.44%,381.55万
1755,300867,圣元环保,22.05,4.11%,17.98%,3790.75万
1756,603103,横店影视,21.28,4.11%,3.58%,456.07万
1757,603392,万泰生物,40.67,4.10%,1.06%,3546.66万
1758,600986,浙文互联,11.17,4.10%,34.17%,1.16亿
1759,600980,北矿科技,23.86,4.10%,5.89%,2756.03万
1760,2268,电科网安,16.26,4.10%,3.04%,1307.77万
1761,301314,科瑞思,52.9,4.09%,22.51%,-494.92万
1762,300963,中洲特材,17.31,4.09%,9.12%,4338.30万
1763,2961,瑞达期货,25.73,4.09%,5.17%,3330.62万
