序号,股票代码,股票简称,收盘价,最高价,最低价,连涨天数,连续涨跌幅,累计换手率,所属行业
729,603022,新通联,11.49,11.73,10.79,4,5.51,14.49,包装印刷
730,603030,全筑股份,2.87,2.91,2.36,4,21.61,24.41,建筑装饰
731,603032,德新科技,24.18,24.65,22.25,4,6.8,27.17,电池
732,603039,泛微网络,49.11,49.69,42.91,4,12.64,18.92,软件开发
733,603045,福达合金,56.49,56.49,40.03,4,40.91,15.78,电网设备
734,603051,鹿山新材,23.76,24.05,21.61,4,8.94,16.87,化学制品
735,603058,永吉股份,11.85,11.96,10.23,4,14.05,13.94,包装印刷
736,603063,禾望电气,50.75,50.99,41.23,4,20.63,33.27,风电设备
737,603068,博通集成,36.56,36.99,33.83,4,8.71,13.53,半导体
738,603076,乐惠国际,32.6,33.47,29.96,4,9.07,22.72,专用设备
739,603093,南华期货,21.27,21.29,20.36,4,3.71,4.73,多元金融
740,603103,横店影视,21.28,21.4,20.22,4,5.71,4.84,影视院线
741,603107,上海汽配,14.43,14.45,14.15,4,1.55,3.78,汽车零部件
742,603119,浙江荣泰,88.42,91.5,73.92,4,18.88,42.92,汽车零部件
743,603120,肯特催化,41.75,42.65,38.23,4,8.81,18.1,化学制品
744,603128,华贸物流,5.66,5.69,5.51,4,3.47,3.19,物流
745,603131,上海沪工,24.33,24.62,19.77,4,23.07,28.5,通用设备
746,603155,新亚强,18.82,19.18,17.0,4,13.1,11.56,化学制品
747,603156,养元饮品,41.49,43.6,34.0,4,21.24,4.85,饮料制造
748,603160,汇顶科技,66.01,67.2,63.61,4,3.06,4.33,半导体
749,603166,福达股份,14.18,14.2,13.13,4,7.59,4.34,汽车零部件
750,603169,兰石重装,8.82,8.83,8.16,4,7.3,6.03,专用设备
751,603200,上海洗霸,63.44,64.06,57.61,4,4.09,15.0,环境治理
752,603203,快克智能,48.78,49.35,45.78,4,4.5,10.31,自动化设备
753,603210,泰鸿万立,16.56,16.79,15.92,4,3.5,6.13,汽车零部件
754,603212,赛伍技术,14.27,14.43,12.79,4,9.35,16.24,光伏设备
755,603222,济民健康,10.42,10.48,9.2,4,12.77,17.93,医疗器械
756,603226,菲林格尔,44.7,44.7,37.15,4,16.04,4.84,家居用品
757,603230,内蒙新华,10.87,10.9,10.58,4,2.55,2.91,文化传媒
758,603232,格尔软件,19.53,19.57,17.71,4,9.11,12.98,软件开发
759,603266,天龙股份,20.42,20.57,19.46,4,3.92,5.91,汽车零部件
760,603273,天元智能,18.14,18.39,17.28,4,4.98,12.93,工程机械
761,603285,键邦股份,47.85,48.88,41.8,4,14.28,29.64,化学制品
762,603286,日盈电子,68.2,69.49,59.79,4,13.23,14.49,汽车零部件
763,603293,埃泰克,51.79,51.83,48.55,4,5.29,51.44,汽车零部件
764,603305,旭升集团,16.12,16.14,14.98,4,11.56,11.94,汽车零部件
765,603307,扬州金泉,44.66,45.68,40.5,4,12.61,7.55,服装家纺
766,603329,上海雅仕,11.43,11.68,11.0,4,8.75,26.6,物流
767,603339,四方科技,13.91,14.1,13.41,4,3.04,4.52,通用设备
768,603344,星德胜,28.83,28.88,26.86,4,6.94,13.66,电机
769,603370,华新精科,42.98,43.08,41.01,4,4.42,7.6,电机
770,603386,骏亚科技,14.31,14.42,12.58,4,10.33,12.41,元件
771,603400,华之杰,75.45,76.27,63.51,4,18.28,39.26,通用设备
772,603409,汇通控股,44.06,44.45,41.43,4,5.1,28.52,汽车零部件
773,603416,信捷电气,58.72,59.6,51.08,4,13.32,9.81,自动化设备
774,603458,勘设股份,12.67,12.76,11.17,4,13.13,23.17,建筑装饰
775,603466,风语筑,10.02,10.02,9.49,4,4.59,14.85,文化传媒
776,603488,展鹏科技,12.42,12.45,10.86,4,13.32,27.94,军工电子
777,603489,八方股份,38.23,39.39,34.56,4,14.43,15.4,电机
778,603496,恒为科技,31.74,31.87,29.56,4,7.16,31.23,计算机设备
779,603558,健盛集团,13.36,13.52,12.76,4,5.03,8.24,服装家纺
780,603580,*ST艾艾,23.38,23.38,19.21,4,19.35,5.78,塑料制品
781,603586,金麒麟,17.38,18.09,15.78,4,10.0,10.05,汽车零部件
782,603598,引力传媒,24.02,24.02,19.73,4,21.44,23.5,文化传媒
783,603600,永艺股份,12.26,12.39,11.5,4,4.79,10.01,家居用品
784,603602,纵横通信,13.55,13.59,12.41,4,7.63,10.72,文化传媒
785,603615,茶花股份,21.36,21.77,19.99,4,6.53,8.27,家居用品
786,603626,科森科技,27.13,27.3,23.33,4,13.75,34.35,消费电子
787,603636,南威软件,10.1,10.1,8.72,4,15.17,10.7,IT服务
788,603657,春光科技,31.17,31.25,26.09,4,15.44,17.7,白色家电
789,603660,苏州科达,13.29,13.4,11.03,4,17.61,35.07,计算机设备
790,603662,柯力传感,58.95,59.0,54.56,4,7.71,6.17,通用设备
791,603665,康隆达,29.25,29.46,26.24,4,10.0,9.7,服装家纺
792,603667,五洲新春,71.06,71.77,62.3,4,12.67,20.36,通用设备
793,603683,晶华新材,29.75,30.35,27.6,4,6.78,17.91,化学制品
794,603686,福龙马,19.8,20.19,18.37,4,6.45,16.38,环境治理
795,603696,安记食品,16.01,16.36,15.23,4,4.1,10.3,食品加工制造
796,603698,航天工程,44.26,45.11,38.5,4,12.08,30.31,专用设备
797,603716,塞力医疗,21.65,21.66,20.35,4,3.54,12.9,医药商业
798,603728,鸣志电器,61.34,61.58,56.66,4,7.71,6.03,电机
799,603786,科博达,56.35,56.39,51.87,4,8.14,3.24,汽车零部件
800,603809,豪能股份,11.35,11.39,10.57,4,7.38,5.3,汽车零部件
801,603819,神力股份,15.04,15.62,13.61,4,6.52,26.66,电机
802,603829,洛凯股份,29.02,29.77,27.04,4,5.91,16.49,电网设备
803,603859,能科科技,41.79,42.09,37.46,4,10.44,10.06,IT服务
804,603867,新化股份,35.78,35.96,32.99,4,8.82,12.71,化学制品
805,603912,佳力图,11.33,11.36,9.78,4,11.85,30.36,通用设备
806,603927,中科软,16.89,16.95,16.12,4,4.52,5.11,软件开发
807,603933,睿能科技,26.18,26.49,22.23,4,23.78,37.44,自动化设备
808,603949,雪龙集团,18.15,18.2,17.38,4,3.42,6.34,汽车零部件
809,603967,中创物流,14.29,14.65,13.65,4,4.23,9.35,物流
810,603977,国泰集团,14.56,14.69,13.5,4,6.82,12.3,化学制品
811,603983,丸美生物,25.51,25.9,24.6,4,3.49,2.36,美容护理
812,605080,浙江自然,26.71,26.87,24.2,4,8.58,8.68,家居用品
813,605133,嵘泰股份,36.3,36.41,30.05,4,19.76,17.57,汽车零部件
814,605155,西大门,17.01,17.43,15.25,4,10.45,10.17,家居用品
815,605158,华达新材,9.04,9.04,7.06,4,26.97,12.81,金属新材料
816,605167,利柏特,18.84,18.92,16.75,4,11.02,4.35,建筑装饰
817,605299,舒华体育,26.16,27.4,21.32,4,21.84,42.76,家居用品
818,605358,立昂微,45.44,46.32,38.08,4,16.69,21.95,半导体
819,605369,拱东医疗,21.33,21.77,18.48,4,14.25,9.49,医疗器械
820,605488,福莱新材,35.84,35.99,32.11,4,10.82,10.94,塑料制品
821,605555,德昌股份,15.83,16.25,15.12,4,4.42,5.03,小家电
822,605598,上海港湾,54.2,54.2,44.3,4,20.96,10.08,建筑装饰
965,000007,全新好,17.02,17.4,14.08,3,20.71,12.57,零售
966,000034,神州数码,41.4,42.3,36.89,3,10.58,21.68,IT服务
967,000518,*ST四环,3.02,3.04,2.86,3,4.86,3.21,生物制品
968,000555,神州信息,14.63,14.67,13.6,3,6.94,8.16,IT服务
969,000581,威孚高科,19.83,19.95,19.35,3,1.64,5.24,汽车零部件
970,000592,平潭发展,11.34,11.52,10.62,3,6.58,27.39,种植业与林业
971,000665,湖北广电,5.0,5.18,4.71,3,5.26,7.84,文化传媒
972,000753,漳州发展,6.81,6.93,6.44,3,4.29,12.37,综合
973,000802,北京文化,4.85,5.06,4.25,3,13.05,29.79,影视院线
974,000859,国风新材,9.27,9.34,8.92,3,4.16,10.11,塑料制品
975,000905,厦门港务,11.3,11.38,10.74,3,4.73,5.29,港口航运
976,000952,广济药业,7.55,7.65,7.26,3,3.85,11.62,化学制药
977,000981,山子高科,4.0,4.04,3.77,3,6.67,11.87,汽车零部件
978,001229,魅视科技,37.49,37.95,36.82,3,1.38,9.57,计算机设备
979,001255,博菲电气,36.11,37.1,33.9,3,5.52,8.15,塑料制品
980,001270,*ST铖昌,152.88,152.88,132.0,3,14.37,10.25,军工电子
981,001289,龙源电力,17.34,17.42,16.0,3,7.17,0.76,电力
982,001296,长江材料,23.07,23.34,22.68,3,0.79,10.24,非金属材料
983,001298,好上好,24.05,24.21,22.7,3,5.25,44.6,其他电子
984,001316,润贝航科,59.97,61.78,50.58,3,27.11,16.21,石油加工贸易
985,001359,平安电工,95.0,96.88,82.77,3,13.77,19.1,非金属材料
986,001391,国货航,5.22,5.24,5.18,3,0.58,2.57,物流
987,002023,海特高新,12.96,13.1,12.19,3,6.14,15.24,军工装备
988,002025,航天电器,77.32,77.88,67.95,3,14.26,23.25,军工电子
989,002031,巨轮智能,6.42,6.42,5.61,3,13.83,9.97,专用设备
990,002134,天津普林,27.95,27.99,24.8,3,11.27,19.58,元件
991,002156,通富微电,59.08,60.8,50.23,3,19.35,28.25,半导体
992,002158,汉钟精机,31.97,33.33,25.03,3,27.37,15.04,通用设备
993,002164,宁波东力,13.08,13.22,12.39,3,4.89,7.58,通用设备
994,002189,中光学,22.64,22.73,20.32,3,10.39,6.36,军工电子
995,002207,*ST准油,7.57,7.57,6.7,3,15.75,42.88,油气开采及服务
996,002229,鸿博股份,18.34,18.5,15.94,3,13.98,41.1,IT服务
997,002261,拓维信息,37.75,38.38,34.7,3,8.14,31.3,软件开发
998,002278,神开股份,10.62,10.68,10.35,3,2.41,8.85,专用设备
999,002281,光迅科技,164.29,165.9,135.01,3,23.65,28.3,通信设备
1000,002290,禾盛新材,93.46,94.5,76.6,3,21.46,19.46,白色家电
1001,002346,柘中股份,18.22,18.47,17.25,3,3.58,2.69,电网设备
1002,002350,北京科锐,15.95,15.95,13.79,3,14.34,15.92,电网设备
1003,002352,顺丰控股,37.57,37.81,36.6,3,1.98,1.89,物流
1004,002364,中恒电气,46.3,46.75,38.85,3,16.48,36.98,其他电源设备
1005,002371,北方华创,552.14,567.0,507.09,3,8.11,5.85,半导体
1006,002402,和而泰,33.03,33.08,30.89,3,6.51,15.81,白色家电
1007,002428,云南锗业,80.2,81.49,68.72,3,15.86,50.45,小金属
1008,002436,兴森科技,32.42,32.42,26.28,3,18.06,34.8,元件
1009,002449,国星光电,8.23,8.31,7.79,3,4.57,6.76,光学光电子
1010,002516,旷达科技,6.18,6.29,5.95,3,3.52,3.89,汽车零部件
1011,002565,顺灏股份,19.86,19.99,18.18,3,7.24,48.88,包装印刷
1012,002603,以岭药业,17.15,17.34,16.9,3,1.06,4.33,中药
1013,002623,亚玛顿,21.69,22.15,20.66,3,4.18,7.62,光伏设备
1014,002625,光启技术,41.7,42.75,38.4,3,7.39,5.44,军工装备
1015,002628,成都路桥,5.72,5.73,5.39,3,4.0,14.04,建筑装饰
1016,002654,万润科技,15.08,15.38,13.47,3,9.75,23.19,光学光电子
1017,002657,中科金财,21.49,21.58,20.0,3,6.54,9.38,IT服务
1018,002685,华东重机,9.48,9.69,8.29,3,13.94,44.8,工程机械
1019,002706,良信股份,11.81,11.99,11.27,3,4.33,21.56,电网设备
1020,002708,光洋股份,13.95,14.13,13.13,3,5.92,10.36,汽车零部件
1021,002734,利民股份,18.43,18.74,17.66,3,2.39,17.13,农化制品
1022,002774,快意电梯,12.62,12.9,11.76,3,5.17,12.04,专用设备
1023,002813,路畅科技,26.92,27.38,25.81,3,3.26,8.4,汽车零部件
1024,002870,香山股份,40.85,41.36,36.22,3,13.54,20.57,汽车零部件
1025,002871,伟隆股份,20.76,21.08,17.71,3,16.11,17.03,通用设备
1026,002892,科力尔,10.6,10.7,10.25,3,2.91,4.97,电机
1027,002925,盈趣科技,21.07,21.21,18.54,3,11.01,7.74,消费电子
1028,002929,润建股份,71.12,71.12,55.66,3,31.1,30.81,通信服务
1029,002930,宏川智慧,14.58,14.58,12.28,3,16.55,24.45,物流
1030,002931,锋龙股份,61.21,62.45,57.0,3,7.25,15.34,通用设备
1031,002975,博杰股份,124.4,124.99,107.9,3,12.98,29.18,自动化设备
1032,002990,盛视科技,64.25,64.25,48.5,3,31.28,35.03,计算机设备
1033,002992,宝明科技,53.26,54.27,50.1,3,4.74,6.09,光学光电子
1034,003004,*ST声迅,36.5,36.5,31.8,3,14.03,3.44,计算机设备
1035,003025,思进智能,13.98,14.12,13.35,3,3.71,7.64,通用设备
1036,003027,同兴科技,24.79,25.37,23.1,3,4.73,27.58,环境治理
1037,003816,中国广核,4.64,4.67,4.45,3,2.2,1.13,电力
1161,600052,东望时代,4.54,4.63,4.04,3,12.38,24.32,电力
1162,600130,波导股份,5.59,5.59,4.5,3,21.52,23.09,消费电子
1163,600148,长春一东,19.31,19.57,18.75,3,1.26,5.74,汽车零部件
1164,600152,维科技术,15.11,15.55,13.85,3,4.21,82.52,电池
1165,600153,建发股份,9.97,9.99,9.38,3,5.84,3.16,物流
1166,600203,福日电子,13.0,13.15,12.08,3,7.08,17.73,消费电子
1167,600226,亨通股份,5.73,5.78,5.23,3,9.14,9.24,电力
1168,600236,桂冠电力,10.64,10.74,9.82,3,6.29,1.06,电力
1169,600288,大恒科技,15.32,15.86,15.11,3,5.0,9.68,软件开发
1170,600475,华光环能,17.48,17.7,16.83,3,3.62,4.18,电力
1171,600500,中化国际,4.82,4.9,4.38,3,8.8,5.85,化学制品
1172,600501,航天晨光,23.88,24.11,22.76,3,3.33,6.39,专用设备
1173,600510,黑牡丹,11.58,11.69,10.83,3,5.46,4.93,房地产
1174,600570,恒生电子,27.46,27.69,26.54,3,5.05,6.73,软件开发
1175,600584,长电科技,48.76,49.5,44.11,3,9.92,21.44,半导体
1176,600629,华建集团,22.01,22.64,19.88,3,9.94,10.56,建筑装饰
1177,600673,东阳光,42.83,42.83,32.88,3,29.24,4.23,综合
1178,600724,宁波富达,7.35,7.35,6.94,3,5.6,2.2,房地产
1179,600753,*ST海钦,13.71,14.37,12.7,3,6.69,7.99,物流
1180,600769,祥龙电业,17.3,17.5,15.0,3,13.97,19.01,环境治理
1181,600783,鲁信创投,22.58,22.98,20.69,3,8.82,12.13,多元金融
1182,600877,电科芯片,17.54,17.77,16.01,3,8.88,6.68,半导体
1183,600893,航发动力,48.33,48.56,45.21,3,6.31,3.7,军工装备
1184,600895,张江高科,37.99,38.37,35.12,3,8.33,6.83,房地产
1185,600982,宁波能源,6.36,6.45,6.04,3,7.43,24.05,电力
1186,601089,福元医药,21.07,21.28,20.32,3,2.83,1.74,化学制药
1187,601108,财通证券,8.52,8.53,8.18,3,3.65,4.37,证券
1188,601916,浙商银行,3.02,3.02,2.96,3,2.03,1.48,银行
1189,603005,晶方科技,32.41,32.68,30.27,3,5.74,20.81,半导体
1190,603011,合锻智能,21.46,21.5,20.15,3,5.87,8.13,专用设备
1191,603015,弘讯科技,12.1,12.19,11.61,3,3.6,3.83,自动化设备
1192,603057,紫燕食品,28.77,29.3,27.11,3,7.63,2.96,食品加工制造
1193,603061,金海通,266.29,270.0,249.0,3,5.42,11.11,半导体
1194,603066,音飞储存,11.85,11.97,11.33,3,4.59,15.12,物流
1195,603078,江化微,27.34,27.5,24.27,3,13.3,25.11,电子化学品
1196,603085,天成自控,13.28,13.33,12.01,3,10.67,11.99,汽车零部件
1197,603109,神驰机电,22.9,23.12,22.21,3,2.6,5.63,汽车零部件
1198,603135,中重科技,12.7,12.95,11.3,3,11.6,3.57,专用设备
1199,603165,荣晟环保,18.07,18.21,17.06,3,5.06,10.02,造纸
1200,603175,超颖电子,104.49,105.56,89.22,3,15.0,34.09,元件
1201,603178,圣龙股份,20.23,20.98,17.4,3,14.36,40.69,汽车零部件
1202,603179,新泉股份,68.98,68.98,58.96,3,20.24,19.3,汽车零部件
1203,603261,*ST立航,35.35,35.48,33.07,3,5.68,3.04,军工装备
1204,603267,鸿远电子,54.61,54.81,51.5,3,5.67,10.97,军工电子
1205,603283,赛腾股份,55.95,57.3,53.41,3,4.0,19.6,自动化设备
1206,603296,华勤技术,112.18,113.97,97.7,3,9.49,10.5,消费电子
1207,603297,永新光学,125.63,130.0,113.01,3,10.26,7.23,光学光电子
1208,603322,超讯通信,36.1,36.99,32.07,3,12.25,19.48,IT服务
1209,603375,盛景微,46.49,48.26,40.99,3,13.0,40.0,半导体
1210,603392,万泰生物,40.67,41.33,38.83,3,4.1,1.06,医疗器械
1211,603459,红板科技,73.68,73.68,61.15,3,19.38,96.05,元件
1212,603559,ST通脉,8.36,8.42,7.21,3,14.84,7.26,通信服务
1213,603565,中谷物流,11.23,11.27,10.8,3,3.69,2.33,港口航运
1214,603579,荣泰健康,22.7,23.26,22.01,3,2.48,12.43,小家电
1215,603601,再升科技,17.32,17.44,14.79,3,13.95,71.64,建筑材料
1216,603633,徕木股份,8.49,8.77,8.14,3,3.92,7.55,汽车零部件
1217,603656,泰禾智能,20.09,20.34,19.78,3,0.8,3.9,专用设备
1218,603680,今创集团,14.77,14.92,14.1,3,3.65,3.84,轨交设备
1219,603703,盛洋科技,14.31,14.38,13.22,3,6.39,8.45,光学光电子
1220,603706,东方环宇,22.15,22.18,21.23,3,3.8,3.43,燃气
1221,603721,*ST天择,25.1,26.12,23.34,3,5.29,9.53,影视院线
1222,603726,朗迪集团,26.06,26.18,23.15,3,15.36,17.33,白色家电
1223,603788,宁波高发,17.25,17.26,16.51,3,2.92,7.21,汽车零部件
1224,603800,洪田股份,53.91,54.5,46.99,3,10.56,13.18,专用设备
1225,603813,*ST原尚,39.15,39.24,35.1,3,7.26,3.03,物流
1226,603823,百合花,17.71,18.17,16.08,3,10.55,6.81,化学制品
1227,603828,*ST利达,5.28,5.28,4.33,3,15.79,4.24,建筑装饰
1228,603895,天永智能,31.71,31.71,27.91,3,12.29,7.35,专用设备
1229,603897,长城科技,55.87,57.08,47.8,3,17.37,18.82,电网设备
1230,603969,银龙股份,9.29,9.5,8.73,3,4.38,7.17,通用设备
1231,603989,艾华集团,21.23,21.55,19.5,3,7.77,8.89,元件
1232,605016,百龙创园,27.91,28.39,26.04,3,8.39,5.68,化学制品
1233,605088,冠盛股份,35.99,36.23,34.99,3,2.86,5.23,汽车零部件
1234,605111,新洁能,41.83,42.8,39.11,3,5.18,17.15,半导体
1235,605123,派克新材,112.42,114.3,99.91,3,15.83,16.19,军工装备
1236,605136,丽人丽妆,11.05,11.16,10.74,3,2.41,5.63,互联网电商
1237,605138,盛泰集团,7.81,7.98,7.49,3,3.86,9.09,服装家纺
1238,605300,佳禾食品,11.23,11.31,11.05,3,1.26,2.55,饮料制造
1239,605500,森林包装,9.29,9.29,9.09,3,1.86,2.62,造纸
1240,605580,恒盛能源,22.11,22.18,20.77,3,3.8,3.5,电力
