序号,股票代码,股票简称,收盘价,最高价,最低价,连涨天数,连续涨跌幅,累计换手率,所属行业
38,600741,华域汽车,18.66,20.64,18.55,6,-9.24,4.12,汽车零部件
39,601156,东航物流,16.0,17.25,15.95,6,-7.14,5.38,物流
40,601567,三星电气,20.06,26.28,19.98,6,-21.46,13.23,电网设备
41,601619,嘉泽新能,5.64,6.44,5.48,6,-10.62,19.62,电力
42,603067,振华股份,34.98,39.44,34.4,6,-8.07,24.94,化学原料
43,603138,海量数据,18.21,20.68,17.95,6,-9.76,23.33,软件开发
44,603185,弘元绿能,21.71,25.23,20.63,6,-13.06,14.39,光伏设备
45,603328,依顿电子,11.45,14.23,11.42,6,-19.42,26.59,元件
46,603358,华达科技,31.32,37.6,30.91,6,-14.66,13.96,汽车零部件
47,603585,苏利股份,19.33,21.97,19.12,6,-18.27,31.79,农化制品
48,605333,沪光股份,22.75,26.58,22.51,6,-14.09,4.32,汽车零部件
51,000537,绿发电力,9.89,11.65,9.86,5,-15.11,20.65,电力
52,000591,太阳能,4.99,5.58,4.96,5,-12.3,14.03,电力
53,000625,长安汽车,9.53,9.99,9.52,5,-4.8,4.08,汽车整车
54,002161,远望谷,6.74,7.32,6.38,5,-7.8,19.54,其他电子
55,002300,太阳电缆,9.37,10.71,9.35,5,-11.52,30.95,电网设备
56,002703,浙江世宝,17.03,21.54,16.9,5,-20.2,36.35,汽车零部件
57,002772,众兴菌业,17.24,18.79,16.95,5,-6.66,14.33,种植业与林业
58,002845,同兴达,13.67,15.18,13.41,5,-8.62,23.94,光学光电子
64,600039,四川路桥,8.19,10.13,8.1,5,-18.43,2.79,建筑装饰
65,600639,浦东金桥,10.32,11.35,10.25,5,-9.31,6.78,房地产
66,600703,三安光电,13.67,15.94,13.58,5,-11.86,24.68,光学光电子
67,600956,新天绿能,8.2,9.1,8.16,5,-10.77,5.61,电力
68,601229,上海银行,9.38,9.92,9.32,5,-4.96,2.16,银行
69,601579,会稽山,17.85,19.2,17.71,5,-7.56,9.4,饮料制造
70,601633,长城汽车,19.89,20.4,19.76,5,-2.74,1.07,汽车整车
71,601963,重庆银行,10.5,11.1,10.45,5,-4.89,3.04,银行
72,603105,芯能科技,9.73,12.03,9.63,5,-19.25,25.64,电力
73,603220,中贝通信,28.26,33.5,27.5,5,-17.44,72.26,通信服务
74,603308,应流股份,75.58,84.66,74.0,5,-8.94,16.46,通用设备
75,603402,陕西旅游,111.17,132.85,110.1,5,-16.88,37.42,旅游及酒店
76,603766,隆鑫通用,15.36,16.0,15.3,5,-3.7,3.65,汽车服务及其他
77,603871,嘉友国际,12.74,14.07,12.7,5,-8.61,5.87,物流
78,603950,长源东谷,55.65,63.39,55.3,5,-12.79,13.1,汽车零部件
79,605098,行动教育,61.75,68.3,61.67,5,-9.32,8.0,教育
80,605198,安德利,45.84,48.19,44.6,5,-2.65,3.53,饮料制造
83,000158,常山北明,17.2,18.76,17.12,4,-8.7,9.28,IT服务
84,000404,长虹华意,8.28,8.86,8.15,4,-7.69,24.06,白色家电
85,000504,*ST生物,9.18,10.28,9.14,4,-7.27,6.86,医疗服务
86,000595,*ST宝实,6.36,6.65,6.32,4,-5.22,4.54,电力
87,000963,华东医药,33.35,35.1,33.13,4,-5.2,3.44,化学制药
88,002074,国轩高科,36.74,40.16,35.5,4,-7.87,13.75,电池
89,002165,红宝丽,8.58,9.02,8.53,4,-5.61,21.54,化学制品
90,002258,利尔化学,12.9,13.57,12.69,4,-8.51,10.73,农化制品
91,002272,川润股份,17.3,19.21,16.91,4,-10.64,46.68,通用设备
92,002536,飞龙股份,35.88,39.83,35.6,4,-6.56,20.93,汽车零部件
93,002689,ST远智,3.58,3.75,3.57,4,-4.28,3.57,专用设备
94,002816,*ST和科,23.3,25.1,23.05,4,-6.8,11.82,专用设备
95,002850,科达利,190.45,209.99,182.33,4,-8.55,12.89,电池
96,002897,意华股份,57.43,68.87,56.64,4,-16.05,34.57,通信设备
97,002922,伊戈尔,39.54,42.29,39.0,4,-5.56,20.19,其他电子
98,002940,昂利康,33.08,42.98,32.88,4,-17.09,45.01,化学制药
99,002941,新疆交建,13.9,15.58,13.83,4,-11.91,9.86,建筑装饰
100,002999,天禾股份,7.27,7.6,7.05,4,-5.09,44.52,农化制品
101,003018,金富科技,53.2,58.25,52.1,4,-7.12,21.31,包装印刷
112,600105,永鼎股份,42.41,50.4,41.8,4,-13.47,42.76,通信设备
113,600126,杭钢股份,8.74,9.9,8.71,4,-16.6,22.21,钢铁
114,600640,国脉文化,12.4,13.02,12.36,4,-3.43,3.43,文化传媒
115,600750,华润江中,23.92,26.2,23.7,4,-13.62,5.09,中药
116,601020,华钰矿业,28.66,32.97,28.4,4,-12.35,17.18,工业金属
117,601137,博威合金,17.51,20.66,17.33,4,-13.87,11.48,金属新材料
118,603060,国检集团,6.68,7.14,6.66,4,-8.37,20.74,其他社会服务
119,603079,圣达生物,15.96,17.0,15.89,4,-6.99,11.28,化学制品
120,603158,腾龙股份,12.76,13.87,12.62,4,-7.4,25.43,汽车零部件
121,603196,璞源材料,28.69,34.8,27.86,4,-17.86,16.76,服装家纺
122,603237,五芳斋,17.08,17.77,16.88,4,-3.61,4.0,食品加工制造
123,603390,通达电气,13.35,14.49,13.29,4,-8.56,37.26,汽车零部件
124,603517,ST绝味,12.68,13.22,12.57,4,-3.5,2.75,食品加工制造
125,603577,汇金通,11.03,11.48,10.98,4,-3.08,6.62,电网设备
132,000032,深桑达A,17.34,18.18,17.24,3,-3.56,4.69,建筑装饰
133,000056,*ST皇庭,1.74,2.08,1.74,3,-14.29,39.63,零售
134,000410,沈阳机床,6.16,6.39,6.03,3,-1.28,3.59,通用设备
135,000586,汇源通信,17.71,18.47,17.38,3,-5.9,21.53,通信设备
136,000601,韶能股份,6.57,6.98,6.53,3,-5.06,23.92,电力
137,000690,宝新能源,5.28,5.46,5.22,3,-3.3,17.32,电力
138,000733,振华科技,42.61,47.62,41.88,3,-9.69,11.12,军工电子
139,000819,岳阳兴长,16.34,16.99,15.9,3,-2.91,4.91,石油加工贸易
140,000823,超声电子,14.88,15.68,14.68,3,-5.28,10.18,元件
141,000903,ST云动,2.19,2.39,2.16,3,-13.1,5.62,汽车零部件
142,000910,大亚圣象,6.79,7.12,6.76,3,-3.14,4.08,家居用品
143,000917,电广传媒,8.74,9.32,8.68,3,-13.81,11.43,文化传媒
144,000935,四川双马,26.72,28.7,26.66,3,-6.64,3.19,多元金融
145,000936,华西股份,7.18,8.1,7.13,3,-11.79,17.16,化学纤维
146,000957,中通客车,11.93,12.45,11.88,3,-4.25,9.19,汽车整车
147,000989,九芝堂,9.65,10.09,9.55,3,-2.82,8.41,中药
148,001313,粤海饲料,8.47,8.84,8.4,3,-1.63,6.97,农产品加工
149,001322,箭牌家居,7.19,7.34,7.07,3,-1.51,1.96,家居用品
150,001328,登康口腔,31.8,33.79,31.7,3,-5.89,3.67,美容护理
151,001367,海森药业,23.7,25.27,23.52,3,-8.21,7.82,化学制药
152,001389,广合科技,163.25,175.0,159.22,3,-5.2,20.21,元件
153,002005,ST德豪,2.89,3.11,2.86,3,-4.62,2.44,小家电
154,002036,联创电子,7.68,8.25,7.61,3,-15.14,14.33,光学光电子
155,002055,ST得润,5.93,6.11,5.87,3,-2.63,8.97,消费电子
156,002072,凯瑞德,7.28,7.76,7.12,3,-4.59,7.05,贸易
157,002088,鲁阳节能,9.87,10.65,9.86,3,-5.37,2.99,建筑材料
158,002093,国脉科技,8.32,9.35,8.21,3,-11.3,6.28,通信服务
159,002120,韵达股份,7.86,8.34,7.78,3,-3.32,12.73,物流
160,002138,顺络电子,33.95,35.6,33.34,3,-4.55,12.77,元件
161,002212,天融信,7.28,7.95,7.17,3,-8.2,10.13,软件开发
162,002230,科大讯飞,47.79,50.03,47.01,3,-4.06,5.58,软件开发
163,002253,*ST智胜,10.91,12.1,10.8,3,-10.5,12.33,软件开发
164,002317,众生药业,18.39,19.38,18.11,3,-4.62,11.18,中药
165,002393,力生制药,16.7,17.65,16.6,3,-4.84,3.68,化学制药
166,002406,远东传动,7.96,8.51,7.95,3,-5.69,27.04,汽车零部件
167,002427,尤夫股份,5.79,6.31,5.7,3,-8.24,5.7,化学纤维
168,002429,兆驰股份,11.05,12.01,10.91,3,-7.14,10.35,黑色家电
169,002431,ST棕榈,2.08,2.3,2.08,3,-14.05,0.24,建筑装饰
170,002454,松芝股份,9.91,10.65,9.61,3,-5.8,8.59,汽车零部件
171,002475,立讯精密,67.0,72.4,66.5,3,-6.91,8.0,消费电子
172,002476,宝莫股份,5.84,5.95,5.82,3,-1.18,4.39,石油加工贸易
173,002487,大金重工,84.0,94.18,83.3,3,-5.26,10.27,风电设备
174,002492,恒基达鑫,8.04,8.32,8.0,3,-3.48,6.68,物流
175,002506,协鑫集成,4.23,4.44,4.05,3,-3.2,16.94,光伏设备
176,002612,朗姿股份,16.09,17.74,16.0,3,-8.32,13.08,美容护理
177,002642,荣联科技,7.81,8.2,7.79,3,-3.94,6.68,IT服务
178,002649,博彦科技,10.47,11.62,10.36,3,-9.9,8.72,IT服务
179,002669,康达新材,13.47,13.99,13.32,3,-6.13,12.85,化学制品
180,002686,亿利达,7.42,7.95,7.39,3,-3.51,15.14,通用设备
181,002724,海洋王,6.34,7.32,6.31,3,-11.82,9.98,光学光电子
182,002741,光华科技,21.7,22.35,21.19,3,-2.52,23.66,电子化学品
183,002765,蓝黛科技,9.42,10.4,9.31,3,-9.51,8.64,汽车零部件
184,002802,洪汇新材,13.9,14.75,13.72,3,-5.76,21.97,化学制品
185,002815,崇达技术,13.9,15.66,13.74,3,-11.01,17.24,元件
186,002827,高争民爆,30.2,31.91,30.01,3,-6.27,4.11,化学制品
187,002879,长缆科技,17.98,19.6,17.71,3,-15.11,18.75,电网设备
188,002916,深南电路,312.5,322.75,302.0,3,-2.89,4.83,元件
189,002938,鹏鼎控股,72.05,78.01,71.54,3,-6.65,4.36,元件
190,002966,苏州银行,8.52,8.75,8.28,3,-2.29,2.18,银行
191,003012,东鹏控股,5.88,6.24,5.87,3,-5.31,3.45,家居用品
192,003041,真爱美家,52.4,57.99,50.4,3,-15.78,12.7,服装家纺
260,600032,浙江新能,9.87,10.85,9.84,3,-9.2,8.83,电力
261,600071,凤凰光学,19.42,20.52,19.2,3,-5.68,4.78,光学光电子
262,600100,同方股份,7.98,8.55,7.75,3,-6.23,5.36,计算机设备
263,600106,重庆路桥,5.94,6.19,5.85,3,-2.94,4.84,公路铁路运输
264,600178,东安动力,10.2,10.98,10.19,3,-10.21,5.21,汽车零部件
265,600267,海正药业,11.32,11.75,11.16,3,-2.83,8.38,化学制药
266,600278,东方创业,7.06,7.25,6.93,3,-1.94,2.33,贸易
267,600292,电投水电,15.32,16.14,15.32,3,-4.13,11.5,电力
268,600363,联创光电,48.0,53.39,47.52,3,-10.04,7.86,消费电子
269,600415,小商品城,13.25,14.2,13.21,3,-4.54,6.88,零售
270,600468,百利电气,7.44,7.8,7.38,3,-4.37,7.31,电网设备
271,600487,亨通光电,65.7,71.6,63.3,3,-7.96,18.87,通信设备
272,600522,中天科技,33.12,36.46,32.51,3,-7.43,19.21,通信设备
273,600529,山东药玻,18.64,19.18,18.63,3,-2.41,2.83,医疗器械
274,600538,国发股份,6.72,7.24,6.65,3,-5.62,10.31,医疗器械
275,600637,东方明珠,9.98,11.0,9.84,3,-8.1,9.78,文化传媒
276,600660,福耀玻璃,58.87,59.83,58.8,3,-0.98,1.51,汽车零部件
277,600718,东软集团,8.84,9.09,8.7,3,-2.96,4.22,IT服务
278,600760,中航沈飞,46.97,48.55,46.24,3,-3.27,1.91,军工装备
279,600817,宇通重工,11.85,12.65,11.67,3,-5.8,4.28,环保设备
280,600826,兰生股份,9.57,10.33,9.57,3,-7.36,7.25,其他社会服务
281,600828,茂业商业,5.0,5.13,4.95,3,-2.91,2.56,零售
282,600834,申通地铁,8.02,8.3,7.97,3,-2.55,2.6,公路铁路运输
283,600867,通化东宝,9.23,10.08,9.19,3,-7.52,8.86,生物制品
284,600873,梅花生物,9.92,10.27,9.9,3,-3.41,3.78,化学制品
285,601077,渝农商行,7.28,7.48,7.27,3,-2.02,1.19,银行
286,601388,怡球资源,4.08,4.34,3.89,3,-7.06,16.59,工业金属
287,601636,旗滨集团,6.33,6.81,6.24,3,-7.32,9.4,建筑材料
288,601869,长飞光纤,353.9,381.16,336.99,3,-6.25,10.9,通信设备
289,603002,宏昌电子,13.82,15.6,13.8,3,-8.78,25.58,电子化学品
290,603008,ST喜临门,10.32,11.43,10.32,3,-14.21,0.36,家居用品
291,603036,如通股份,17.28,18.15,17.22,3,-4.69,5.65,专用设备
292,603037,凯众股份,13.76,14.79,13.6,3,-6.9,7.02,汽车零部件
293,603071,物产环能,14.03,14.24,13.89,3,-0.57,1.73,电力
294,603088,宁波精达,11.94,13.32,11.69,3,-11.23,16.16,通用设备
295,603089,正裕工业,11.59,12.35,11.07,3,-5.7,4.95,汽车零部件
296,603090,宏盛股份,64.15,71.88,63.6,3,-9.29,17.16,通用设备
297,603121,华培动力,20.09,21.12,19.9,3,-3.88,4.63,汽车零部件
298,603159,上海亚虹,25.8,26.32,25.54,3,-1.98,2.66,专用设备
299,603193,润本股份,25.97,26.64,25.5,3,-2.29,14.59,美容护理
300,603228,景旺电子,70.17,75.99,69.75,3,-6.87,13.09,元件
301,603239,浙江仙通,23.81,25.35,23.71,3,-5.52,5.52,汽车零部件
302,603282,亚光股份,17.85,22.03,17.71,3,-18.53,10.89,环保设备
303,603313,梦百合,6.42,7.9,6.33,3,-19.14,9.49,家居用品
304,603348,文灿股份,18.62,19.49,18.04,3,-3.87,2.84,汽车零部件
305,603376,大明电子,30.27,31.88,30.0,3,-7.63,15.09,汽车零部件
306,603486,科沃斯,65.16,69.58,64.77,3,-3.89,6.03,小家电
307,603501,豪威集团,98.3,106.95,97.0,3,-6.05,11.05,半导体
308,603566,普莱柯,11.97,12.69,11.67,3,-4.77,4.62,养殖业
309,603583,捷昌驱动,28.88,30.88,28.67,3,-12.83,7.24,自动化设备
310,603650,彤程新材,53.96,56.38,52.84,3,-3.93,6.27,橡胶制品
311,603655,朗博科技,43.74,50.66,43.11,3,-15.56,11.44,汽车零部件
312,603826,坤彩科技,33.79,37.1,33.41,3,-5.75,5.72,非金属材料
313,603877,太平鸟,14.23,14.5,14.18,3,-1.04,1.39,服装家纺
314,603929,亚翔集成,188.3,199.89,181.0,3,-3.31,6.33,建筑装饰
315,603938,三孚股份,28.22,30.33,28.2,3,-6.46,10.68,化学原料
316,603959,ST百利,4.55,5.04,4.55,3,-14.31,1.04,建筑装饰
317,603966,法兰泰克,13.57,14.18,13.52,3,-4.17,7.61,专用设备
318,603976,正川股份,21.15,21.64,20.92,3,-1.17,5.26,医疗器械
319,603987,康德莱,8.4,8.76,8.36,3,-4.76,5.74,医疗器械
320,605005,合兴股份,19.14,20.76,19.05,3,-5.06,2.6,汽车零部件
321,605028,世茂能源,27.55,29.35,27.26,3,-6.26,5.65,电力
322,605116,奥锐特,22.6,23.86,22.56,3,-4.36,2.95,化学制药
323,605169,洪通燃气,12.14,12.7,12.12,3,-5.75,5.35,燃气
324,605208,永茂泰,14.73,15.98,14.68,3,-6.65,11.84,工业金属
325,605218,伟时电子,17.03,18.24,16.99,3,-6.07,5.35,光学光电子
326,605228,神通科技,14.39,15.21,14.33,3,-3.87,3.82,汽车零部件
327,605258,协和电子,34.73,36.88,34.54,3,-8.8,13.19,元件
328,605277,新亚电子,22.83,23.85,22.56,3,-4.36,6.36,消费电子
329,605286,同力天启,40.68,43.01,40.0,3,-5.96,4.47,专用设备
330,605298,必得科技,58.67,62.7,57.13,3,-7.27,4.16,轨交设备
