股票代码,股票名称,变动日期,变动人,变动股数,成交均价,变动后持股数,与董监高关系,董监高职务
SZ002517,恺英网络,2026-03-16,金锋,2628200,19.04,322948000.0,本人,董事
SZ000404,长虹华意,2026-03-16,姚辉军,44400,7.22,309900.0,本人,高管
SH605116,奥锐特,2026-03-16,褚义舟,-450000,26.5,109384700.0,本人,董事
SH603098,森特股份,2026-03-16,刘爱森,100000,16.41,138540005.0,本人,董事
SH601177,杭齿前进,2026-03-16,徐桂琴,-20000,15.82,80000.0,,
SH601177,杭齿前进,2026-03-16,宋斌,-21700,15.82,96300.0,,
SH600887,伊利股份,2026-03-16,潘刚,-61990309,26.51,224756319.0,本人,董事、高级管理人员
SH600765,中航重机,2026-03-16,唐诚江,4700,17.48,21000.0,本人,高级管理人员
SZ002832,比音勒芬,2026-03-13,谢邕,1181900,16.92,3595900.0,本人,高管
SZ002709,天赐材料,2026-03-13,顾斌,-58900,50.38,2895000.0,本人,董事、高管
SZ002517,恺英网络,2026-03-13,黄宇,26100,19.31,26100.0,本人,董事
SZ002517,恺英网络,2026-03-13,骞军法,58000,19.23,380000.0,本人,董事、高管
SZ002517,恺英网络,2026-03-13,赵凡,52600,19.35,1432000.0,本人,董事、高管
SZ002517,恺英网络,2026-03-13,沈军,156400,19.5,5619400.0,本人,董事、高管
SZ002517,恺英网络,2026-03-13,林彬,52000,19.3,1866500.0,本人,高管
SZ002517,恺英网络,2026-03-13,张启闰,55000,19.19,55000.0,本人,高管
SZ002517,恺英网络,2026-03-13,唐悦,51700,19.36,367500.0,本人,高管
SZ002517,恺英网络,2026-03-13,刘洪林,52000,19.3,158500.0,本人,董秘
SZ002407,多氟多,2026-03-13,李凌云,-60000,31.16,7367400.0,本人,董事
SZ001211,双枪科技,2026-03-13,周兆成,-15400,29.02,876000.0,本人,董事
SZ000681,视觉中国,2026-03-13,柴继军,-260000,22.26,27333800.0,本人,董事、高管
SH605305,中际联合,2026-03-13,王喜军,-306300,43.36,2994704.0,本人,董事
SH605116,奥锐特,2026-03-13,褚义舟,-460000,25.88,109834700.0,本人,董事
SH603466,风语筑,2026-03-13,李晖,-453800,10.14,124831200.0,本人,董事
SH603218,日月股份,2026-03-13,周建军,30000,15.53,150000.0,本人,董事
SH603098,森特股份,2026-03-13,刘爱森,70000,16.95,138440005.0,本人,董事
SH600642,申能股份,2026-03-13,舒彤,-10100,9.25,30345.0,,
SZ002864,盘龙药业,2026-03-12,朱文锋,-22500,33.49,67500.0,本人,董事
SZ002612,朗姿股份,2026-03-12,李家平,300,17.5,300.0,本人,高管
SZ002444,巨星科技,2026-03-12,周思远,25000,33.56,500000.0,本人,董秘
SZ002126,银轮股份,2026-03-12,陈敏,-82500,50.24,876000.0,本人,董秘
SH605116,奥锐特,2026-03-12,褚义舟,-290000,25.72,110294700.0,本人,董事
SH603458,勘设股份,2026-03-12,杨健,-200000,10.91,3052341.0,本人,高级管理人员
SH603203,快克智能,2026-03-12,窦小明,-100000,40.6,1068161.0,本人,董事
SH603098,森特股份,2026-03-12,刘爱森,200,17.15,138370005.0,本人,董事
SH601218,吉鑫科技,2026-03-12,杨扬,-1400,6.09,68358.0,本人,高级管理人员
SH600623,华谊集团,2026-03-12,顾春林,-124000,11.61,372880.0,本人,高级管理人员
SZ002923,润都股份,2026-03-11,由春燕,-30000,16.05,329500.0,本人,高管
SZ002877,智能自控,2026-03-11,仲佩亚,-10000,10.63,1249000.0,本人,高管
SZ002709,天赐材料,2026-03-11,顾斌,-100000,48.51,2953900.0,本人,董事、高管
SZ002638,勤上股份,2026-03-11,王君亚,3000,4.04,3000.0,本人,高管
SZ002467,二六三,2026-03-11,孟雪霞,-35000,7.91,315000.0,本人,高管
SZ002271,东方雨虹,2026-03-11,李卫国,-1000000,17.02,482874100.0,本人,董事
SZ002126,银轮股份,2026-03-11,陈敏,-10000,52.0,958500.0,本人,董秘
SZ001211,双枪科技,2026-03-11,周兆成,-30000,29.07,891400.0,本人,董事
SZ000681,视觉中国,2026-03-11,柴继军,-500000,21.56,27593800.0,本人,董事、高管
SH605116,奥锐特,2026-03-11,褚义舟,-350000,25.92,110584700.0,本人,董事
SH603617,君禾股份,2026-03-11,陈佳伟,-660000,4.42,165000.0,,
SH603466,风语筑,2026-03-11,李晖,-500000,10.68,125285000.0,本人,董事
SH603098,森特股份,2026-03-11,刘爱森,10000,15.98,138369805.0,本人,董事
SH601218,吉鑫科技,2026-03-11,杨扬,-1000,6.02,69758.0,本人,高级管理人员
SZ002832,比音勒芬,2026-03-10,谢邕,1198900,16.68,2414000.0,本人,高管
SZ002606,大连电瓷,2026-03-10,陈灵敏,-23100,14.23,273100.0,本人,董事、高管
SZ002606,大连电瓷,2026-03-10,李军,-70000,14.55,211200.0,本人,董秘、高管
SZ002467,二六三,2026-03-10,李玉杰,-1000000,7.59,3000000.0,本人,董事、高管
SZ002467,二六三,2026-03-10,李波,-275200,7.59,825800.0,本人,董秘
SZ002467,二六三,2026-03-10,忻卫敏,-200000,7.41,2771000.0,本人,董事、高管
SZ002467,二六三,2026-03-10,孟雪霞,-70000,7.59,350000.0,本人,高管
SZ002271,东方雨虹,2026-03-10,李卫国,-600000,16.95,483874100.0,本人,董事
SZ002167,东方锆业,2026-03-10,冯立明,100,14.79,3461700.0,本人,董事、高管
SZ000681,视觉中国,2026-03-10,柴继军,-400000,23.7,28093800.0,本人,董事、高管
SZ000534,万泽股份,2026-03-10,黄振光,-93700,47.69,361300.0,本人,董事
SH605116,奥锐特,2026-03-10,褚义舟,-520000,25.07,110934700.0,本人,董事
SH603466,风语筑,2026-03-10,李晖,-500000,10.81,125785000.0,本人,董事
SH603191,望变电气,2026-03-10,胡守天,-63000,0.0,0.0,本人,董事
SH603191,望变电气,2026-03-10,肖永号,-63000,0.0,0.0,本人,高级管理人员
SH603191,望变电气,2026-03-10,王海波,-63000,0.0,75000.0,本人,董事
SH603191,望变电气,2026-03-10,杨林,-154000,0.0,0.0,本人,董事
SH603191,望变电气,2026-03-10,杨万华,-49000,0.0,0.0,本人,高级管理人员
SH603191,望变电气,2026-03-10,李代萍,-63000,0.0,281300.0,本人,高级管理人员
SH603191,望变电气,2026-03-10,刘柏林,-133000,0.0,0.0,本人,高级管理人员
SH603191,望变电气,2026-03-10,付康,-63000,0.0,0.0,本人,董事
SH603012,创力集团,2026-03-10,朱民法,-2000,8.46,336000.0,本人,高级管理人员
SH601218,吉鑫科技,2026-03-10,杨扬,-3000,5.88,70758.0,本人,高级管理人员
SH600888,新疆众和,2026-03-10,郭万花,44060,6.65,615760.0,本人,高级管理人员
SZ002972,科安达,2026-03-09,郭丰明,-202200,12.48,108302900.0,本人,董事
SZ002877,智能自控,2026-03-09,杜学军,-76200,11.03,3879800.0,本人,高管
SZ002877,智能自控,2026-03-09,吴畏,-400000,10.93,14392100.0,本人,董事
SZ002877,智能自控,2026-03-09,仲佩亚,-30000,11.05,1259000.0,本人,高管
SZ002756,永兴材料,2026-03-09,高亦斌,-8000,69.18,215800.0,本人,高管
SZ002756,永兴材料,2026-03-09,邹伟民,-1000,69.17,229000.0,本人,董事
SZ002467,二六三,2026-03-09,忻卫敏,-100000,6.84,2971000.0,本人,董事、高管
SZ002444,巨星科技,2026-03-09,周思远,100000,31.5,475000.0,本人,董秘
SZ000681,视觉中国,2026-03-09,柴继军,-700000,23.37,28493800.0,本人,董事、高管
SH605116,奥锐特,2026-03-09,褚义舟,-285000,25.66,111454700.0,本人,董事
SH603458,勘设股份,2026-03-09,杨健,-100000,11.0,3252341.0,本人,高级管理人员
SH603138,海量数据,2026-03-09,孟亚楠,-15000,22.59,45000.0,,
SH603098,森特股份,2026-03-09,刘爱森,10000,14.86,138359805.0,本人,董事
SZ003008,开普检测,2026-03-06,姚致清,-93200,24.14,15599900.0,本人,董事
SZ002972,科安达,2026-03-06,郭丰明,-901000,12.3,108505200.0,本人,董事
SZ002942,新农股份,2026-03-06,王湛钦,-8400,21.67,2459600.0,本人,董事、高管
SZ002922,伊戈尔,2026-03-06,黄慧杰,-14000,49.15,132400.0,本人,高管
SZ002922,伊戈尔,2026-03-06,赵楠楠,-150000,48.99,623000.0,本人,董事、高管
SZ002922,伊戈尔,2026-03-06,柳景元,-40000,48.7,181300.0,本人,高管
SZ002877,智能自控,2026-03-06,吴畏,-999900,10.97,14792100.0,本人,董事
SZ002877,智能自控,2026-03-06,仲佩亚,-60000,10.96,1289000.0,本人,高管
SZ002832,比音勒芬,2026-03-06,谢邕,1215100,16.46,1215100.0,本人,高管
SZ002756,永兴材料,2026-03-06,高亦斌,-10000,68.85,223800.0,本人,高管
SZ002326,永太科技,2026-03-06,陈丽洁,44000,22.92,1332800.0,本人,董事
SZ002326,永太科技,2026-03-06,金逸中,44400,22.7,372400.0,本人,董事、高管
SZ002326,永太科技,2026-03-06,王梓臣,44400,22.73,182500.0,本人,高管
SZ002326,永太科技,2026-03-06,张江山,45000,22.75,183400.0,本人,董秘、董事、高管
SZ002326,永太科技,2026-03-06,应阳峰,44200,22.73,44200.0,本人,高管
SH605298,必得科技,2026-03-06,张雪坚,-8000,52.28,131700.0,本人,董事、高级管理人员
SH605166,聚合顺,2026-03-06,毛新华,-100000,11.03,1500000.0,本人,董事、高级管理人员
SH605116,奥锐特,2026-03-06,褚义舟,-320000,25.48,111739700.0,本人,董事
SH603711,香飘飘,2026-03-06,蒋建琪,21107497,13.35,228303727.0,本人,董事
SH603505,金石资源,2026-03-06,王忠炎,2000,21.02,4141.0,,
SH603458,勘设股份,2026-03-06,杨健,-700000,10.76,3352341.0,本人,高级管理人员
SH603098,森特股份,2026-03-06,刘爱森,5000,15.11,138349805.0,本人,董事
SH603036,如通股份,2026-03-06,镇国毅,-20000,20.82,61900.0,本人,高级管理人员
SH601678,滨化股份,2026-03-06,蔡颖辉,-45000,5.87,1080000.0,本人,高级管理人员
SH601177,杭齿前进,2026-03-06,宋斌,-37000,16.12,198000.0,,
SH600718,东软集团,2026-03-06,王楠,240000,7.95,854278.0,本人,高级管理人员
SZ003008,开普检测,2026-03-05,姚致清,-472000,21.17,15693100.0,本人,董事
SZ003008,开普检测,2026-03-05,姚致清,-235900,23.66,15693100.0,本人,董事
SZ002922,伊戈尔,2026-03-05,黄慧杰,-30000,47.8,146400.0,本人,高管
SZ002877,智能自控,2026-03-05,杜学军,-500000,10.89,3956000.0,本人,高管
SZ002877,智能自控,2026-03-05,吴畏,-827100,10.89,15792100.0,本人,董事
SZ002756,永兴材料,2026-03-05,高亦斌,-32000,68.68,233800.0,本人,高管
SZ002756,永兴材料,2026-03-05,邹伟民,-26800,68.0,230000.0,本人,董事
SZ001209,洪兴股份,2026-03-05,柯国民,-1000,21.95,16927400.0,本人,董事
SH605298,必得科技,2026-03-05,张雪坚,-7000,47.84,139700.0,本人,董事、高级管理人员
SH605116,奥锐特,2026-03-05,褚义舟,-80000,25.06,112059700.0,本人,董事
SH603939,益丰药房,2026-03-05,肖再祥,-25000,23.24,194760.0,本人,高级管理人员
SH603416,信捷电气,2026-03-05,过志强,-200000,45.81,1999000.0,本人,高级管理人员
SH603098,森特股份,2026-03-05,刘爱森,50000,15.15,138344805.0,本人,董事
SH603037,凯众股份,2026-03-05,韦永继,30000,15.22,194524.0,,
SZ002877,智能自控,2026-03-04,吴畏,-1000000,9.89,16619200.0,本人,董事
SZ002877,智能自控,2026-03-04,仲佩亚,-20000,9.06,1349000.0,本人,高管
SZ002167,东方锆业,2026-03-04,冯立明,-220100,16.07,3461600.0,本人,董事、高管
SZ000404,长虹华意,2026-03-04,肖文艺,50000,7.0,450600.0,本人,董事、高管
SH605298,必得科技,2026-03-04,张雪坚,-18800,45.21,146700.0,本人,董事、高级管理人员
SH605116,奥锐特,2026-03-04,褚义舟,-1100,25.17,112139700.0,本人,董事
SH603939,益丰药房,2026-03-04,肖再祥,-10000,23.52,219760.0,本人,高级管理人员
SH603700,宁水集团,2026-03-04,张琳,1295000,12.22,7737250.0,本人,董事
SH603511,爱慕股份,2026-03-04,何林渠,1500,14.57,85100.0,,
SH603416,信捷电气,2026-03-04,过志强,-150000,46.29,2199000.0,本人,高级管理人员
SH603098,森特股份,2026-03-04,刘爱森,30000,15.14,138294805.0,本人,董事
SH601128,常熟银行,2026-03-04,程鹏飞,20000,7.08,70000.0,本人,高级管理人员
SH600718,东软集团,2026-03-04,盖龙佳,280000,7.95,482700.0,本人,高级管理人员
SZ003008,开普检测,2026-03-03,宋霞,-32900,23.44,672900.0,本人,高管
SZ002925,盈趣科技,2026-03-03,杨明,-20000,23.88,1909300.0,本人,董事、高管
SZ002833,弘亚数控,2026-03-03,李茂洪,950200,18.31,166656200.0,本人,董事、高管
SZ002756,永兴材料,2026-03-03,高亦斌,-10000,66.95,265800.0,本人,高管
SZ002467,二六三,2026-03-03,许立东,-150000,7.15,450000.0,本人,董事、高管
SZ000510,新金路,2026-03-03,张振亚,-27900,22.83,128700.0,本人,高管
SZ000036,华联控股,2026-03-03,苏秦,-25000,5.16,555000.0,本人,高管
SH605228,神通科技,2026-03-03,朱春亚,1100000,7.29,2260000.0,本人,董事
SH605228,神通科技,2026-03-03,吴超,300000,7.29,440500.0,本人,高级管理人员
SH605166,聚合顺,2026-03-03,毛新华,-400000,11.26,1600000.0,本人,董事、高级管理人员
SH605116,奥锐特,2026-03-03,褚义舟,-154000,25.42,112140800.0,本人,董事
SH603939,益丰药房,2026-03-03,肖再祥,-25000,24.13,229760.0,本人,高级管理人员
SH603511,爱慕股份,2026-03-03,何林渠,800,15.01,83600.0,,
SH603416,信捷电气,2026-03-03,过志强,-100000,48.48,2349000.0,本人,高级管理人员
SH603151,邦基科技,2026-03-03,王艾琴,20000,12.45,360100.0,本人,高级管理人员
SH603098,森特股份,2026-03-03,刘爱森,180000,15.2,138264805.0,本人,董事
SH603037,凯众股份,2026-03-03,韦永继,40000,15.24,164524.0,,
SH601872,招商轮船,2026-03-03,孔康,-31600,19.65,456600.0,本人,高级管理人员
SH600718,东软集团,2026-03-03,徐洪利,280000,7.95,1326388.0,本人,高级管理人员
SZ003008,开普检测,2026-03-02,宋霞,-21700,24.42,705800.0,本人,高管
SZ002877,智能自控,2026-03-02,吴畏,-172900,9.64,17619200.0,本人,董事
SZ002877,智能自控,2026-03-02,仲佩亚,-40000,9.41,1369000.0,本人,高管
SZ002439,启明星辰,2026-03-02,潘宇东,50000,14.28,400100.0,本人,高管
SZ002167,东方锆业,2026-03-02,甘学贤,-30000,15.48,910000.0,本人,董事、高管
SZ002167,东方锆业,2026-03-02,冯立明,-379900,15.75,3681700.0,本人,董事、高管
SZ000681,视觉中国,2026-03-02,柴继军,-200000,24.54,29193800.0,本人,董事、高管
SH605338,巴比食品,2026-03-02,李俊,5000,28.3,137700.0,本人,董事、高级管理人员
SH603912,佳力图,2026-03-02,杨静,100,9.8,3620.0,,
SH603701,德宏股份,2026-03-02,朱国强,-400,20.0,733404.0,本人,高级管理人员
SH603696,安记食品,2026-03-02,林肖芳,-586980,18.15,105135629.0,本人,董事
SH603416,信捷电气,2026-03-02,过志强,-50000,50.53,2449000.0,本人,高级管理人员
SH603322,超讯通信,2026-03-02,梁建华,-7880000,35.82,24405000.0,本人,董事
SH603098,森特股份,2026-03-02,刘爱森,70000,15.54,138084805.0,本人,董事
SH603037,凯众股份,2026-03-02,韦永继,110000,15.84,124524.0,,
SH601872,招商轮船,2026-03-02,孔康,-5900,17.86,488200.0,本人,高级管理人员
SZ003008,开普检测,2026-02-27,宋霞,-114300,24.55,727500.0,本人,高管
SZ002972,科安达,2026-02-27,郭丰明,-1297600,12.73,109406300.0,本人,董事
SZ002972,科安达,2026-02-27,郑捷曾,-141600,12.8,424800.0,本人,董事、高管
SZ002972,科安达,2026-02-27,王涛,-86100,12.79,258300.0,本人,董事、高管
SZ002925,盈趣科技,2026-02-27,杨明,-160000,23.33,1929300.0,本人,董事、高管
SZ002877,智能自控,2026-02-27,仲佩亚,-60000,9.68,1409000.0,本人,高管
SZ002756,永兴材料,2026-02-27,邹伟民,-39000,63.98,256800.0,本人,董事
SZ002645,华宏科技,2026-02-27,胡品龙,-1100000,17.49,6557100.0,本人,董事、高管
SZ002631,德尔未来,2026-02-27,张立新,-115000,6.21,1207000.0,本人,高管
SZ002489,浙江永强,2026-02-27,谢建强,-500000,3.71,93581800.0,本人,董事、高管
SZ002167,东方锆业,2026-02-27,甘学贤,-160000,15.58,940000.0,本人,董事、高管
SZ002167,东方锆业,2026-02-27,冯立明,-553800,15.58,4061600.0,本人,董事、高管
SZ001203,大中矿业,2026-02-27,牛国锋,-83200,40.66,9831800.0,本人,董事
SZ001203,大中矿业,2026-02-27,张杰,-30000,40.73,1736200.0,本人,高管
SZ000510,新金路,2026-02-27,彭朗,-34500,20.0,283700.0,本人,董事、高管
SZ000510,新金路,2026-02-27,张振亚,-15000,20.41,156600.0,本人,高管
SH603701,德宏股份,2026-02-27,朱国强,-244000,20.07,733804.0,本人,高级管理人员
SH603696,安记食品,2026-02-27,林肖芳,-590000,18.6,105722609.0,本人,董事
SH603648,畅联股份,2026-02-27,徐峰,-40000,10.48,3730362.0,本人,董事、高级管理人员
SH603629,利通电子,2026-02-27,邵秋萍,-2190000,48.33,14207680.0,本人,董事
SH603416,信捷电气,2026-02-27,过志强,-31000,56.14,2499000.0,本人,高级管理人员
SH603098,森特股份,2026-02-27,刘爱森,50000,15.49,138014805.0,本人,董事
SH601872,招商轮船,2026-02-27,王永新,-50000,16.2,1021000.0,本人,董事、高级管理人员
SH601226,华电科工,2026-02-27,袁新勇,-2000,12.08,34000.0,,
SH601226,华电科工,2026-02-27,亓炳生,-6500,12.1,49500.0,本人,高级管理人员
SZ003008,开普检测,2026-02-26,宋霞,-55000,24.64,841800.0,本人,高管
SZ002925,盈趣科技,2026-02-26,林先锋,-134400,22.72,553200.0,本人,董事、高管
SZ002925,盈趣科技,2026-02-26,杨明,-160000,22.64,2089300.0,本人,董事、高管
SZ002877,智能自控,2026-02-26,仲佩亚,-40000,9.62,1469000.0,本人,高管
SZ002489,浙江永强,2026-02-26,谢建强,-6600,3.71,94081800.0,本人,董事、高管
SZ001203,大中矿业,2026-02-26,牛国锋,-85000,41.6,9915000.0,本人,董事
SZ001203,大中矿业,2026-02-26,张杰,-70000,41.54,1766200.0,本人,高管
SH605338,巴比食品,2026-02-26,李俊,15000,28.58,132700.0,本人,董事、高级管理人员
SH603938,三孚股份,2026-02-26,董立强,-22900,29.05,128984.0,本人,董事、高级管理人员
SH603938,三孚股份,2026-02-26,张宪民,-5000,27.33,15076.0,本人,董事、高级管理人员
SH603696,安记食品,2026-02-26,林肖芳,-675000,18.47,106312609.0,本人,董事
SH603629,利通电子,2026-02-26,邵秋萍,-1147500,48.33,16397680.0,本人,董事
SH603612,索通发展,2026-02-26,黄河,-200,34.86,175700.0,本人,高级管理人员
SH603416,信捷电气,2026-02-26,过志强,-4000,56.63,2530000.0,本人,高级管理人员
SH603098,森特股份,2026-02-26,刘爱森,30000,15.07,137964805.0,本人,董事
SH603012,创力集团,2026-02-26,朱民法,-110000,8.17,338000.0,本人,高级管理人员
SH603012,创力集团,2026-02-26,常玉林,-64000,8.16,192980.0,本人,高级管理人员
SH603012,创力集团,2026-02-26,吴彦,-128000,8.15,384000.0,本人,高级管理人员
SH601872,招商轮船,2026-02-26,王永新,-50000,15.45,1071000.0,本人,董事、高级管理人员
SH601872,招商轮船,2026-02-26,孔康,-25900,15.6,494100.0,本人,高级管理人员
SH601128,常熟银行,2026-02-26,程鹏飞,30000,7.1,50000.0,本人,高级管理人员
SH601128,常熟银行,2026-02-26,干晴,30000,7.11,174751.0,本人,高级管理人员
SH600718,东软集团,2026-02-26,宋清君,30000,7.95,82300.0,本人,董事
SZ003008,开普检测,2026-02-25,李亚萍,-46000,24.63,9971600.0,本人,董事、高管
SZ002942,新农股份,2026-02-25,王湛钦,-12000,23.07,2468000.0,本人,董事、高管
SZ002877,智能自控,2026-02-25,仲佩亚,-30000,9.64,1509000.0,本人,高管
SZ002791,坚朗五金,2026-02-25,白宝萍,-355900,25.53,22340700.0,本人,董事
SZ002718,友邦吊顶,2026-02-25,林圣全,200,68.09,200.0,本人,董事
SZ002697,红旗连锁,2026-02-25,黄德贵,1300,5.88,1300.0,,
SZ002599,盛通股份,2026-02-25,许菊平,-5000,8.28,325600.0,本人,董事、高管
