序号,代码,名称,涨跌幅,最新价,涨停价,成交额,流通市值,总市值,换手率,涨速,是否新高,量比,涨停统计,入选理由,所属行业
157,300821,东岳硅材,-0.20775622129440308,14.41,17.33,942193696,17288984707.5,17292000000.0,5.476844787597656,0.0,是,2.034452199935913,0/0,60日新高,化学制品
158,002273,水晶光电,-0.2721499800682068,32.98,36.38,2627503984,44921344939.42,45863050747.52,5.731780052185059,-0.15137752890586853,是,1.663160800933838,0/0,60日新高,光学光电
159,301169,零点有数,-0.27615833282470703,65.0,78.22,103514787,4681172340.0,4682634840.0,2.155325412750244,0.0,是,2.067512273788452,0/0,60日新高,专业服务
160,688337,普源精电,-0.2782931327819824,64.5,77.62,452703744,11991644049.0,12504899896.5,3.693085193634033,-0.15479876101016998,是,1.4225080013275146,0/0,60日新高,通用设备
161,300351,永贵电器,-0.29498523473739624,20.28,24.41,275221072,5341976641.56,7887004270.080001,5.113766193389893,0.0,是,0.8264554738998413,0/0,60日新高,轨交设备
162,300866,安克创新,-0.3293084502220154,118.04,142.12,786055664,36300132960.0,63288201749.76,2.101569414138794,0.0,是,1.681799054145813,0/0,60日新高,消费电子
163,688379,华光新材,-0.4111842215061188,60.55,72.96,291557008,5454678236.0,5750951868.55,5.210970878601074,-0.24711696803569794,是,1.5187784433364868,0/0,60日新高,通用设备
164,002491,通鼎互联,-0.4645760655403137,17.14,18.94,2777595664,20164676448.940002,21082105661.440002,13.552391052246094,-0.23282887041568756,是,1.528760313987732,0/0,60日新高,通信设备
165,301603,乔锋智能,-0.49728336930274963,108.05,130.31,414596832,4076996625.0,13048118000.0,10.064557075500488,0.0,是,0.7513444423675537,0/0,60日新高,通用设备
166,301295,美硕科技,-0.5294366478919983,46.97,56.66,101790138,1380918000.0,4734576000.0,7.33225154876709,0.0,是,1.0190807580947876,0/0,60日新高,电网设备
167,600330,天通股份,-0.5798221826553345,25.72,28.46,5950358016,31723933179.52,31723933179.52,18.221216201782227,0.1947799026966095,是,2.8522775173187256,5/3,60日新高且近期多次涨停,电子化学
168,603903,中持股份,-0.6201550364494324,12.82,14.19,205753139,3273195733.6,3273195733.6,6.1666035652160645,0.07806400954723358,是,6.325893878936768,2/1,60日新高,环境治理
169,688141,杰华特,-0.6327294111251831,69.1,83.45,818578480,31117223181.899998,31117223665.6,2.5532636642456055,0.08690614253282547,是,1.988959550857544,0/0,60日新高,半导体
170,600396,华电辽能,-0.6711409687995911,8.88,9.83,2777338272,13077636534.960001,13077636526.080002,21.257173538208008,0.5662514567375183,否,2.3420772552490234,3/2,近期多次涨停,电力
171,301172,君逸数码,-0.6887914538383484,31.72,38.33,379851168,3132860057.6,5471065600.0,11.577699661254883,0.0,是,3.4405665397644043,0/0,60日新高,IT服务Ⅱ
172,300308,中际旭创,-0.7342491745948792,880.11,1063.94,18593448704,975430904103.81,980090960698.08,1.8651870489120483,0.0,是,1.3751120567321777,0/0,60日新高,通信设备
173,600769,祥龙电业,-0.7905138731002808,15.06,16.7,111256033,5647156632.0,5647156632.0,1.9491851329803467,0.0,是,1.1065154075622559,0/0,60日新高,环境治理
174,002475,立讯精密,-0.8084668517112732,67.48,74.83,11770364928,490530546088.80005,491658252144.64,2.350818395614624,-0.0148170106112957,是,1.3936904668807983,0/0,60日新高,消费电子
175,600773,西藏城投,-0.8474576473236084,23.4,25.96,787792832,22267132641.0,22267132617.6,3.5565545558929443,0.04275331273674965,是,1.4755325317382812,0/0,60日新高,房地产开
176,688558,国盛智科,-0.9801009893417358,33.34,40.4,78458133,4400880000.0,4400880000.0,1.7508734464645386,-0.14974543452262878,是,1.9267122745513916,0/0,60日新高,通用设备
177,603026,石大胜华,-1.020602822303772,103.77,115.32,1618644576,24147384222.78,24147384222.78,6.690573215484619,0.20278099179267883,是,1.4239317178726196,0/0,60日新高,电池
178,920981,晶赛科技,-1.0864430665969849,41.88,55.04,381922176,1562526801.8400002,3202479840.0,23.97165298461914,-0.19065777957439423,是,4.050800323486328,2/1,60日新高,元件
179,603985,恒润股份,-1.2171181440353394,25.16,28.02,1053312736,11091987355.48,11091987280.0,9.389456748962402,-0.27744749188423157,是,1.2877120971679688,0/0,60日新高,风电设备
180,002432,九安医疗,-1.2260187864303589,87.01,96.9,3061850624,38146024255.57,40457543661.920006,7.7384867668151855,-0.343603253364563,是,2.011110305786133,2/1,60日新高,医疗器械
181,603637,镇海股份,-1.25,16.59,18.48,230199898,3959798699.43,3959798699.43,5.81259822845459,0.0,是,1.5446847677230835,2/1,60日新高,专业工程
182,300681,英搏尔,-1.3089004755020142,30.16,36.67,335292880,6960770021.92,9230629175.04,4.760451793670654,0.0,是,0.9284427165985107,0/0,60日新高,汽车零部
183,603950,长源东谷,-1.3234598636627197,62.63,69.82,715261808,20267493884.0,20300312004.0,3.344904899597168,0.20800000429153442,是,1.2099231481552124,0/0,60日新高,汽车零部
184,002283,天润工业,-1.4336917400360107,11.0,12.28,338892768,11031091819.0,12534029024.0,2.9672579765319824,-0.09082652628421783,是,1.9327025413513184,0/0,60日新高,汽车零部
185,300916,朗特智能,-1.4362151622772217,35.0,42.61,147834717,3269880810.0,5062540245.0,4.471073627471924,0.0,是,1.3780900239944458,0/0,60日新高,消费电子
186,300054,鼎龙股份,-1.4476819038391113,53.78,65.48,1490266432,39697734911.82,50987109086.72,3.6765902042388916,0.0,是,1.8585865497589111,0/0,60日新高,电子化学
187,003031,中瓷电子,-1.4673045873641968,123.56,137.94,1584920384,42029761357.76,55732091875.840004,3.6456210613250732,-0.11317704617977142,是,1.6970739364624023,0/0,60日新高,通信设备
188,301003,江苏博云,-1.4965343475341797,62.53,76.18,344453840,4698526335.62,6073746687.190001,7.389564514160156,0.0,是,2.5680527687072754,2/1,60日新高,塑料
189,300747,锐科激光,-1.5426251888275146,36.38,44.34,867474672,18989556729.600002,20431008000.0,4.457498073577881,0.0,是,1.5585639476776123,0/0,60日新高,自动化设
190,300700,岱勒新材,-1.721068263053894,16.56,20.22,142756467,4481307379.44,6574797192.959999,3.1809048652648926,0.0,是,1.7365174293518066,0/0,60日新高,通用设备
191,301297,富乐德,-1.7216980457305908,41.67,50.88,726877104,15125284134.27,30968627292.0,4.806628227233887,0.0,是,1.9738008975982666,0/0,60日新高,半导体
192,300936,中英科技,-1.7767833471298218,74.63,91.18,235794577,3539044156.0,5612176000.0,6.58716344833374,0.0,是,0.9721178412437439,0/0,60日新高,元件
193,002436,兴森科技,-1.8162766695022583,28.11,31.49,2393508400,42460077866.159996,47777823996.479996,5.509303092956543,-0.10660981386899948,是,1.2002449035644531,0/0,60日新高,元件
194,600590,泰豪科技,-1.9108281135559082,16.94,19.0,1220878096,14290067719.62,14447613463.36,8.085558891296387,-0.41152262687683105,是,1.6433278322219849,0/0,60日新高,军工电子
195,603061,金海通,-1.9648644924163818,244.98,274.88,434895088,21313260000.0,21313260000.0,2.0097126960754395,-0.08157271891832352,是,0.9160271883010864,0/0,60日新高,半导体
196,002149,西部材料,-1.9968798160552979,62.82,70.51,4713467392,30664909192.68,30669620567.04,14.941498756408691,-0.20651309192180634,是,1.5683475732803345,0/0,60日新高,小金属
197,603256,宏和科技,-2.0027947425842285,105.2,118.09,2256645312,92547333000.0,95162494329.6,2.3741214275360107,0.01901502162218094,是,1.424226999282837,0/0,60日新高,玻璃玻纤
198,002938,鹏鼎控股,-2.0084011554718018,74.65,83.8,3771545328,172399190246.25,173042508941.6,2.1366307735443115,-0.20053474605083466,是,2.187821626663208,2/1,60日新高,元件
199,301393,昊帆生物,-2.035212278366089,60.65,74.29,117328379,2553654603.75,6550200000.0,4.4986491203308105,0.0,是,1.1918610334396362,0/0,60日新高,生物制品
200,300857,协创数据,-2.074704647064209,255.35,312.91,7376150528,123095561781.9,123734712535.2,5.871158123016357,0.0,是,1.9445751905441284,0/0,60日新高,消费电子
201,688719,爱科赛博,-2.0898642539978027,56.22,68.9,155460185,5044187593.559999,6486968199.96,3.0089521408081055,0.6444683074951172,是,0.9510955810546875,0/0,60日新高,其他电源
202,002916,深南电路,-2.2203783988952637,294.61,331.43,2614085968,195859512064.5,200678489669.12,1.299576759338379,0.027161918580532074,是,1.510716199874878,0/0,60日新高,元件
203,603110,东方材料,-2.23555064201355,17.93,20.17,73574656,3607995304.7599998,3607995304.7599998,2.0099716186523438,-0.055741362273693085,是,0.752357542514801,0/0,60日新高,化学制品
204,603306,华懋科技,-2.2905027866363525,104.94,118.14,1299762368,34577241609.24,34577189349.12,3.68267560005188,-0.0666603147983551,是,1.8238486051559448,0/0,60日新高,汽车零部
205,300137,先河环保,-2.314539909362793,16.46,20.22,358471968,8724361384.76,8832143143.68,4.01466703414917,0.0,是,0.7994447350502014,0/0,60日新高,环保设备
206,688048,长光华芯,-2.3330025672912598,364.21,447.49,5108681472,64202918040.03,64202918040.03,7.800367832183838,-0.07133646309375763,是,1.6036125421524048,2/1,60日新高,半导体
207,688737,中自科技,-2.3533310890197754,29.46,36.2,35956211,3522370435.14,3522370435.14,1.0091464519500732,-0.10172940045595169,是,0.7166543006896973,0/0,60日新高,汽车零部
208,603045,福达合金,-2.356091022491455,36.47,41.09,139847339,4939684802.849999,4939684802.849999,2.7532036304473877,-0.16424855589866638,是,1.1275625228881836,0/0,60日新高,金属新材
209,688700,东威科技,-2.4000000953674316,63.44,78.0,568803760,18930582278.399998,18930582278.399998,2.9437334537506104,0.11046236753463745,是,1.267269492149353,0/0,60日新高,专用设备
210,300756,金马游乐,-2.484805107116699,54.55,67.13,222647508,7158615756.15,8596980500.8,3.059112310409546,0.0,是,1.775691032409668,0/0,60日新高,专用设备
211,301086,鸿富瀚,-2.5126421451568604,185.07,227.81,332833568,8683578415.56,16656300000.0,3.780487537384033,0.0,是,1.0782744884490967,0/0,60日新高,消费电子
212,603196,璞源材料,-2.5831353664398193,32.81,37.05,121782612,7775585532.42,13737134906.400002,1.5317213535308838,-0.21289537847042084,是,1.168332576751709,0/0,60日新高,服装家纺
213,603228,景旺电子,-2.66860032081604,67.11,75.85,3565705840,65483012876.43,66091139201.28,5.293951988220215,-0.1041976734995842,是,2.443465232849121,0/0,60日新高,元件
214,300720,海川智能,-2.674982786178589,70.22,86.58,848697680,12264062808.02,13684280916.32,6.660043716430664,0.0,是,2.0336737632751465,0/0,60日新高,通用设备
215,605006,山东玻纤,-2.7198548316955566,10.73,12.13,501113936,6438519053.02,6438518988.64,7.549732685089111,0.0,是,1.7948671579360962,0/0,60日新高,玻璃玻纤
216,000811,冰轮环境,-2.721998929977417,21.8,24.65,1103298528,21329025845.8,21636020051.2,5.073912620544434,-0.18315018713474274,是,2.584911346435547,2/1,60日新高,通用设备
217,603124,江南新材,-2.7675421237945557,124.02,140.31,155431312,9625044616.199999,18075319579.98,1.5905874967575073,-0.08056718856096268,是,1.3542959690093994,0/0,60日新高,金属新材
218,002990,盛视科技,-2.7817845344543457,47.18,53.38,720963120,6511715802.34,12354183870.84,10.868139266967773,0.021199915558099747,否,1.0969572067260742,8/4,近期多次涨停,计算机设
219,600183,生益科技,-2.8421051502227783,73.84,83.6,3987015456,176809994008.96002,179366164090.88,2.1915268898010254,-0.14874915778636932,是,1.7053357362747192,0/0,60日新高,元件
220,603296,华勤技术,-2.8454511165618896,102.09,115.59,974758896,58241063770.5,103696115815.68001,1.6425193548202515,0.07842367887496948,是,1.3467892408370972,0/0,60日新高,消费电子
221,600979,广安爱众,-2.8517110347747803,5.11,5.79,585223792,6296847526.900001,6447067229.120001,9.24297046661377,0.19607844948768616,否,1.9249508380889893,4/2,近期多次涨停,电力
222,600184,光电股份,-2.9400386810302734,25.09,28.44,1336651632,14620632172.12,14620632272.48,8.949740409851074,-0.11942675709724426,是,2.3124895095825195,4/2,60日新高且近期多次涨停,地面兵装
223,300903,科翔股份,-2.9599270820617676,42.62,52.7,1612901088,13996201804.439999,18556175187.2,11.12749195098877,0.0,是,2.2498178482055664,0/0,60日新高,元件
224,301021,英诺激光,-2.9804885387420654,63.15,78.11,233300635,9645484900.5,9652653562.199999,2.374183177947998,0.0,是,1.3728324174880981,0/0,60日新高,自动化设
225,603936,博敏电子,-3.0890369415283203,16.0,18.16,700766096,10086368064.0,10086368000.0,6.781648635864258,-0.18714909255504608,是,1.7607980966567993,0/0,60日新高,元件
226,301027,华蓝集团,-3.0985915660858154,24.08,29.82,163011553,2847274487.68,3539759999.9999995,5.6512770652771,0.0,是,2.019473075866699,0/0,60日新高,工程咨询
227,300657,弘信电子,-3.1190669536590576,35.72,44.24,890899520,16734959772.359999,17221528146.559998,5.1997857093811035,0.0,是,1.1121397018432617,0/0,60日新高,元件
228,300502,新易盛,-3.1668033599853516,602.99,747.25,16418746368,533898882404.68,599377675042.88,3.0165982246398926,0.0,是,1.4070281982421875,0/0,60日新高,通信设备
229,600206,有研新材,-3.2089552879333496,25.94,29.48,1906416080,21959593432.08,21959593328.32,8.443330764770508,-0.038535647094249725,是,1.8229702711105347,0/0,60日新高,半导体
230,688511,天微电子,-3.269230842590332,25.15,31.2,172202558,3361998807.75,3361998807.75,5.067229270935059,0.7208650708198547,是,2.337465286254883,0/0,60日新高,军工电子
231,605376,博迁新材,-3.357130765914917,113.71,129.43,1499464544,29746536000.0,29746536000.0,4.810886383056641,-0.07908611744642258,是,2.8576090335845947,2/1,60日新高,金属新材
232,301511,德福科技,-3.3608217239379883,62.11,77.12,1942560592,23268334577.61,39149299420.0,8.191492080688477,0.0,是,1.4558755159378052,0/0,60日新高,电池
233,300199,翰宇药业,-3.3673019409179688,21.81,27.08,803388480,16263669999.449999,19263493712.64,4.855975151062012,0.0,是,1.4020119905471802,0/0,60日新高,化学制药
234,300478,杭州高新,-3.6056156158447266,30.21,37.61,172192389,3826791330.0,3826791330.0,4.493490219116211,0.0,是,1.6887344121932983,0/0,60日新高,塑料
235,301479,弘景光电,-3.6638896465301514,107.54,133.96,324472624,5476928641.42,9567331910.82,5.763594627380371,0.0,是,1.2124977111816406,0/0,60日新高,光学光电
236,002418,康盛股份,-3.7091989517211914,6.49,7.41,2054057280,7375218723.62,7375236000.0,26.48102378845215,-0.1538461595773697,是,2.2772634029388428,10/5,60日新高且近期多次涨停,家电零部
237,600961,株冶集团,-3.7354354858398438,28.09,32.1,3177120720,21118410259.82,30136994255.36,14.558931350708008,0.0,是,4.4465227127075195,6/4,60日新高且近期多次涨停,工业金属
238,600156,华升股份,-3.758654832839966,9.73,11.12,593127856,3912537130.46,3912537149.92,14.77245807647705,-0.10266941040754318,否,1.8565329313278198,6/3,近期多次涨停,纺织制造
239,688163,赛伦生物,-3.780808687210083,40.21,50.15,129225494,4351526200.0,4351526200.0,2.972604990005493,-0.248077392578125,是,1.5375956296920776,0/0,60日新高,生物制品
240,688183,生益电子,-3.812392473220825,111.77,139.44,1449875248,92972652729.75,92972651947.36,1.5224533081054688,-0.23208069801330566,是,1.2061736583709717,0/0,60日新高,元件
241,301186,超达装备,-3.8214926719665527,75.0,93.58,214916410,5673709425.0,6041231475.0,3.6951870918273926,0.0,是,1.234150767326355,0/0,60日新高,汽车零部
242,600522,中天科技,-3.877082109451294,33.47,38.3,7121336320,114231424852.44,114231424718.56,6.122995376586914,0.05979073420166969,是,1.726696491241455,0/0,60日新高,通信设备
243,688502,茂莱光学,-4.1507768630981445,477.54,597.86,708142960,25214112000.0,25214112000.0,2.7535908222198486,-0.24857434630393982,是,0.9600427746772766,0/0,60日新高,光学光电
244,600869,远东股份,-4.42374849319458,16.42,18.9,1725133696,36441772089.32001,36441772187.840004,4.648425102233887,0.12195122241973877,是,1.7495125532150269,2/1,60日新高,电网设备
245,601126,四方股份,-4.438201904296875,51.03,58.74,1883100752,42104107962.0,42516639789.12,4.277713775634766,-0.370948851108551,是,2.1035494804382324,0/0,60日新高,电网设备
246,300692,中赋科技,-4.5267486572265625,9.28,11.66,178537432,4761586940.48,5217922319.36,3.6671276092529297,0.0,是,1.4161432981491089,0/0,60日新高,环境治理
247,300548,长芯博创,-4.6515793800354,266.27,335.11,4683557376,71701246309.56,77637072414.72,6.289959907531738,0.0,是,1.749780297279358,0/0,60日新高,通信设备
248,600103,青山纸业,-4.7272725105285645,5.24,6.05,2644572000,11592604206.28,11741932180.48,22.15715217590332,0.19120459258556366,否,2.033245325088501,4/2,近期多次涨停,造纸
249,300131,英唐智控,-4.883462905883789,17.14,21.62,2322185568,17864465224.24,19454234024.32,12.385310173034668,0.0,是,1.7146632671356201,0/0,60日新高,其他电子
250,002361,神剑股份,-4.904862403869629,22.49,26.02,5120926976,18197175910.16,21388776610.239998,27.589611053466797,-0.17754106223583221,否,1.2075045108795166,4/2,近期多次涨停,塑料
251,000062,深圳华强,-4.932598114013672,31.03,35.9,1727590672,32423249389.31,32454566447.84,5.1855597496032715,-0.38523274660110474,是,1.593646764755249,2/1,60日新高,其他电子
252,601869,长飞光纤,-5.580097198486328,389.01,453.2,6642210560,158069667529.13998,322063364507.04,4.055149555206299,0.025712890550494194,是,1.8300679922103882,0/0,60日新高,通信设备
253,603773,沃格光电,-5.717836856842041,60.68,70.8,1532620032,13632285850.44,13637018890.44,11.032657623291016,0.06596305966377258,是,1.771488904953003,11/6,60日新高且近期多次涨停,光学光电
254,688525,佰维存储,-5.800711631774902,264.7,337.2,8903869184,124630477137.0,124630475548.79999,6.775922775268555,-0.11320754140615463,是,1.691394567489624,0/0,60日新高,半导体
255,002360,同德化工,-5.924855709075928,6.51,7.61,279055360,2132169717.3,2615550406.56,12.697319030761719,0.0,是,3.4580721855163574,2/1,60日新高,化学制品
256,300835,龙磁科技,-6.162662029266357,93.34,119.36,282733056,7760680094.7,11130565383.6,3.5252630710601807,0.0,是,1.4044325351715088,0/0,60日新高,金属新材
257,001309,德明利,-6.2419047355651855,492.23,577.5,8268903936,79409703716.6,111660238237.34001,10.048910140991211,0.3506554365158081,是,2.2708215713500977,0/0,60日新高,半导体
258,300757,罗博特科,-6.35203218460083,520.87,667.44,3481545184,78470510393.38,87302036776.57,4.336431980133057,0.0,是,1.941367745399475,0/0,60日新高,自动化设
259,688809,强一股份,-7.473684310913086,404.34,524.4,962322464,9846895659.06,52386007362.0,9.388535499572754,-0.1678929477930069,是,1.6194744110107422,0/0,60日新高,半导体
260,603178,圣龙股份,-7.750472545623779,19.52,23.28,639600960,4614759917.12,4614759917.12,13.96424674987793,0.05125577002763748,否,2.53764271736145,5/3,近期多次涨停,汽车零部
261,002636,金安国纪,-7.987844944000244,42.39,50.68,1893735200,30703730526.63,30859920000.0,5.860448360443115,-0.32917940616607666,是,1.9775899648666382,2/1,60日新高,元件
262,688662,富信科技,-8.470273971557617,68.51,89.82,459264032,6045322400.0,6045322400.0,7.3147711753845215,-0.05835156887769699,是,1.749271035194397,0/0,60日新高,其他电子
263,688205,德科立,-10.447761535644531,240.0,321.6,4122155808,37988478960.0,37988478960.0,10.154071807861328,0.16694490611553192,是,2.3658499717712402,0/0,60日新高,通信设备
264,300620,光库科技,-10.512895584106445,245.66,329.42,6624200704,60703369164.08,61213692684.7,10.414875984191895,0.0,是,2.4488227367401123,0/0,60日新高,通信设备
265,688195,腾景科技,-11.6113920211792,351.0,476.53,4571299072,45401850000.0,45401850000.0,9.278876304626465,-0.27275824546813965,是,2.623967409133911,0/0,60日新高,光学光电
